bond_id,atom1_id,atom2_id,type
2505,Pi,acu,1
2506,Pj,asG,1
2507,Pj,aiE,1
2508,Pl,alZ,7
2509,Pm,Pp,1
2510,Pm,akx,1
2511,Pn,hK,7
2512,Pn,aDu,7
2513,Po,alW,1
2514,Po,aBN,1
2515,Pp,axv,1
2516,Pp,aHp,7
2517,Pq,aOG,7
2518,Pr,kC,7
2519,Pr,amU,7
2520,Pv,xd,1
2521,Pv,Ve,1
2522,Pw,aaE,7
2523,Py,gd,1
2524,Pz,Tr,3
2525,Pz,Vi,3
2526,Pz,aMj,1
2527,PA,Av,1
2528,PA,EJ,1
2529,PC,aqe,1
2530,PC,et,1
2531,PD,ec,7
2532,PE,mu,1
2533,PE,OO,1
2534,PF,avh,1
2535,PF,azJ,7
2536,PG,aju,7
2537,PG,abE,7
2538,PJ,aHR,7
2539,PJ,bw,7
2540,PK,Kc,1
2541,PL,wR,7
2542,PL,MU,7
2543,PM,Zs,1
2544,PN,apH,7
2545,PP,aqq,7
2546,PQ,ps,1
2547,PQ,XX,1
2548,PR,tE,1
2549,PR,ako,3
2550,PS,aEN,1
2551,PU,MZ,1
2552,PW,aOR,1
2553,PX,AM,1
2554,PY,tB,7
2555,Qb,ayF,1
2556,Qb,HN,2
2557,Qc,yn,7
2558,Qd,ayQ,1
2559,Qe,aKF,7
2560,Qe,wB,1
2561,Qg,abv,1
2562,Qh,IW,1
2563,Qj,M,7
2564,Qk,arR,7
2565,Qn,agt,1
2566,Qo,sx,1
2567,Qo,adi,7
2568,Qp,aCa,1
2569,Qp,aFZ,7
2570,Qq,ou,1
2571,Qq,FC,7
2572,Qr,bF,1
2573,Qr,Ht,3
2574,Qs,Kd,7
2575,Qt,oy,7
2576,Qu,mC,1
2577,Qv,Ca,7
2578,Qw,jn,7
2579,Qw,Xa,1
2580,Qy,aLk,1
2581,Qy,ao,1
2582,Qy,dd,7
2583,QA,aDI,7
2584,QB,zO,7
2585,QB,nG,1
2586,QB,xR,1
2587,QC,Vj,1
2588,QD,oV,1
2589,QD,AF,1
2590,QE,TE,7
2591,QE,Pz,7
2592,QE,Jw,7
2593,QF,Bg,1
2594,QF,aJl,2
2595,QK,aGL,7
2596,QN,KL,7
2597,QO,aON,1
2598,QP,aNz,1
2599,QQ,o,1
2600,QR,Ft,7
2601,QS,WC,1
2602,QU,aIr,7
2603,QW,alZ,7
2604,QW,hK,7
2605,QW,FW,7
2606,QX,apy,1
2607,QX,atc,1
2608,QY,WO,1
2609,QZ,Du,1
2610,QZ,BZ,1
2611,Ra,MO,3
2612,Ra,dE,2
2613,Ra,Er,1
2614,Re,zC,7
2615,Re,amk,1
2616,Rf,js,1
2617,Rg,aoW,7
2618,Rh,aNw,1
2619,Rh,uI,1
2620,Ri,TO,1
2621,Ri,mO,2
2622,Rj,WW,2
2623,Rk,awY,1
2624,Rm,aaD,1
2625,Rn,RT,1
2626,Ro,aok,1
2627,Ro,uZ,1
2628,Rp,atc,1
2629,Rp,aDj,1
2630,Rq,BH,1
2631,Rq,aMU,7
2632,Rr,aKV,1
2633,Rs,fr,1
2634,Rs,ayw,1
2635,Rt,aEH,1
2636,Rv,awY,1
2637,Rv,kl,1
2638,Rw,hp,1
2639,Rx,Rk,1
2640,Rx,dS,1
2641,Rx,Yv,7
2642,Ry,aoh,1
2643,RA,aaQ,1
2644,RA,abr,1
2645,RC,bU,1
2646,RC,KG,1
2647,RD,aLs,7
2648,RE,kT,7
2649,RF,aMS,1
2650,RG,qh,2
2651,RH,afm,1
2652,RH,dn,1
2653,RJ,qe,1
2654,RJ,aBn,1
2655,RK,oj,1
2656,RK,Jo,7
2657,RK,avr,7
2658,RL,atE,1
2659,RL,ZE,1
2660,RM,aKa,1
2661,RM,Qy,1
2662,RN,gU,7
2663,RN,BB,7
2664,RO,NQ,1
2665,RP,OW,7
2666,RP,Yv,7
2667,RQ,aDR,1
2668,RQ,axv,1
2669,RQ,Kk,1
2670,RR,acd,7
2671,RS,RE,1
2672,RT,Nt,1
2673,RT,aGo,1
2674,RU,yk,7
2675,RV,Aj,7
2676,RV,qP,1
2677,RV,Rt,1
2678,RW,EU,1
2679,RW,tN,1
2680,RX,aKV,1
2681,RX,UE,7
2682,RZ,fz,1
2683,RZ,aFU,1
2684,Sb,atw,1
2685,Sc,aDy,7
2686,Sd,ox,1
2687,Se,Fv,1
2688,Sf,Rd,1
2689,Sf,abc,1
2690,Sh,awR,1
2691,Sh,sn,7
2692,Si,xk,7
2693,Si,azb,1
2694,Sj,amU,7
2695,Sk,AX,1
2696,Sl,aHE,7
2697,Sm,ayW,1
2698,Sn,ado,1
2699,Sp,pr,1
2700,Sq,bJ,1
2701,Sq,aaW,1
2702,Ss,fz,1
2703,St,CZ,7
2704,Su,ry,1
2705,Sv,aNY,1
2706,Sv,iP,1
2707,Sv,XI,1
2708,Sx,aEW,7
2709,Sy,tq,7
2710,Sy,Ft,1
2711,Sz,la,1
2712,Sz,avp,1
2713,SA,GL,2
2714,SB,apT,7
2715,SC,auO,1
2716,SD,oq,7
2717,SD,TP,1
2718,SF,agT,1
2719,SF,ayX,2
2720,SG,aLr,1
2721,SI,Pc,1
2722,SK,oN,1
2723,SL,jB,1
2724,SM,avo,7
2725,SN,gQ,1
2726,SP,auQ,1
2727,SQ,aDl,1
2728,SS,QP,2
2729,SS,acZ,2
2730,ST,Be,7
2731,ST,GI,1
2732,SV,alD,7
2733,SX,aDb,1
2734,SY,Kh,2
2735,SY,asM,7
2736,SZ,ZH,7
2737,Ta,aAv,7
2738,Ta,aci,7
2739,Td,amL,1
2740,Td,amT,1
2741,Te,Yf,7
2742,Tf,aMd,1
2743,Tg,KL,7
2744,Tg,ba,7
2745,Tg,jc,1
2746,Th,Fe,7
2747,Ti,Oi,1
2748,Ti,apr,1
2749,Tj,akU,1
2750,Tj,Ck,1
2751,Tl,aoy,1
2752,Tl,jg,1
2753,Tl,aLi,1
2754,Tm,Dk,1
2755,Tn,sp,1
2756,Tn,fw,7
2757,To,aik,1
2758,Tq,LM,1
2759,Tq,Rl,1
2760,Tt,UM,1
2761,Tu,ayH,1
2762,Tu,lg,7
2763,Tv,NI,1
2764,Tv,Bc,1
2765,Tx,aFJ,1
2766,Tx,azK,7
2767,Ty,HW,1
2768,Ty,auT,7
2769,TB,ZD,1
2770,TB,iD,1
2771,TC,aca,7
2772,TC,aae,7
2773,TD,Rb,1
2774,TD,aMz,1
2775,TE,E,1
2776,TE,Zd,1
2777,TF,yT,1
2778,TG,atW,1
2779,TH,gg,1
2780,TI,Qa,7
2781,TK,zi,1
2782,TO,my,1
2783,TP,ga,7
2784,TQ,dN,1
2785,TR,bZ,7
2786,TS,BA,7
2787,TS,tv,1
2788,TT,Jy,1
2789,TU,AT,1
2790,TW,cb,1
2791,TX,aGf,1
2792,TY,aIj,7
2793,TZ,arD,1
2794,Ua,aIR,1
2795,Ub,FU,1
2796,Ub,CB,1
2797,Uc,Fz,7
2798,Ud,BJ,7
2799,Uf,Ju,7
2800,Ug,ayb,1
2801,Uh,aFg,7
2802,Uh,gl,1
2803,Ui,mU,7
2804,Uj,uW,1
2805,Uk,alW,1
2806,Uk,vq,7
2807,Ul,sM,3
2808,Ul,anG,3
2809,Uo,Wh,2
2810,Uo,mo,7
2811,Up,xZ,7
2812,Uq,auf,1
2813,Ur,Kb,1
2814,Ur,ame,7
2815,Us,Kf,7
2816,Uv,anm,7
2817,Uw,avH,1
2818,Ux,avY,1
2819,Uy,TE,7
2820,Uz,ws,1
2821,Uz,sE,1
2822,UA,lL,7
2823,UA,w,1
2824,UB,aiN,7
2825,UC,Yp,1
2826,UC,aqv,7
2827,UD,afo,7
2828,UE,OR,1
2829,UE,xq,1
2830,UF,apq,1
2831,UG,oZ,7
2832,UH,ayB,7
2833,UI,aGP,1
2834,UJ,atm,1
2835,UJ,dJ,1
2836,UK,GN,7
2837,UL,yS,1
2838,UN,GN,1
2839,UP,Yx,7
2840,UQ,mo,7
2841,UQ,Pn,1
2842,UR,yP,1
2843,US,Gr,7
2844,UT,alq,7
2845,UT,AQ,1
2846,UT,aBC,7
2847,UU,aBR,1
2848,UV,G,7
2849,UW,aha,1
2850,UY,aNc,1
2851,UY,ZA,1
2852,Va,aEC,1
2853,Vc,pA,7
2854,Vd,eK,1
2855,Vd,rY,1
2856,Ve,aFP,1
2857,Vf,hQ,1
2858,Vg,apH,1
2859,Vg,aDc,1
2860,Vg,agp,1
2861,Vi,jR,1
2862,Vj,auv,1
2863,Vk,Nt,1
2864,Vk,aqW,7
2865,Vl,aFH,7
2866,Vl,NX,1
2867,Vm,wb,7
2868,Vn,ZE,1
2869,Vn,zM,1
2870,Vo,aAb,3
2871,Vo,gk,1
2872,Vq,uj,7
2873,Vr,sG,1
2874,Vr,aGc,2
2875,Vt,anO,7
2876,Vt,Au,1
2877,Vu,sV,7
2878,Vu,aDI,7
2879,Vv,atE,7
2880,Vv,fF,1
2881,Vw,atR,1
2882,Vx,apb,3
2883,Vx,aBh,7
2884,Vx,Hr,7
2885,Vy,Uk,1
2886,VA,aCI,1
2887,VA,aJu,1
2888,VD,aKD,7
2889,VE,asL,1
2890,VF,wm,1
2891,VF,anX,1
2892,VG,anU,1
2893,VH,aqu,7
2894,VJ,akS,1
2895,VK,NW,1
2896,VM,aCZ,1
2897,VN,aAM,1
2898,VO,aHX,1
2899,VQ,cU,1
2900,VS,apq,1
2901,VS,aqA,1
2902,VT,ahZ,7
2903,VU,Qd,7
2904,VV,aeg,7
2905,VW,aJX,1
2906,VX,afc,1
2907,VZ,fQ,1
2908,Wa,ZO,7
2909,Wb,afs,1
2910,Wb,au,7
2911,Wb,mH,1
2912,Wb,aba,1
2913,Wc,alV,1
2914,Wd,hA,7
2915,We,LV,1
2916,Wf,wF,1
2917,Wf,aMe,1
2918,Wg,EK,1
2919,Wg,aNz,1
2920,Wi,alH,1
2921,Wi,Uz,1
2922,Wj,LS,7
2923,Wj,VN,1
2924,Wl,IN,1
2925,Wn,aph,7
2926,Wr,mP,1
2927,Ws,IX,7
2928,Ws,ga,7
2929,Wv,aju,7
2930,Ww,Hh,1
2931,Ww,aMW,1
2932,Ww,tN,1
2933,Wx,xq,1
2934,Wy,zG,1
2935,WB,qb,1
2936,WC,arP,1
2937,WC,aik,1
2938,WC,Hy,2
2939,WE,aue,1
2940,WE,Gx,2
2941,WF,awC,1
2942,WF,tS,2
2943,WF,sm,2
2944,WG,aOl,1
2945,WG,OF,1
2946,WG,aen,1
2947,WH,Hk,3
2948,WH,mg,2
2949,WH,afj,2
2950,WK,akW,2
2951,WK,aON,1
2952,WL,aMp,1
2953,WM,ali,7
2954,WO,vK,7
2955,WP,ash,1
2956,WP,XT,7
2957,WQ,atT,1
2958,WQ,EW,7
2959,WR,fc,1
2960,WT,sU,7
2961,WT,aBG,1
2962,WU,pg,1
2963,WV,aKH,7
2964,WX,avu,1
2965,WY,uv,1
2966,WZ,awt,1
2967,Xb,Uf,1
2968,Xb,awZ,1
2969,Xc,ary,7
2970,Xe,xJ,1
2971,Xe,ac,1
2972,Xf,aMj,1
2973,Xg,Zn,7
2974,Xg,VT,1
2975,Xh,aOn,1
2976,Xh,wB,1
2977,Xj,ig,7
2978,Xj,mA,7
2979,Xk,Ax,1
2980,Xk,aoN,1
2981,Xk,pv,1
2982,Xm,aad,7
2983,Xp,Ce,3
2984,Xp,OD,1
2985,Xr,Vo,7
2986,Xt,aMG,1
2987,Xu,LV,1
2988,Xv,aMb,1
2989,Xv,aad,1
2990,Xw,cY,7
2991,Xx,gh,1
2992,Xx,p,1
2993,Xy,apT,1
2994,Xz,UU,7
2995,Xz,anU,1
2996,XA,Gf,7
2997,XA,tL,1
2998,XB,IH,1
2999,XB,yC,1
3000,XB,anJ,1
3001,XB,OC,1
3002,XF,awK,1
3003,XG,tr,1
3004,XH,Si,1
3005,XJ,a,1
3006,XJ,TF,1
3007,XK,aJG,1
3008,XL,atI,7
3009,XM,Bv,7
3010,XM,Pe,7
3011,XM,axN,1
3012,XN,LD,7
3013,XN,anX,1
3014,XN,aHW,1
3015,XO,ayT,7
3016,XP,aeq,1
3017,XQ,mo,7
3018,XQ,GN,7
3019,XR,Zn,7
3020,XS,aHE,7
3021,XT,iC,7
3022,XV,awm,1
3023,XV,atF,7
3024,XW,cs,1
3025,XW,aLv,1
3026,XX,aEE,1
3027,XX,YP,1
3028,XY,aIX,7
3029,XZ,wg,7
3030,XZ,Ak,1
3031,Ya,adL,7
3032,Yb,adb,1
3033,Yc,axe,1
3034,Yd,jY,1
3035,Ye,ajW,1
3036,Yf,g,7
3037,Yg,abV,7
3038,Yg,aaK,1
3039,Yh,Fc,7
3040,Yi,qJ,7
3041,Yj,gN,7
3042,Yk,aAV,1
3043,Yk,Yb,7
3044,Ym,lT,1
3045,Yn,Cu,7
3046,Yo,B,7
3047,Yp,vp,1
3048,Yr,aHB,7
3049,Yu,uj,7
3050,Yu,Zc,7
3051,Yv,KH,1
3052,Yw,aiD,1
3053,Yx,aNv,2
3054,Yx,agf,3
3055,Yy,Dy,1
3056,Yz,HG,2
3057,Yz,ud,1
3058,YA,fV,1
3059,YC,oN,1
3060,YD,Ja,7
3061,YD,alC,1
3062,YE,rt,7
3063,YF,wl,1
3064,YG,UN,2
3065,YG,aFM,1
3066,YI,atD,7
3067,YL,aNw,1
3068,YM,aEy,1
3069,YN,lx,1
3070,YN,aEd,1
3071,YP,xd,1
3072,YQ,Xc,1
3073,YR,NZ,1
3074,YR,aDF,2
3075,YR,arn,1
3076,YS,to,1
3077,YT,SO,7
3078,YW,BG,1
3079,YX,apC,7
3080,YY,awn,1
3081,Za,Ax,1
3082,Za,ZA,1
3083,Zc,aNG,2
3084,Zc,gJ,1
3085,Zd,T,1
3086,Ze,vU,7
3087,Ze,apK,1
3088,Zf,cR,1
3089,Zf,CI,2
3090,Zf,azo,1
3091,Zg,ahe,1
3092,Zg,aGr,7
3093,Zh,Bv,1
3094,Zi,arc,7
3095,Zi,Cj,1
3096,Zj,abG,1
3097,Zk,sc,1
3098,Zk,aou,1
3099,Zl,agh,7
3100,Zm,aBN,1
3101,Zm,pn,1
3102,Zn,aau,1
3103,Zo,aAd,1
3104,Zr,akJ,1
3105,Zs,Gt,1
3106,Zu,dL,1
3107,Zw,asD,1
3108,Zy,aCu,1
3109,ZB,KO,1
3110,ZB,ip,1
3111,ZB,A,1
3112,ZC,Rg,7
3113,ZD,aIX,7
3114,ZD,GU,7
3115,ZE,Hg,7
3116,ZF,aiq,7
3117,ZG,aMW,1
3118,ZH,kq,3
3119,ZH,Xv,1
3120,ZI,asu,2
3121,ZI,yQ,2
3122,ZJ,hD,7
3123,ZJ,Fw,1
3124,ZK,XD,3
3125,ZL,aBr,7
3126,ZL,aqL,7
3127,ZM,Rh,1
3128,ZN,apL,1
3129,ZP,To,1
3130,ZP,aeN,3
3131,ZP,aKj,1
3132,ZP,ayK,1
3133,ZR,LS,7
3134,ZX,hU,7
3135,ZX,gP,1
3136,ZZ,aNk,1
3137,ZZ,zQ,1
3138,aab,avp,1
3139,aaf,Nc,7
3140,aag,abW,1
3141,aag,ajS,1
3142,aah,azi,3
3143,aah,pq,1
3144,aah,adR,1
3145,aai,ahS,1
3146,aaj,fQ,7
3147,aak,aoL,7
3148,aak,aFW,7
3149,aak,aEV,7
3150,aal,aIb,1
3151,aan,aiI,3
3152,aao,YD,1
3153,aao,uT,1
3154,aao,aaJ,1
3155,aap,aKp,7
3156,aar,apK,7
3157,aau,vU,7
3158,aau,Ev,7
3159,aav,amF,1
3160,aav,ao,3
3161,aaw,uL,1
3162,aaA,ve,1
3163,aaB,aNi,7
3164,aaB,dj,1
3165,aaC,Fu,1
3166,aaD,IX,7
3167,aaE,aLU,1
3168,aaE,VH,7
3169,aaF,ba,7
3170,aaF,azQ,7
3171,aaI,ajm,1
3172,aaI,ou,7
3173,aaJ,aIY,1
3174,aaJ,aII,1
3175,aaK,aos,1
3176,aaL,bz,1
3177,aaM,WU,7
3178,aaM,X,1
3179,aaP,aKS,1
3180,aaP,adt,1
3181,aaQ,Mn,1
3182,aaQ,Je,1
3183,aaR,anX,1
3184,aaT,DS,1
3185,aaT,zb,1
3186,aaU,aab,7
3187,aaV,aeD,1
3188,aaV,vr,1
3189,aaW,jQ,1
3190,aaW,Uc,1
3191,aba,amB,3
3192,abc,ayM,1
3193,abc,xZ,7
3194,abd,Ak,3
3195,abd,tD,2
3196,abi,amI,2
3197,abj,azO,7
3198,abj,hp,1
3199,abk,amC,7
3200,abk,Vi,1
3201,abl,AP,1
3202,abm,QO,1
3203,abn,aiZ,7
3204,abn,Ia,7
3205,abo,kt,1
3206,abo,JW,1
3207,abp,ayn,1
3208,abr,NN,7
3209,abs,aaK,1
3210,abs,afG,1
3211,abt,yU,2
3212,abt,aoz,1
3213,abu,agq,1
3214,abw,Tm,1
3215,abx,aFU,1
3216,abx,Uq,1
3217,aby,Oi,1
3218,aby,amI,1
3219,aby,OB,1
3220,abB,ov,1
3221,abC,vl,1
3222,abC,fF,1
3223,abD,Uy,1
3224,abD,Wu,1
3225,abD,atG,2
3226,abE,atf,2
3227,abE,aue,3
3228,abE,Oi,1
3229,abF,DB,1
3230,abF,Uu,1
3231,abG,f,1
3232,abG,XL,1
3233,abJ,Xx,7
3234,abL,asu,3
3235,abL,aCZ,1
3236,abM,Hc,7
3237,abM,Yx,7
3238,abN,Qb,7
3239,abO,Xz,1
3240,abP,aBe,7
3241,abP,NK,1
3242,abQ,aKj,1
3243,abR,Pp,1
3244,abT,vw,1
3245,abW,jj,7
3246,abX,aMH,1
3247,aca,OL,1
3248,aca,aJx,1
3249,acb,aEh,1
3250,acd,aaI,1
3251,ace,arC,7
3252,acf,jA,1
3253,acf,sr,1
3254,acf,aGP,1
3255,acg,cw,7
3256,ach,auJ,1
3257,ach,ig,7
3258,aci,azJ,7
3259,aci,aqq,7
3260,acj,Eu,7
3261,ack,axk,2
3262,ack,aqQ,1
3263,ack,Aj,1
3264,acl,xE,1
3265,acn,afB,1
3266,acn,eQ,7
3267,acp,alS,1
3268,acq,oN,1
3269,acr,AO,1
3270,acs,aDZ,1
3271,act,XC,1
3272,acw,ZE,1
3273,acy,rz,7
3274,acA,Ee,7
3275,acB,Oi,1
3276,acC,nV,1
3277,acE,ka,1
3278,acF,yT,1
3279,acG,aeA,1
3280,acG,aDT,1
3281,acH,apF,7
3282,acH,Rg,1
3283,acI,Ql,7
3284,acK,aBE,2
3285,acK,bI,1
3286,acL,de,1
3287,acN,uz,7
3288,acO,aLW,1
3289,acP,Ez,1
3290,acP,aIY,1
3291,acS,CD,3
3292,acS,avU,1
3293,acT,aNl,1
3294,acT,ta,1
3295,acU,wU,7
3296,acW,Lm,1
3297,acX,agl,1
3298,acY,yO,1
3299,acZ,ke,1
3300,acZ,AC,7
3301,ada,eu,1
3302,ada,amY,1
3303,ada,YB,1
3304,adb,Rb,1
3305,adc,rt,7
3306,adc,aAs,1
3307,adc,aKl,7
3308,add,xT,1
3309,adf,aIM,1
3310,adh,cJ,1
3311,adh,on,1
3312,adi,adm,1
3313,adi,aMT,1
3314,adj,Vo,7
3315,adk,IC,7
3316,adk,azT,7
3317,adl,hu,1
3318,adl,JW,1
3319,adn,ais,1
3320,adn,pg,1
3321,adn,Un,1
3322,ado,iB,7
3323,ado,aLK,1
3324,adq,SQ,1
3325,adq,rZ,7
3326,adr,aGi,1
3327,adr,aul,1
3328,ads,td,1
3329,ads,aCk,1
3330,adu,aaK,1
3331,adv,AT,1
3332,adw,H,7
3333,adz,aKa,1
3334,adB,aBr,7
3335,adC,acC,7
3336,adC,hP,1
3337,adD,Xv,1
3338,adD,abD,1
3339,adE,Ol,1
3340,adH,kM,1
3341,adI,aGr,1
3342,adJ,aBD,7
3343,adK,jp,2
3344,adK,Ee,7
3345,adL,avw,7
3346,adL,adf,1
3347,adM,aDY,7
3348,adN,DP,1
3349,adO,ajG,1
3350,adP,awI,7
3351,adQ,MV,7
3352,adR,OD,1
3353,adR,Su,1
3354,adR,act,1
3355,adS,Jj,1
3356,adT,RT,1
3357,adU,LB,1
3358,adV,Iu,1
3359,adV,aEh,2
3360,adW,avs,7
3361,adX,Cl,1
3362,adY,aIc,1
3363,adY,aos,1
3364,adZ,mB,1
3365,adZ,axP,1
3366,aea,Su,1
3367,aea,YG,1
3368,aeb,oe,7
3369,aeb,auj,1
3370,aec,UW,7
3371,aed,ajR,1
3372,aee,aId,1
3373,aee,atO,7
3374,aef,nt,1
3375,aef,Ld,1
3376,aef,tX,1
3377,aeg,avX,7
3378,aeg,kH,7
3379,aeh,kF,1
3380,aei,avl,1
3381,aej,R,7
3382,aeo,cr,1
3383,aeq,uf,1
3384,aes,Xx,7
3385,aet,NQ,1
3386,aeu,NI,1
3387,aew,aHp,7
3388,aex,azH,1
3389,aey,dF,7
3390,aez,eo,1
3391,aez,aFE,1
3392,aeA,Og,1
3393,aeB,avR,1
3394,aeD,aju,7
3395,aeE,alE,7
3396,aeF,Rn,7
3397,aeF,cJ,1
3398,aeH,dL,1
3399,aeI,aHY,7
3400,aeJ,UI,1
3401,aeJ,m,1
3402,aeJ,XZ,1
3403,aeK,azT,7
3404,aeP,I,1
3405,aeR,mw,1
3406,aeT,WU,7
3407,aeT,SU,1
3408,aeU,aoI,1
3409,aeU,qa,1
3410,aeV,aGC,1
3411,aeV,aLZ,1
3412,aeW,fB,1
3413,aeX,atk,2
3414,afb,aKz,1
3415,afb,VA,7
3416,afc,ajF,1
3417,afc,aCN,1
3418,afd,CX,1
3419,afd,akZ,1
3420,aff,abV,7
3421,afg,fj,7
3422,afg,nl,7
3423,afg,amW,7
3424,afh,aNs,1
3425,afh,yQ,1
3426,afh,asF,3
3427,afj,awT,7
3428,afj,eU,7
3429,afj,asa,1
3430,afk,abi,2
3431,afl,aFa,1
3432,afo,Ev,7
3433,afo,aMx,7
3434,afq,acd,7
3435,afr,aqM,1
3436,afr,CO,7
3437,afs,rd,1
3438,aft,asb,1
3439,afu,bi,7
3440,afu,Ap,7
3441,afu,aLJ,1
3442,afu,Tu,7
3443,afv,qE,7
3444,afw,lW,2
3445,afx,cP,7
3446,afx,fe,1
3447,afy,gH,7
3448,afy,apK,7
3449,afz,qY,1
3450,afA,XP,1
3451,afB,awG,1
3452,afC,amG,1
3453,afD,avd,7
3454,afD,Uq,1
3455,afD,aoM,1
3456,afE,xa,2
3457,afE,ZL,7
3458,afE,h,1
3459,afG,avW,7
3460,afG,aDi,1
3461,afI,awO,7
3462,afJ,fE,7
3463,afK,aMp,1
3464,afK,Kh,2
3465,afM,Xh,2
3466,afN,axD,1
3467,afN,aNE,1
3468,afN,gr,1
3469,afO,aHI,1
3470,afP,aAd,1
3471,afQ,aOF,1
3472,afS,atl,7
3473,afT,Ku,2
3474,afU,HE,7
3475,afU,aOi,7
3476,afV,hQ,1
3477,afW,Bb,1
3478,afW,qC,1
3479,afX,vh,3
3480,afY,aed,7
3481,afY,xs,7
3482,afZ,jH,1
3483,afZ,aGx,1
3484,aga,aoU,7
3485,agb,aiE,1
3486,agb,FV,7
3487,agc,mE,7
3488,agc,afk,7
3489,agd,qy,7
3490,age,tv,1
3491,agf,Qb,7
3492,agg,Dn,1
3493,agh,iR,1
3494,agi,aMe,7
3495,agj,aws,1
3496,agj,afC,1
3497,agk,afr,1
3498,agl,dX,1
3499,agl,lX,1
3500,agl,auV,1
3501,ago,ani,7
3502,agr,Xn,1
3503,agr,QA,1
3504,ags,jF,1
3505,agt,aIn,1
3506,agt,un,2
3507,agv,atA,1
3508,agv,yp,2
3509,agy,Pa,1
3510,agA,Ge,7
3511,agA,ai,7
3512,agB,I,1
3513,agB,aBD,7
3514,agC,aqo,1
3515,agD,aem,1
3516,agD,aCW,1
3517,agD,xv,1
3518,agE,aV,1
3519,agF,axh,2
3520,agF,PG,7
3521,agG,Sq,7
3522,agG,uZ,1
3523,agI,xq,1
3524,agI,Iz,1
3525,agK,aIY,1
3526,agL,aoB,7
3527,agL,akZ,1
3528,agN,EU,1
3529,agR,aGM,1
3530,agS,aHT,1
3531,agS,GV,1
3532,agT,abx,1
3533,agT,UC,1
3534,agU,RW,7
3535,agU,ec,7
3536,agW,By,1
3537,agW,QY,7
3538,agW,awy,1
3539,agY,aBX,1
3540,aha,atn,1
3541,ahb,axA,7
3542,ahc,asO,7
3543,ahd,Ug,1
3544,ahe,aAO,7
3545,ahe,aHL,7
3546,ahe,adC,1
3547,ahf,ayA,1
3548,ahf,rx,1
3549,ahg,aGx,1
3550,ahg,tS,1
3551,ahh,alA,7
3552,ahh,aEm,7
3553,ahi,pb,1
3554,ahj,oB,7
3555,ahk,KW,1
3556,ahk,zn,7
3557,ahl,aKx,1
3558,ahl,CN,1
3559,ahl,AT,1
3560,ahm,aBt,1
3561,ahm,aBG,1
3562,ahn,eo,1
3563,ahr,Zi,1
3564,ahs,aHe,1
3565,ahs,awx,1
3566,ahu,RL,1
3567,ahu,aex,7
3568,ahv,rD,1
3569,ahv,azB,1
3570,ahv,pB,1
3571,ahw,tM,1
3572,ahw,Qp,1
3573,ahw,ayN,1
3574,ahx,Al,7
3575,ahx,xA,5
3576,ahx,qS,7
3577,ahx,cE,1
3578,ahy,adY,1
3579,ahy,asT,1
3580,ahy,ake,1
3581,ahz,KC,1
3582,ahz,t,1
3583,ahz,axt,1
3584,ahB,amu,1
3585,ahB,Ts,1
3586,ahD,aOC,7
3587,ahD,g,7
3588,ahE,rJ,7
3589,ahE,pW,7
3590,ahE,ajt,7
3591,ahG,aKg,1
3592,ahG,XY,1
3593,ahH,aGc,2
3594,ahH,ajF,1
3595,ahH,dM,1
3596,ahI,aqb,1
3597,ahJ,XF,1
3598,ahK,aJZ,1
3599,ahK,ahv,1
3600,ahL,yM,1
3601,ahL,aBX,1
3602,ahL,aLe,1
3603,ahM,pM,1
3604,ahM,bF,1
3605,ahQ,arD,1
3606,ahS,Jk,1
3607,ahS,anR,1
3608,ahU,WR,1
3609,ahU,Sy,2
3610,ahU,ajq,7
3611,ahV,amZ,1
3612,ahX,KE,3
3613,ahY,cP,7
3614,ahZ,alO,1
3615,ahZ,Lt,2
3616,aia,Yv,7
3617,aia,aom,1
3618,aib,rt,7
3619,aib,aGG,1
3620,aib,db,7
3621,aic,yz,1
3622,aic,aty,1
3623,aid,hB,1
3624,aid,pr,1
3625,aie,azk,7
3626,aif,Ci,1
3627,aif,PP,2
3628,aif,yQ,1
3629,aih,amZ,1
3630,aih,aHv,7
3631,aij,uw,1
3632,aij,afi,7
3633,ail,aMm,1
3634,ail,CF,1
3635,ain,IO,1
3636,aio,bP,1
3637,aio,qT,1
3638,aip,aAa,1
3639,aip,lM,1
3640,aiq,aFR,1
3641,air,aHK,1
3642,ait,abZ,1
3643,aiv,EG,1
3644,aiw,sz,1
3645,aiw,Wn,1
3646,aix,qa,1
3647,aiz,Ih,1
3648,aiz,auB,1
3649,aiz,aBz,1
3650,aiA,aog,1
3651,aiB,Ap,1
3652,aiB,aJH,1
3653,aiC,aFr,1
3654,aiC,DV,1
3655,aiD,aMm,1
3656,aiE,BG,1
3657,aiF,dn,1
3658,aiF,aEh,3
3659,aiG,alw,1
3660,aiG,FZ,1
3661,aiH,Na,7
3662,aiI,aMp,1
3663,aiI,aIf,1
3664,aiJ,aBx,1
3665,aiK,asi,1
3666,aiK,ajn,1
3667,aiL,Vb,7
3668,aiM,apD,1
3669,aiM,apK,7
3670,aiN,tP,2
3671,aiN,aJK,1
3672,aiN,aFX,1
3673,aiO,bv,7
3674,aiQ,aqk,1
3675,aiR,xv,1
3676,aiS,aEC,1
3677,aiT,ajB,1
3678,aiT,zC,1
3679,aiV,Ui,1
3680,aiV,lG,1
3681,aiW,all,7
3682,aiX,axT,1
