element,type,charge,molecule_id,atom_id,node_type
h,3,0.136,68,1759,atom
o,40,-0.395,68,1760,atom
c,21,-0.084,68,1761,atom
c,22,0.832,68,1762,atom
c,22,-0.291,68,1763,atom
h,3,0.067,68,1764,atom
c,22,-0.126,68,1765,atom
o,40,-0.391,68,1766,atom
h,3,0.137,68,1767,atom
o,40,0.046,68,1768,atom
o,40,-0.385,68,1769,atom
c,22,0.118,68,1770,atom
h,3,0.137,68,1771,atom
h,3,0.13,68,1772,atom
h,3,0.323,68,1773,atom
h,3,0.152,69,1774,atom
c,34,-0.076,69,1775,atom
c,22,0.108,69,1776,atom
c,22,-0.121,69,1777,atom
c,22,-0.118,69,1778,atom
c,22,-0.114,69,1779,atom
c,93,-0.093,69,1780,atom
h,3,0.149,69,1781,atom
h,3,0.136,69,1782,atom
c,93,0.009,69,1783,atom
h,3,0.143,69,1784,atom
c,27,-0.091,69,1785,atom
c,22,-0.121,69,1786,atom
c,14,-0.074,69,1787,atom
o,40,-0.11,70,1788,atom
h,3,-0.118,70,1789,atom
h,3,0.135,70,1790,atom
h,3,0.055,70,1791,atom
h,3,0.135,70,1792,atom
h,3,0.132,70,1793,atom
h,3,-0.106,70,1794,atom
h,3,0.012,70,1795,atom
c,22,0.202,70,1796,atom
c,22,-0.114,70,1797,atom
c,22,-0.114,70,1798,atom
h,3,0.136,70,1799,atom
c,22,-0.116,70,1800,atom
c,22,-0.111,70,1801,atom
c,22,-0.124,70,1802,atom
c,22,-0.116,70,1803,atom
c,22,-0.124,70,1804,atom
c,22,-0.124,70,1805,atom
n,38,0.812,70,1806,atom
n,38,0.069,70,1807,atom
h,3,0.136,70,1808,atom
c,22,-0.124,70,1809,atom
h,3,0.142,70,1810,atom
c,22,-0.113,70,1811,atom
c,22,-0.377,70,1812,atom
c,22,-0.113,70,1813,atom
o,40,0.055,70,1814,atom
h,3,0.08,70,1815,atom
h,3,0.136,70,1816,atom
h,3,0.163,70,1817,atom
o,35,-0.396,70,1818,atom
o,40,-0.135,70,1819,atom
h,3,0.152,71,1820,atom
h,3,0.288,71,1821,atom
c,22,-0.124,71,1822,atom
c,34,-0.148,71,1823,atom
c,22,-0.129,71,1824,atom
c,22,-0.097,71,1825,atom
c,22,-0.115,71,1826,atom
c,22,-0.133,71,1827,atom
c,22,0.146,71,1828,atom
h,3,0.288,71,1829,atom
h,3,-0.392,71,1830,atom
o,40,-0.395,71,1831,atom
h,3,0.127,71,1832,atom
c,93,-0.191,71,1833,atom
c,93,0.006,71,1834,atom
o,40,-0.395,71,1835,atom
h,3,0.149,71,1836,atom
h,3,0.188,72,1837,atom
c,22,-0.115,72,1838,atom
h,3,0.137,72,1839,atom
h,3,0.129,72,1840,atom
h,3,0.061,72,1841,atom
h,3,0.096,72,1842,atom
h,3,0.139,72,1843,atom
h,3,0.137,72,1844,atom
c,22,-0.122,72,1845,atom
c,22,-0.124,72,1846,atom
c,27,0.112,72,1847,atom
h,3,0.136,72,1848,atom
c,22,-0.386,72,1849,atom
c,22,0.182,72,1850,atom
c,22,-0.126,72,1851,atom
c,22,-0.115,72,1852,atom
c,22,-0.124,72,1853,atom
o,40,0.03,72,1854,atom
o,40,0.016,72,1855,atom
c,22,-0.386,72,1856,atom
h,3,0.061,72,1857,atom
h,3,0.154,72,1858,atom
h,3,0.135,72,1859,atom
h,3,-0.12,72,1860,atom
c,22,-0.137,72,1861,atom
c,22,-0.115,72,1862,atom
c,22,-0.122,72,1863,atom
h,3,0.188,73,1864,atom
c,22,-0.124,73,1865,atom
c,22,0.202,73,1866,atom
c,22,0.142,73,1867,atom
c,22,-0.124,73,1868,atom
h,3,0.137,73,1869,atom
h,3,0.152,73,1870,atom
h,3,0.152,73,1871,atom
o,40,0.062,73,1872,atom
o,40,-0.395,73,1873,atom
o,40,0.055,73,1874,atom
c,22,0.825,73,1875,atom
c,22,-0.125,73,1876,atom
h,3,0.136,73,1877,atom
c,22,-0.124,73,1878,atom
h,3,0.12,73,1879,atom
h,3,-0.12,73,1880,atom
c,22,-0.393,73,1881,atom
c,22,-0.124,73,1882,atom
c,22,-0.124,73,1883,atom
o,40,-0.391,73,1884,atom
c,22,-0.124,73,1885,atom
h,3,0.188,73,1886,atom
h,3,0.126,73,1887,atom
h,3,0.188,73,1888,atom
h,3,0.188,73,1889,atom
c,22,-0.067,73,1890,atom
h,3,0.137,73,1891,atom
h,3,0.136,73,1892,atom
h,3,0.139,73,1893,atom
c,22,0.118,74,1894,atom
o,40,0.016,74,1895,atom
c,22,0.118,74,1896,atom
h,3,0.137,74,1897,atom
h,3,0.061,74,1898,atom
h,3,0.137,74,1899,atom
h,3,0.149,74,1900,atom
c,28,-0.076,74,1901,atom
c,22,-0.121,74,1902,atom
c,22,-0.144,74,1903,atom
c,27,-0.386,74,1904,atom
h,3,0.137,74,1905,atom
h,3,0.134,74,1906,atom
o,40,-0.395,74,1907,atom
h,3,0.129,74,1908,atom
c,22,-0.115,74,1909,atom
c,22,0.118,74,1910,atom
h,3,0.152,74,1911,atom
o,40,-0.395,74,1912,atom
o,40,-0.395,74,1913,atom
h,3,0.152,75,1914,atom
c,22,0.182,75,1915,atom
c,22,-0.137,75,1916,atom
n,38,0.812,75,1917,atom
c,22,-0.112,75,1918,atom
n,38,-0.126,75,1919,atom
h,3,0.135,75,1920,atom
h,3,0.061,75,1921,atom
h,3,0.138,75,1922,atom
h,3,0.13,75,1923,atom
o,40,0.046,75,1924,atom
h,3,0.055,75,1925,atom
h,3,0.136,75,1926,atom
n,38,0.812,75,1927,atom
c,22,0.816,75,1928,atom
h,3,0.188,75,1929,atom
h,3,0.136,75,1930,atom
h,3,0.138,75,1931,atom
c,22,-0.116,75,1932,atom
h,3,0.061,75,1933,atom
c,22,-0.124,75,1934,atom
h,3,0.136,75,1935,atom
h,3,0.055,75,1936,atom
h,3,0.138,75,1937,atom
c,22,-0.074,75,1938,atom
h,3,0.129,75,1939,atom
c,22,-0.392,75,1940,atom
c,22,-0.124,75,1941,atom
o,40,0.046,75,1942,atom
h,3,0.152,75,1943,atom
h,3,0.136,75,1944,atom
c,22,-0.124,75,1945,atom
o,40,-0.384,75,1946,atom
c,22,0.832,75,1947,atom
c,22,-0.115,76,1948,atom
c,27,-0.394,76,1949,atom
h,3,0.054,76,1950,atom
c,22,-0.386,76,1951,atom
o,40,-0.135,76,1952,atom
h,3,0.152,76,1953,atom
c,22,-0.112,76,1954,atom
c,22,0.118,76,1955,atom
c,22,-0.105,76,1956,atom
h,3,0.152,76,1957,atom
c,22,-0.129,76,1958,atom
c,22,-0.097,76,1959,atom
h,3,0.191,76,1960,atom
h,3,0.139,76,1961,atom
h,3,0.152,76,1962,atom
o,40,-0.395,76,1963,atom
c,93,-0.137,76,1964,atom
n,38,-0.126,76,1965,atom
h,3,0.073,77,1966,atom
h,3,0.137,77,1967,atom
o,40,-0.381,77,1968,atom
h,3,0.134,77,1969,atom
h,3,0.137,77,1970,atom
h,3,0.137,77,1971,atom
h,3,0.058,77,1972,atom
h,3,0.096,77,1973,atom
o,40,-0.391,77,1974,atom
c,22,-0.122,77,1975,atom
c,27,-0.418,77,1976,atom
h,3,0.137,77,1977,atom
c,27,0.019,77,1978,atom
c,22,-0.124,77,1979,atom
c,22,-0.111,77,1980,atom
o,40,-0.076,77,1981,atom
h,3,0.188,77,1982,atom
c,22,-0.133,77,1983,atom
c,22,0.832,77,1984,atom
c,14,0.009,77,1985,atom
c,22,-0.126,77,1986,atom
h,3,0.061,77,1987,atom
h,3,0.188,77,1988,atom
h,3,0.139,77,1989,atom
h,3,0.137,77,1990,atom
c,22,-0.067,77,1991,atom
c,22,-0.129,77,1992,atom
c,16,-0.191,77,1993,atom
c,22,0.118,78,1994,atom
c,22,-0.126,78,1995,atom
h,3,0.139,78,1996,atom
c,22,-0.124,78,1997,atom
c,22,-0.124,78,1998,atom
n,38,-0.126,78,1999,atom
h,3,0.152,78,2000,atom
c,22,-0.124,78,2001,atom
c,22,-0.393,78,2002,atom
c,36,-0.076,78,2003,atom
o,40,0.03,78,2004,atom
h,3,0.139,78,2005,atom
o,40,-0.079,78,2006,atom
c,22,-0.125,78,2007,atom
c,22,-0.394,78,2008,atom
c,22,-0.124,78,2009,atom
o,40,0.136,78,2010,atom
h,3,0.061,78,2011,atom
h,3,0.139,78,2012,atom
c,22,-0.125,78,2013,atom
h,3,0.139,78,2014,atom
h,3,0.139,78,2015,atom
h,3,0.149,78,2016,atom
h,3,0.104,78,2017,atom
h,3,0.136,78,2018,atom
h,1,0.058,79,2019,atom
o,40,-0.381,79,2020,atom
h,3,0.149,79,2021,atom
h,3,0.129,79,2022,atom
h,3,0.139,79,2023,atom
c,22,-0.097,79,2024,atom
c,22,-0.125,79,2025,atom
c,22,0.141,79,2026,atom
c,93,-0.191,79,2027,atom
h,3,0.127,79,2028,atom
c,22,-0.097,79,2029,atom
c,34,0.006,79,2030,atom
c,22,-0.124,79,2031,atom
c,22,0.132,79,2032,atom
c,22,0.059,79,2033,atom
h,3,0.139,79,2034,atom
h,3,0.139,79,2035,atom
h,3,0.134,79,2036,atom
h,3,0.139,79,2037,atom
c,22,0.152,79,2038,atom
c,22,-0.097,79,2039,atom
c,22,0.118,79,2040,atom
o,40,-0.097,80,2041,atom
h,3,0.136,80,2042,atom
o,40,0.059,80,2043,atom
h,3,0.144,80,2044,atom
c,22,0.112,80,2045,atom
c,22,-0.116,80,2046,atom
h,3,0.149,80,2047,atom
o,40,0.814,80,2048,atom
h,3,0.135,80,2049,atom
o,40,-0.385,80,2050,atom
c,22,0.112,80,2051,atom
h,3,0.138,80,2052,atom
c,22,0.112,80,2053,atom
h,3,-0.12,80,2054,atom
h,3,0.137,80,2055,atom
o,40,-0.089,80,2056,atom
h,3,-0.122,80,2057,atom
c,22,-0.116,80,2058,atom
h,3,0.282,80,2059,atom
h,3,0.135,80,2060,atom
n,28,0.14,80,2061,atom
h,3,0.136,80,2062,atom
o,40,-0.148,80,2063,atom
c,22,-0.106,80,2064,atom
c,22,-0.116,80,2065,atom
h,3,0.135,80,2066,atom
h,3,0.067,80,2067,atom
n,38,-0.119,80,2068,atom
c,22,0.112,80,2069,atom
c,45,0.118,80,2070,atom
c,22,-0.114,80,2071,atom
c,22,-0.116,80,2072,atom
h,3,0.118,80,2073,atom
h,3,0.153,80,2074,atom
h,3,-0.122,80,2075,atom
c,22,-0.116,80,2076,atom
n,38,0.813,80,2077,atom
n,35,0.009,80,2078,atom
c,22,-0.384,81,2079,atom
c,22,-0.124,81,2080,atom
h,3,0.139,81,2081,atom
c,22,-0.124,81,2082,atom
c,22,0.808,81,2083,atom
c,22,-0.124,81,2084,atom
h,3,-0.12,81,2085,atom
c,22,-0.126,81,2086,atom
c,27,0.005,81,2087,atom
h,3,0.136,81,2088,atom
h,3,0.149,81,2089,atom
o,40,-0.396,81,2090,atom
h,3,0.058,81,2091,atom
c,26,0.005,81,2092,atom
c,22,-0.11,81,2093,atom
c,22,-0.125,81,2094,atom
h,3,0.162,81,2095,atom
h,3,0.135,81,2096,atom
h,3,0.073,81,2097,atom
c,22,-0.126,81,2098,atom
h,3,0.152,81,2099,atom
o,40,-0.395,81,2100,atom
h,3,0.817,81,2101,atom
h,3,0.058,81,2102,atom
h,3,0.136,81,2103,atom
h,3,-0.12,82,2104,atom
h,3,0.154,82,2105,atom
h,3,0.143,82,2106,atom
o,40,-0.076,82,2107,atom
c,22,-0.115,82,2108,atom
c,22,-0.124,82,2109,atom
c,22,-0.079,82,2110,atom
c,22,-0.124,82,2111,atom
c,27,-0.091,82,2112,atom
c,93,-0.191,82,2113,atom
n,38,-0.126,82,2114,atom
c,22,-0.123,82,2115,atom
c,27,-0.085,82,2116,atom
n,38,0.817,82,2117,atom
c,22,-0.123,82,2118,atom
c,22,-0.125,82,2119,atom
h,3,0.149,82,2120,atom
h,3,0.137,82,2121,atom
h,3,0.152,82,2122,atom
h,3,0.13,82,2123,atom
o,40,-0.381,82,2124,atom
o,40,-0.393,82,2125,atom
h,3,0.136,82,2126,atom
c,34,-0.375,82,2127,atom
h,3,0.152,82,2128,atom
c,34,-0.137,83,2129,atom
c,14,0.134,83,2130,atom
h,3,0.162,83,2131,atom
h,3,0.154,83,2132,atom
c,93,-0.133,83,2133,atom
c,22,-0.122,83,2134,atom
c,16,-0.4,83,2135,atom
c,22,-0.385,83,2136,atom
h,3,0.154,83,2137,atom
c,34,0.09,83,2138,atom
h,3,0.149,83,2139,atom
h,3,0.152,83,2140,atom
h,3,0.127,83,2141,atom
c,22,-0.115,83,2142,atom
c,22,-0.392,83,2143,atom
c,22,-0.388,83,2144,atom
h,3,0.136,84,2145,atom
h,3,-0.13,84,2146,atom
h,3,0.136,84,2147,atom
h,3,0.188,84,2148,atom
c,22,-0.125,84,2149,atom
c,22,0.202,84,2150,atom
h,3,0.154,84,2151,atom
h,3,0.13,84,2152,atom
h,3,0.188,84,2153,atom
c,22,-0.124,84,2154,atom
c,22,-0.124,84,2155,atom
o,40,0.008,84,2156,atom
h,3,0.056,84,2157,atom
h,3,0.129,84,2158,atom
o,40,-0.291,84,2159,atom
c,22,-0.108,84,2160,atom
c,22,-0.124,84,2161,atom
h,3,0.154,84,2162,atom
h,3,0.067,84,2163,atom
c,22,-0.124,84,2164,atom
c,22,-0.124,84,2165,atom
c,22,-0.067,84,2166,atom
h,3,0.136,84,2167,atom
c,22,-0.115,84,2168,atom
h,3,0.188,84,2169,atom
h,3,0.136,84,2170,atom
h,3,0.129,84,2171,atom
c,22,-0.111,84,2172,atom
c,22,-0.125,84,2173,atom
o,40,-0.11,84,2174,atom
h,3,0.137,85,2175,atom
h,3,0.136,85,2176,atom
h,3,0.139,85,2177,atom
h,1,0.112,85,2178,atom
h,3,0.137,85,2179,atom
c,22,-0.121,85,2180,atom
c,22,-0.121,85,2181,atom
h,3,0.136,85,2182,atom
o,40,0.008,85,2183,atom
h,3,0.138,85,2184,atom
c,22,-0.067,85,2185,atom
h,3,0.136,85,2186,atom
c,22,-0.124,85,2187,atom
h,3,0.188,85,2188,atom
h,3,0.073,85,2189,atom
h,3,0.288,85,2190,atom
c,22,-0.133,85,2191,atom
c,93,-0.137,85,2192,atom
h,3,0.136,85,2193,atom
c,22,0.202,85,2194,atom
c,22,-0.126,85,2195,atom
c,22,-0.393,85,2196,atom
h,3,0.188,85,2197,atom
h,3,0.136,85,2198,atom
h,3,0.136,85,2199,atom
h,3,0.129,85,2200,atom
c,22,-0.125,85,2201,atom
c,22,0.202,85,2202,atom
n,38,0.813,85,2203,atom
o,40,-0.148,86,2204,atom
o,40,0.004,86,2205,atom
o,40,-0.395,86,2206,atom
o,40,-0.388,86,2207,atom
o,40,-0.076,86,2208,atom
c,22,-0.129,86,2209,atom
c,22,-0.125,86,2210,atom
c,22,-0.386,86,2211,atom
c,22,-0.115,86,2212,atom
c,27,-0.112,86,2213,atom
c,22,-0.137,86,2214,atom
h,3,0.191,86,2215,atom
c,22,-0.124,86,2216,atom
c,22,0.808,86,2217,atom
c,22,-0.112,86,2218,atom
h,3,0.149,86,2219,atom
h,3,0.137,86,2220,atom
c,93,0.017,86,2221,atom
o,40,-0.395,86,2222,atom
o,40,-0.395,86,2223,atom
h,3,0.108,86,2224,atom
h,3,0.149,86,2225,atom
c,22,-0.122,87,2226,atom
c,22,-0.121,87,2227,atom
n,38,0.817,87,2228,atom
c,22,0.118,87,2229,atom
o,40,-0.381,87,2230,atom
h,3,0.058,87,2231,atom
h,3,0.017,87,2232,atom
h,21,0.151,87,2233,atom
h,3,0.139,87,2234,atom
c,22,0.141,87,2235,atom
c,27,-0.085,87,2236,atom
c,22,-0.393,87,2237,atom
h,3,-0.113,87,2238,atom
c,22,0.017,87,2239,atom
h,3,0.154,87,2240,atom
h,3,0.138,87,2241,atom
c,28,0.118,88,2242,atom
h,3,0.13,88,2243,atom
c,22,0.062,88,2244,atom
o,40,-0.381,88,2245,atom
c,93,-0.396,88,2246,atom
h,3,0.152,88,2247,atom
h,3,0.288,88,2248,atom
h,3,0.137,88,2249,atom
h,3,0.143,88,2250,atom
c,22,-0.126,88,2251,atom
c,22,-0.125,88,2252,atom
c,22,-0.094,88,2253,atom
h,3,0.061,88,2254,atom
c,22,-0.124,88,2255,atom
o,40,-0.191,88,2256,atom
h,3,0.288,88,2257,atom
c,22,0.062,88,2258,atom
c,22,0.118,88,2259,atom
c,22,-0.124,88,2260,atom
c,22,-0.097,88,2261,atom
h,3,0.152,88,2262,atom
h,3,0.139,88,2263,atom
h,3,0.073,88,2264,atom
h,3,0.817,88,2265,atom
c,22,-0.124,88,2266,atom
c,22,-0.122,88,2267,atom
h,3,0.136,89,2268,atom
h,3,0.127,89,2269,atom
o,40,-0.191,89,2270,atom
c,22,-0.126,89,2271,atom
c,22,-0.122,89,2272,atom
h,3,0.061,89,2273,atom
h,3,0.152,89,2274,atom
c,22,-0.126,89,2275,atom
c,22,-0.124,89,2276,atom
c,22,0.145,89,2277,atom
h,3,0.134,89,2278,atom
h,3,0.136,89,2279,atom
h,3,0.136,89,2280,atom
c,93,-0.191,89,2281,atom
c,22,0.202,89,2282,atom
n,38,-0.126,89,2283,atom
c,22,-0.122,89,2284,atom
h,3,-0.131,89,2285,atom
h,3,0.073,89,2286,atom
o,40,-0.11,89,2287,atom
h,3,0.154,89,2288,atom
h,3,0.152,89,2289,atom
c,22,-0.118,89,2290,atom
c,22,-0.137,89,2291,atom
h,3,0.137,89,2292,atom
h,3,0.152,89,2293,atom
h,3,0.134,89,2294,atom
c,22,-0.124,89,2295,atom
h,3,-0.12,89,2296,atom
h,3,0.136,90,2297,atom
c,22,-0.124,90,2298,atom
h,3,0.815,90,2299,atom
h,3,0.129,90,2300,atom
h,3,0.188,90,2301,atom
h,3,0.061,90,2302,atom
h,3,0.149,90,2303,atom
h,3,0.13,90,2304,atom
c,22,-0.392,90,2305,atom
c,22,-0.114,90,2306,atom
c,22,0.202,90,2307,atom
h,3,0.137,90,2308,atom
h,3,0.135,90,2309,atom
h,3,0.152,90,2310,atom
h,3,0.137,90,2311,atom
c,29,-0.091,90,2312,atom
c,22,0.81,90,2313,atom
c,22,-0.124,90,2314,atom
c,22,-0.124,90,2315,atom
c,22,-0.39,90,2316,atom
n,38,0.136,90,2317,atom
h,3,0.136,90,2318,atom
o,40,0.059,90,2319,atom
h,3,0.138,90,2320,atom
h,3,0.096,90,2321,atom
c,22,0.282,90,2322,atom
c,22,-0.115,90,2323,atom
c,22,-0.124,90,2324,atom
h,3,0.817,91,2325,atom
c,16,-0.137,91,2326,atom
h,3,0.149,91,2327,atom
h,3,0.152,91,2328,atom
h,3,0.149,91,2329,atom
h,3,0.061,91,2330,atom
o,40,-0.381,91,2331,atom
c,27,-0.393,91,2332,atom
c,22,0.118,91,2333,atom
c,22,-0.122,91,2334,atom
h,3,0.176,91,2335,atom
h,3,-0.12,91,2336,atom
c,22,-0.124,91,2337,atom
c,22,-0.115,91,2338,atom
h,3,0.139,91,2339,atom
h,3,0.058,91,2340,atom
c,21,-0.08,91,2341,atom
c,22,-0.097,91,2342,atom
c,22,-0.124,91,2343,atom
c,22,-0.115,91,2344,atom
h,3,0.149,91,2345,atom
h,3,-0.131,91,2346,atom
o,40,-0.395,91,2347,atom
c,34,-0.15,91,2348,atom
c,22,-0.122,91,2349,atom
c,22,-0.124,91,2350,atom
c,22,-0.122,91,2351,atom
h,3,0.012,92,2352,atom
o,34,0.823,92,2353,atom
h,3,0.061,92,2354,atom
h,3,-0.12,92,2355,atom
h,3,0.188,92,2356,atom
c,22,-0.133,92,2357,atom
o,40,-0.394,92,2358,atom
h,3,0.136,92,2359,atom
o,40,-0.104,92,2360,atom
h,3,0.108,92,2361,atom
h,3,0.138,92,2362,atom
h,3,0.055,92,2363,atom
h,3,0.136,92,2364,atom
o,40,-0.391,92,2365,atom
c,22,-0.122,92,2366,atom
c,22,-0.074,92,2367,atom
c,29,0.011,92,2368,atom
c,22,-0.124,92,2369,atom
c,22,-0.118,92,2370,atom
n,38,0.812,92,2371,atom
c,22,-0.118,92,2372,atom
c,22,-0.124,92,2373,atom
h,3,0.138,92,2374,atom
c,22,0.136,92,2375,atom
c,22,0.046,92,2376,atom
c,22,-0.111,92,2377,atom
h,3,0.188,92,2378,atom
h,3,0.152,92,2379,atom
h,3,0.137,92,2380,atom
c,22,-0.124,92,2381,atom
c,22,0.807,92,2382,atom
h,3,0.138,92,2383,atom
h,3,0.152,93,2384,atom
c,22,-0.124,93,2385,atom
h,3,0.061,93,2386,atom
h,3,-0.134,93,2387,atom
o,40,-0.395,93,2388,atom
h,3,0.129,93,2389,atom
h,3,0.154,93,2390,atom
o,40,-0.123,93,2391,atom
h,3,0.067,93,2392,atom
o,40,-0.393,93,2393,atom
c,22,-0.122,93,2394,atom
h,3,0.137,93,2395,atom
c,22,-0.124,93,2396,atom
c,22,-0.122,93,2397,atom
c,22,-0.124,93,2398,atom
c,22,0.141,93,2399,atom
h,3,0.058,93,2400,atom
c,22,-0.111,93,2401,atom
c,22,-0.115,93,2402,atom
h,3,0.152,93,2403,atom
h,3,0.137,93,2404,atom
h,3,0.154,93,2405,atom
h,3,0.136,93,2406,atom
c,22,-0.115,93,2407,atom
c,22,-0.115,93,2408,atom
c,22,-0.124,93,2409,atom
h,3,0.135,94,2410,atom
h,3,0.145,94,2411,atom
h,3,0.136,94,2412,atom
h,1,0.134,94,2413,atom
h,3,0.817,94,2414,atom
o,40,-0.403,94,2415,atom
h,3,0.145,94,2416,atom
h,3,0.135,94,2417,atom
h,3,0.145,94,2418,atom
o,40,-0.094,94,2419,atom
h,3,0.069,94,2420,atom
o,40,-0.107,94,2421,atom
h,3,-0.122,94,2422,atom
h,3,0.135,94,2423,atom
o,40,-0.395,94,2424,atom
h,3,0.141,94,2425,atom
h,3,0.148,94,2426,atom
c,22,0.816,94,2427,atom
c,22,0.816,94,2428,atom
c,22,0.112,94,2429,atom
n,38,0.813,94,2430,atom
c,29,0.014,94,2431,atom
h,3,0.145,94,2432,atom
c,22,0.816,94,2433,atom
c,22,0.816,94,2434,atom
c,22,0.019,94,2435,atom
c,29,0.146,94,2436,atom
c,22,-0.114,94,2437,atom
c,22,-0.116,94,2438,atom
c,22,0.816,94,2439,atom
c,22,0.816,94,2440,atom
c,29,0.811,94,2441,atom
h,3,0.135,94,2442,atom
o,40,-0.385,94,2443,atom
h,3,0.145,94,2444,atom
h,3,-0.122,94,2445,atom
o,40,0.015,94,2446,atom
h,3,-0.122,94,2447,atom
h,3,0.138,95,2448,atom
o,40,-0.084,95,2449,atom
o,40,-0.093,95,2450,atom
h,3,0.188,95,2451,atom
c,22,-0.126,95,2452,atom
c,22,-0.126,95,2453,atom
h,3,0.136,95,2454,atom
h,3,0.138,95,2455,atom
o,40,0.002,95,2456,atom
c,22,-0.124,95,2457,atom
n,38,0.813,95,2458,atom
o,40,-0.076,95,2459,atom
h,3,0.139,95,2460,atom
h,3,0.137,95,2461,atom
h,3,0.154,95,2462,atom
c,22,-0.124,95,2463,atom
c,22,-0.097,95,2464,atom
h,3,0.137,95,2465,atom
h,3,0.134,95,2466,atom
c,22,-0.111,95,2467,atom
c,22,-0.124,95,2468,atom
c,22,-0.124,95,2469,atom
h,3,0.134,95,2470,atom
c,22,0.809,95,2471,atom
h,3,0.137,95,2472,atom
h,3,0.136,95,2473,atom
h,3,0.152,95,2474,atom
c,22,-0.119,95,2475,atom
c,22,-0.126,95,2476,atom
h,3,0.139,95,2477,atom
h,3,0.136,96,2478,atom
h,3,0.136,96,2479,atom
h,3,0.139,96,2480,atom
h,3,0.152,96,2481,atom
h,3,0.136,96,2482,atom
c,22,0.132,96,2483,atom
c,22,0.141,96,2484,atom
c,22,-0.122,96,2485,atom
c,22,-0.129,96,2486,atom
c,22,-0.122,96,2487,atom
n,38,-0.126,96,2488,atom
o,40,0.015,96,2489,atom
c,22,-0.122,96,2490,atom
c,22,-0.123,96,2491,atom
c,22,-0.126,96,2492,atom
h,3,0.822,96,2493,atom
h,3,0.136,96,2494,atom
h,3,0.127,96,2495,atom
h,3,0.152,96,2496,atom
h,3,0.143,96,2497,atom
o,40,-0.395,96,2498,atom
h,3,0.13,96,2499,atom
c,22,0.108,97,2500,atom
c,22,-0.122,97,2501,atom
c,22,-0.115,97,2502,atom
h,3,0.152,97,2503,atom
h,3,0.152,97,2504,atom
c,93,-0.396,97,2505,atom
o,36,0.009,97,2506,atom
c,93,0.023,97,2507,atom
n,38,0.129,97,2508,atom
c,22,-0.133,97,2509,atom
n,38,0.144,97,2510,atom
o,40,-0.393,97,2511,atom
c,34,-0.076,97,2512,atom
c,34,0.09,97,2513,atom
h,3,0.137,97,2514,atom
h,3,0.822,97,2515,atom
h,3,0.061,97,2516,atom
h,3,0.152,97,2517,atom
h,3,0.127,97,2518,atom
h,3,0.137,98,2519,atom
h,3,0.136,98,2520,atom
h,3,0.136,98,2521,atom
h,3,0.188,98,2522,atom
h,3,0.137,98,2523,atom
c,22,-0.125,98,2524,atom
h,3,0.188,98,2525,atom
h,3,0.129,98,2526,atom
o,40,-0.084,98,2527,atom
c,22,0.145,98,2528,atom
n,38,0.812,98,2529,atom
h,3,-0.084,98,2530,atom
o,40,-0.385,98,2531,atom
h,3,0.188,98,2532,atom
h,3,0.135,98,2533,atom
c,27,0.018,98,2534,atom
c,22,-0.118,98,2535,atom
c,22,-0.111,98,2536,atom
h,3,0.154,98,2537,atom
c,22,-0.115,98,2538,atom
c,22,-0.115,98,2539,atom
h,3,-0.12,98,2540,atom
h,3,0.137,98,2541,atom
h,3,0.137,98,2542,atom
o,40,-0.082,98,2543,atom
c,22,0.816,98,2544,atom
c,22,-0.125,98,2545,atom
c,22,-0.39,98,2546,atom
h,3,0.152,99,2547,atom
o,40,-0.381,99,2548,atom
h,3,0.137,99,2549,atom
h,3,0.817,99,2550,atom
c,22,0.118,99,2551,atom
c,22,-0.114,99,2552,atom
n,38,0.813,99,2553,atom
h,3,0.154,99,2554,atom
c,22,-0.118,99,2555,atom
o,40,-0.123,99,2556,atom
h,3,0.129,99,2557,atom
c,34,0.047,99,2558,atom
c,22,0.142,99,2559,atom
c,22,-0.384,99,2560,atom
c,22,-0.126,99,2561,atom
o,40,-0.086,99,2562,atom
h,3,0.152,99,2563,atom
h,3,0.058,99,2564,atom
o,40,-0.395,99,2565,atom
c,22,-0.122,99,2566,atom
c,22,-0.125,99,2567,atom
c,22,-0.125,99,2568,atom
o,40,-0.395,99,2569,atom
c,22,-0.088,99,2570,atom
h,3,0.096,99,2571,atom
h,3,0.152,99,2572,atom
c,34,-0.191,100,2573,atom
c,22,-0.126,100,2574,atom
o,40,-0.393,100,2575,atom
o,40,-0.395,100,2576,atom
h,3,0.054,100,2577,atom
h,3,0.152,100,2578,atom
h,3,0.137,100,2579,atom
h,3,0.188,100,2580,atom
c,22,-0.386,100,2581,atom
c,22,-0.094,100,2582,atom
c,22,-0.124,100,2583,atom
h,3,0.152,100,2584,atom
c,22,0.282,100,2585,atom
h,3,0.129,100,2586,atom
c,93,-0.15,100,2587,atom
c,22,-0.126,100,2588,atom
c,22,-0.124,100,2589,atom
c,22,-0.115,100,2590,atom
c,22,-0.122,100,2591,atom
h,3,0.152,100,2592,atom
h,3,0.073,100,2593,atom
h,3,0.136,100,2594,atom
h,3,0.152,100,2595,atom
c,22,-0.124,100,2596,atom
c,22,-0.124,100,2597,atom
c,22,0.005,100,2598,atom
c,29,0.002,101,2599,atom
c,29,0.014,101,2600,atom
o,40,-0.392,101,2601,atom
c,22,0.182,101,2602,atom
c,29,0.002,101,2603,atom
o,40,0.144,101,2604,atom
o,40,-0.386,101,2605,atom
c,22,0.096,101,2606,atom
c,22,0.137,101,2607,atom
c,22,0.129,101,2608,atom
