element,type,charge,molecule_id,atom_id,node_type
c,29,-0.4,68,1752,atom
h,3,0.154,68,1753,atom
h,3,0.057,68,1754,atom
h,3,0.142,68,1755,atom
c,22,-0.119,68,1756,atom
h,3,-0.106,68,1757,atom
c,29,0.017,68,1758,atom
c,22,-0.116,68,1759,atom
c,22,-0.113,68,1760,atom
c,22,-0.393,68,1761,atom
c,22,0.816,68,1762,atom
c,22,-0.114,68,1763,atom
c,22,-0.097,68,1764,atom
o,40,-0.377,68,1765,atom
o,40,-0.381,68,1766,atom
h,3,0.146,68,1767,atom
c,22,-0.128,68,1768,atom
h,3,0.059,68,1769,atom
c,27,0.014,68,1770,atom
h,3,0.127,68,1771,atom
c,22,-0.122,68,1772,atom
c,29,0.017,68,1773,atom
c,22,-0.116,69,1774,atom
c,21,-0.125,69,1775,atom
n,38,0.802,69,1776,atom
h,3,0.132,69,1777,atom
c,1,0.118,69,1778,atom
c,10,0.019,69,1779,atom
c,22,0.282,69,1780,atom
h,3,0.145,69,1781,atom
h,3,0.146,69,1782,atom
h,3,0.146,69,1783,atom
h,3,0.145,69,1784,atom
o,40,-0.398,69,1785,atom
c,22,-0.121,69,1786,atom
h,3,0.059,69,1787,atom
c,22,-0.111,70,1788,atom
h,3,-0.12,70,1789,atom
h,3,0.142,70,1790,atom
o,40,-0.388,70,1791,atom
c,22,-0.126,70,1792,atom
c,22,-0.111,70,1793,atom
h,3,0.127,70,1794,atom
h,3,0.126,70,1795,atom
h,3,0.145,70,1796,atom
c,22,0.151,70,1797,atom
h,3,0.332,70,1798,atom
h,3,0.147,70,1799,atom
h,3,0.058,70,1800,atom
c,22,-0.106,70,1801,atom
o,40,-0.392,70,1802,atom
c,22,-0.115,70,1803,atom
h,3,0.059,70,1804,atom
c,22,-0.111,70,1805,atom
c,10,0.006,70,1806,atom
c,22,-0.115,70,1807,atom
h,3,-0.106,70,1808,atom
c,22,-0.114,70,1809,atom
h,3,-0.12,70,1810,atom
h,3,0.132,70,1811,atom
c,29,-0.142,70,1812,atom
c,27,-0.094,70,1813,atom
h,3,-0.142,70,1814,atom
h,3,0.057,70,1815,atom
c,27,-0.395,70,1816,atom
c,22,0.188,70,1817,atom
c,27,-0.388,70,1818,atom
c,38,0.144,70,1819,atom
c,29,0.019,71,1820,atom
c,22,-0.122,71,1821,atom
h,3,0.146,71,1822,atom
h,3,0.145,71,1823,atom
h,3,0.136,71,1824,atom
h,3,0.142,71,1825,atom
h,3,0.138,71,1826,atom
c,195,-0.395,71,1827,atom
h,3,0.108,71,1828,atom
c,22,0.141,71,1829,atom
c,22,-0.142,71,1830,atom
h,3,0.145,71,1831,atom
o,40,-0.386,71,1832,atom
h,3,0.132,71,1833,atom
h,3,0.062,71,1834,atom
h,3,0.146,71,1835,atom
c,22,0.004,71,1836,atom
c,27,-0.142,72,1837,atom
c,22,-0.119,72,1838,atom
h,3,0.059,72,1839,atom
c,27,0.009,72,1840,atom
o,45,-0.412,72,1841,atom
c,195,0.015,72,1842,atom
o,40,-0.385,72,1843,atom
h,3,0.163,72,1844,atom
h,3,0.152,72,1845,atom
h,3,0.132,72,1846,atom
c,22,0.015,72,1847,atom
c,22,-0.118,72,1848,atom
o,40,-0.382,72,1849,atom
h,3,0.142,72,1850,atom
c,22,0.005,72,1851,atom
h,3,0.152,72,1852,atom
h,1,0.282,72,1853,atom
h,3,0.138,72,1854,atom
c,28,0.007,72,1855,atom
c,22,0.005,72,1856,atom
n,38,0.002,72,1857,atom
h,3,0.132,72,1858,atom
c,27,0.011,72,1859,atom
h,3,0.145,72,1860,atom
c,22,-0.125,72,1861,atom
c,93,0.006,72,1862,atom
o,40,-0.107,72,1863,atom
h,3,0.056,73,1864,atom
h,3,0.143,73,1865,atom
c,22,-0.142,73,1866,atom
c,22,-0.148,73,1867,atom
c,22,-0.125,73,1868,atom
c,29,0.005,73,1869,atom
h,3,0.134,73,1870,atom
h,3,0.139,73,1871,atom
c,22,-0.119,73,1872,atom
c,22,-0.107,73,1873,atom
c,93,-0.398,73,1874,atom
c,22,-0.121,73,1875,atom
h,3,0.149,73,1876,atom
c,93,-0.074,73,1877,atom
h,3,0.138,73,1878,atom
c,27,0.147,73,1879,atom
h,3,0.061,73,1880,atom
o,45,-0.097,73,1881,atom
c,29,0.818,73,1882,atom
c,27,-0.091,73,1883,atom
o,40,0.059,73,1884,atom
n,38,-0.119,73,1885,atom
h,3,0.062,73,1886,atom
c,22,0.017,73,1887,atom
h,3,0.019,73,1888,atom
n,38,0.812,73,1889,atom
c,22,-0.067,73,1890,atom
o,40,-0.395,73,1891,atom
h,3,0.145,73,1892,atom
h,3,0.073,73,1893,atom
h,3,-0.106,74,1894,atom
h,3,0.146,74,1895,atom
c,22,0.148,74,1896,atom
c,93,-0.074,74,1897,atom
h,3,0.139,74,1898,atom
c,22,-0.122,74,1899,atom
o,40,-0.398,74,1900,atom
c,22,-0.122,74,1901,atom
c,22,0.142,74,1902,atom
h,3,0.135,74,1903,atom
h,3,0.145,74,1904,atom
o,40,-0.083,74,1905,atom
h,1,0.145,74,1906,atom
c,22,-0.124,74,1907,atom
c,22,-0.097,74,1908,atom
c,22,-0.116,74,1909,atom
n,32,0.015,74,1910,atom
h,3,-0.125,74,1911,atom
h,1,0.126,74,1912,atom
h,3,-0.125,74,1913,atom
h,3,0.058,75,1914,atom
c,22,-0.122,75,1915,atom
c,22,-0.124,75,1916,atom
h,3,0.134,75,1917,atom
o,40,-0.088,75,1918,atom
c,22,-0.094,75,1919,atom
h,3,0.163,75,1920,atom
h,3,0.817,75,1921,atom
h,3,0.134,75,1922,atom
o,40,-0.382,75,1923,atom
o,40,-0.412,75,1924,atom
o,40,-0.382,75,1925,atom
h,1,-0.074,75,1926,atom
o,40,-0.107,75,1927,atom
c,22,-0.142,75,1928,atom
c,22,-0.118,75,1929,atom
h,3,0.143,75,1930,atom
o,40,-0.388,75,1931,atom
c,27,-0.088,75,1932,atom
h,3,0.058,75,1933,atom
o,40,-0.137,75,1934,atom
c,22,-0.119,75,1935,atom
n,38,0.823,75,1936,atom
c,22,-0.121,75,1937,atom
h,3,0.147,75,1938,atom
h,3,0.054,75,1939,atom
c,26,-0.086,75,1940,atom
c,27,0.112,75,1941,atom
c,27,-0.413,75,1942,atom
o,40,-0.382,75,1943,atom
c,29,-0.115,75,1944,atom
c,22,-0.12,75,1945,atom
n,38,0.806,75,1946,atom
c,22,0.118,75,1947,atom
c,22,-0.116,76,1948,atom
h,3,0.138,76,1949,atom
h,1,-0.119,76,1950,atom
h,3,0.138,76,1951,atom
h,3,0.129,76,1952,atom
c,22,-0.119,76,1953,atom
c,27,-0.112,76,1954,atom
c,27,-0.095,76,1955,atom
h,3,0.148,76,1956,atom
o,40,-0.398,76,1957,atom
h,3,0.133,76,1958,atom
c,28,-0.403,76,1959,atom
h,3,0.134,76,1960,atom
c,22,-0.393,76,1961,atom
c,27,0.007,76,1962,atom
c,1,-0.142,76,1963,atom
c,27,-0.083,76,1964,atom
c,22,0.141,76,1965,atom
n,38,0.812,77,1966,atom
c,22,-0.118,77,1967,atom
h,1,0.147,77,1968,atom
h,3,0.135,77,1969,atom
o,40,-0.392,77,1970,atom
o,50,0.015,77,1971,atom
h,3,0.153,77,1972,atom
c,14,0.145,77,1973,atom
o,40,-0.385,77,1974,atom
c,10,-0.089,77,1975,atom
h,3,0.153,77,1976,atom
c,27,0.007,77,1977,atom
c,22,-0.116,77,1978,atom
c,22,-0.119,77,1979,atom
h,3,0.147,77,1980,atom
c,28,-0.074,77,1981,atom
c,10,0.011,77,1982,atom
n,38,-0.385,77,1983,atom
o,40,-0.392,77,1984,atom
h,3,0.15,77,1985,atom
c,22,0.142,77,1986,atom
h,3,-0.12,77,1987,atom
c,22,-0.122,77,1988,atom
c,27,-0.107,77,1989,atom
c,22,-0.119,77,1990,atom
h,3,0.066,77,1991,atom
h,3,0.187,77,1992,atom
o,40,-0.384,77,1993,atom
c,22,0.133,78,1994,atom
h,3,-0.142,78,1995,atom
h,3,-0.291,78,1996,atom
c,27,0.005,78,1997,atom
h,3,-0.119,78,1998,atom
h,3,0.138,78,1999,atom
c,29,-0.083,78,2000,atom
o,40,-0.39,78,2001,atom
c,10,-0.089,78,2002,atom
c,22,-0.109,78,2003,atom
h,3,-0.12,78,2004,atom
n,38,-0.389,78,2005,atom
h,3,0.282,78,2006,atom
o,40,-0.398,78,2007,atom
h,3,0.062,78,2008,atom
c,22,-0.125,78,2009,atom
c,22,-0.117,78,2010,atom
c,22,-0.121,78,2011,atom
h,3,0.132,78,2012,atom
c,27,-0.383,78,2013,atom
c,22,0.005,78,2014,atom
o,40,-0.388,78,2015,atom
n,38,-0.126,78,2016,atom
c,27,0.009,78,2017,atom
c,22,-0.126,78,2018,atom
c,27,0.012,79,2019,atom
h,3,-0.12,79,2020,atom
o,40,-0.383,79,2021,atom
c,22,-0.106,79,2022,atom
h,3,0.143,79,2023,atom
h,3,0.136,79,2024,atom
c,22,-0.126,79,2025,atom
h,3,0.145,79,2026,atom
n,38,0.814,79,2027,atom
c,38,-0.086,79,2028,atom
h,3,0.135,79,2029,atom
o,40,-0.388,79,2030,atom
h,3,0.153,79,2031,atom
c,22,-0.122,79,2032,atom
h,3,0.148,79,2033,atom
h,3,0.139,79,2034,atom
c,28,-0.401,79,2035,atom
h,3,0.149,79,2036,atom
c,22,-0.122,79,2037,atom
c,22,-0.107,79,2038,atom
c,22,-0.126,79,2039,atom
h,3,0.282,79,2040,atom
c,22,-0.118,80,2041,atom
n,38,-0.119,80,2042,atom
c,28,0.008,80,2043,atom
h,3,0.058,80,2044,atom
c,22,0.816,80,2045,atom
c,22,-0.109,80,2046,atom
c,22,-0.111,80,2047,atom
c,22,0.229,80,2048,atom
c,27,0.021,80,2049,atom
h,3,0.801,80,2050,atom
c,22,0.141,80,2051,atom
h,3,0.133,80,2052,atom
h,3,0.146,80,2053,atom
h,3,0.147,80,2054,atom
c,22,-0.116,80,2055,atom
h,3,0.142,80,2056,atom
o,40,0.814,80,2057,atom
c,22,-0.12,80,2058,atom
h,1,0.145,80,2059,atom
h,3,0.142,80,2060,atom
c,22,-0.114,80,2061,atom
c,22,-0.124,80,2062,atom
n,38,-0.389,80,2063,atom
c,27,0.015,80,2064,atom
h,3,0.132,80,2065,atom
c,10,-0.082,80,2066,atom
o,40,-0.084,80,2067,atom
n,195,-0.389,80,2068,atom
h,3,0.163,80,2069,atom
h,3,0.132,80,2070,atom
h,3,0.061,80,2071,atom
h,3,0.123,80,2072,atom
c,22,-0.111,80,2073,atom
c,22,-0.115,80,2074,atom
n,38,-0.385,80,2075,atom
h,3,0.132,80,2076,atom
c,22,-0.079,80,2077,atom
o,40,-0.392,80,2078,atom
c,22,-0.122,81,2079,atom
h,1,0.145,81,2080,atom
c,22,0.332,81,2081,atom
o,40,-0.377,81,2082,atom
h,3,0.138,81,2083,atom
h,3,0.132,81,2084,atom
n,38,0.814,81,2085,atom
h,3,0.139,81,2086,atom
c,22,-0.113,81,2087,atom
h,3,0.145,81,2088,atom
c,22,-0.121,81,2089,atom
h,3,0.145,81,2090,atom
h,3,0.801,81,2091,atom
n,38,0.198,81,2092,atom
h,3,-0.131,81,2093,atom
c,22,0.137,81,2094,atom
h,3,0.163,81,2095,atom
h,3,0.136,81,2096,atom
c,22,0.017,81,2097,atom
c,28,0.007,81,2098,atom
c,22,-0.128,81,2099,atom
c,22,-0.114,81,2100,atom
c,22,-0.137,81,2101,atom
h,3,0.123,81,2102,atom
o,40,-0.388,81,2103,atom
c,22,-0.128,82,2104,atom
h,3,0.146,82,2105,atom
c,22,-0.122,82,2106,atom
c,22,-0.109,82,2107,atom
c,22,-0.115,82,2108,atom
c,10,0.006,82,2109,atom
c,22,-0.142,82,2110,atom
n,32,-0.381,82,2111,atom
h,3,0.139,82,2112,atom
h,3,0.142,82,2113,atom
n,38,0.007,82,2114,atom
c,22,-0.118,82,2115,atom
o,40,-0.384,82,2116,atom
h,3,0.135,82,2117,atom
h,3,0.136,82,2118,atom
c,22,-0.112,82,2119,atom
c,22,-0.124,82,2120,atom
h,3,0.147,82,2121,atom
h,3,0.136,82,2122,atom
c,195,-0.084,82,2123,atom
h,3,0.149,82,2124,atom
o,40,-0.384,82,2125,atom
c,195,-0.191,82,2126,atom
o,40,0.017,82,2127,atom
h,3,0.282,82,2128,atom
c,22,-0.116,83,2129,atom
h,3,0.146,83,2130,atom
c,10,0.008,83,2131,atom
c,10,0.03,83,2132,atom
h,1,-0.067,83,2133,atom
h,3,0.147,83,2134,atom
h,3,0.132,83,2135,atom
o,40,-0.107,83,2136,atom
c,22,-0.121,83,2137,atom
h,3,0.132,83,2138,atom
h,3,0.154,83,2139,atom
c,22,-0.115,83,2140,atom
h,3,0.059,83,2141,atom
h,3,0.145,83,2142,atom
c,22,-0.109,83,2143,atom
o,40,-0.404,83,2144,atom
c,22,-0.118,84,2145,atom
h,3,0.146,84,2146,atom
c,22,-0.12,84,2147,atom
c,22,0.012,84,2148,atom
c,22,-0.113,84,2149,atom
c,22,-0.142,84,2150,atom
c,27,0.017,84,2151,atom
h,8,-0.119,84,2152,atom
o,40,-0.377,84,2153,atom
h,1,0.145,84,2154,atom
c,22,0.017,84,2155,atom
c,22,-0.118,84,2156,atom
c,22,-0.114,84,2157,atom
c,27,-0.11,84,2158,atom
h,3,0.146,84,2159,atom
h,3,0.125,84,2160,atom
h,3,0.146,84,2161,atom
c,27,0.017,84,2162,atom
o,40,-0.396,84,2163,atom
h,3,0.132,84,2164,atom
c,22,-0.118,84,2165,atom
c,22,-0.142,84,2166,atom
n,38,0.805,84,2167,atom
c,22,-0.118,84,2168,atom
c,22,0.188,84,2169,atom
n,38,-0.114,84,2170,atom
c,22,0.009,84,2171,atom
c,27,0.002,84,2172,atom
h,3,0.145,84,2173,atom
o,40,-0.396,84,2174,atom
h,3,0.13,85,2175,atom
h,3,0.059,85,2176,atom
o,52,-0.11,85,2177,atom
c,22,-0.116,85,2178,atom
c,35,-0.097,85,2179,atom
h,3,0.154,85,2180,atom
n,38,-0.403,85,2181,atom
h,3,0.054,85,2182,atom
c,10,-0.091,85,2183,atom
h,3,0.062,85,2184,atom
h,3,0.056,85,2185,atom
o,40,-0.392,85,2186,atom
c,22,-0.109,85,2187,atom
c,22,-0.115,85,2188,atom
h,1,0.822,85,2189,atom
h,3,0.134,85,2190,atom
h,3,0.149,85,2191,atom
h,3,0.139,85,2192,atom
c,22,-0.137,85,2193,atom
c,22,-0.105,85,2194,atom
c,22,-0.117,85,2195,atom
h,3,0.176,85,2196,atom
o,40,-0.412,85,2197,atom
n,38,-0.086,85,2198,atom
h,3,-0.12,85,2199,atom
h,3,0.145,85,2200,atom
o,40,-0.412,85,2201,atom
c,22,0.144,85,2202,atom
c,26,-0.388,85,2203,atom
h,3,0.146,86,2204,atom
h,3,-0.106,86,2205,atom
c,195,-0.082,86,2206,atom
h,3,0.132,86,2207,atom
c,22,-0.093,86,2208,atom
c,22,-0.122,86,2209,atom
h,3,0.132,86,2210,atom
h,3,-0.132,86,2211,atom
c,22,-0.39,86,2212,atom
c,21,-0.137,86,2213,atom
c,22,-0.133,86,2214,atom
h,3,-0.12,86,2215,atom
n,38,0.176,86,2216,atom
h,3,0.143,86,2217,atom
h,3,-0.12,86,2218,atom
c,27,0.021,86,2219,atom
h,3,0.059,86,2220,atom
h,3,0.155,86,2221,atom
h,3,0.146,86,2222,atom
c,22,-0.116,86,2223,atom
h,3,0.138,86,2224,atom
n,38,0.817,86,2225,atom
h,3,0.149,87,2226,atom
c,22,-0.107,87,2227,atom
c,27,0.005,87,2228,atom
o,40,-0.398,87,2229,atom
h,3,0.139,87,2230,atom
c,29,0.011,87,2231,atom
h,3,0.123,87,2232,atom
c,22,-0.118,87,2233,atom
c,22,0.811,87,2234,atom
h,3,0.145,87,2235,atom
c,22,-0.118,87,2236,atom
h,3,0.149,87,2237,atom
c,22,0.118,87,2238,atom
c,22,-0.074,87,2239,atom
c,22,-0.115,87,2240,atom
h,3,0.146,87,2241,atom
h,3,0.129,88,2242,atom
h,3,-0.125,88,2243,atom
c,22,-0.114,88,2244,atom
h,3,0.147,88,2245,atom
h,3,0.132,88,2246,atom
h,3,0.059,88,2247,atom
c,22,-0.118,88,2248,atom
c,22,-0.122,88,2249,atom
c,22,-0.119,88,2250,atom
c,22,-0.125,88,2251,atom
h,3,-0.125,88,2252,atom
c,10,-0.085,88,2253,atom
c,22,-0.114,88,2254,atom
h,3,0.146,88,2255,atom
c,22,-0.127,88,2256,atom
h,3,0.108,88,2257,atom
c,22,0.118,88,2258,atom
n,38,0.136,88,2259,atom
h,3,0.145,88,2260,atom
h,3,0.132,88,2261,atom
c,22,0.141,88,2262,atom
c,10,-0.083,88,2263,atom
h,3,0.143,88,2264,atom
n,38,-0.119,88,2265,atom
o,40,0.163,88,2266,atom
o,40,-0.398,88,2267,atom
o,40,-0.398,89,2268,atom
o,40,-0.39,89,2269,atom
c,10,0.012,89,2270,atom
c,22,0.158,89,2271,atom
n,38,-0.126,89,2272,atom
h,3,0.058,89,2273,atom
h,3,-0.142,89,2274,atom
h,3,0.142,89,2275,atom
c,22,0.182,89,2276,atom
h,3,0.059,89,2277,atom
c,22,-0.109,89,2278,atom
c,22,-0.124,89,2279,atom
c,22,-0.126,89,2280,atom
h,3,0.134,89,2281,atom
c,22,0.141,89,2282,atom
c,10,-0.381,89,2283,atom
c,22,-0.128,89,2284,atom
c,22,-0.124,89,2285,atom
c,22,-0.115,89,2286,atom
c,29,-0.119,89,2287,atom
h,3,0.118,89,2288,atom
h,3,0.146,89,2289,atom
c,27,0.009,89,2290,atom
c,22,-0.128,89,2291,atom
h,3,-0.106,89,2292,atom
c,22,0.062,89,2293,atom
o,40,-0.096,89,2294,atom
h,3,0.145,89,2295,atom
c,10,-0.091,89,2296,atom
c,22,-0.122,90,2297,atom
c,27,0.018,90,2298,atom
h,3,0.132,90,2299,atom
h,3,0.057,90,2300,atom
o,40,0.03,90,2301,atom
h,1,0.145,90,2302,atom
n,34,-0.081,90,2303,atom
c,22,-0.111,90,2304,atom
c,22,-0.119,90,2305,atom
c,28,0.109,90,2306,atom
c,22,-0.122,90,2307,atom
o,40,-0.388,90,2308,atom
c,10,-0.079,90,2309,atom
h,3,-0.124,90,2310,atom
h,3,0.145,90,2311,atom
c,22,-0.118,90,2312,atom
c,10,-0.389,90,2313,atom
c,27,-0.129,90,2314,atom
h,3,0.155,90,2315,atom
c,22,-0.115,90,2316,atom
c,22,0.015,90,2317,atom
c,27,-0.091,90,2318,atom
h,3,0.058,90,2319,atom
c,26,0.123,90,2320,atom
c,38,0.163,90,2321,atom
c,22,-0.115,90,2322,atom
o,40,-0.398,90,2323,atom
h,3,0.147,90,2324,atom
c,29,0.017,91,2325,atom
h,3,0.146,91,2326,atom
c,22,-0.116,91,2327,atom
h,3,0.134,91,2328,atom
c,22,-0.113,91,2329,atom
o,40,-0.383,91,2330,atom
h,3,0.123,91,2331,atom
o,40,-0.385,91,2332,atom
h,3,0.149,91,2333,atom
c,93,-0.099,91,2334,atom
c,22,-0.114,91,2335,atom
n,38,0.805,91,2336,atom
n,38,0.056,91,2337,atom
c,22,-0.122,91,2338,atom
h,3,-0.124,91,2339,atom
c,22,-0.092,91,2340,atom
n,38,0.812,91,2341,atom
h,3,0.145,91,2342,atom
h,3,0.13,91,2343,atom
h,3,0.143,91,2344,atom
h,3,0.145,91,2345,atom
c,22,-0.124,91,2346,atom
h,3,0.132,91,2347,atom
o,40,-0.412,91,2348,atom
c,22,-0.126,91,2349,atom
c,22,-0.112,91,2350,atom
h,3,-0.291,91,2351,atom
c,22,0.118,92,2352,atom
n,38,0.815,92,2353,atom
h,3,0.143,92,2354,atom
h,3,0.145,92,2355,atom
o,40,-0.386,92,2356,atom
c,22,-0.13,92,2357,atom
o,50,-0.107,92,2358,atom
h,3,0.132,92,2359,atom
c,22,-0.114,92,2360,atom
h,3,0.014,92,2361,atom
h,3,0.138,92,2362,atom
h,3,-0.12,92,2363,atom
h,3,0.132,92,2364,atom
h,3,0.142,92,2365,atom
c,27,0.112,92,2366,atom
n,38,0.815,92,2367,atom
o,40,-0.088,92,2368,atom
c,22,-0.122,92,2369,atom
h,3,0.132,92,2370,atom
c,22,-0.123,92,2371,atom
h,3,0.145,92,2372,atom
h,3,0.153,92,2373,atom
h,3,0.146,92,2374,atom
o,40,-0.391,92,2375,atom
c,28,0.015,92,2376,atom
c,22,0.118,92,2377,atom
o,40,0.03,92,2378,atom
h,3,0.055,92,2379,atom
o,40,-0.388,92,2380,atom
n,38,-0.412,92,2381,atom
c,22,-0.067,92,2382,atom
c,22,-0.115,92,2383,atom
h,3,0.014,93,2384,atom
h,3,0.062,93,2385,atom
c,22,-0.148,93,2386,atom
c,22,-0.109,93,2387,atom
c,27,-0.386,93,2388,atom
h,3,0.054,93,2389,atom
n,38,-0.388,93,2390,atom
c,22,-0.128,93,2391,atom
c,22,-0.382,93,2392,atom
h,3,0.132,93,2393,atom
n,38,0.812,93,2394,atom
n,38,0.151,93,2395,atom
h,3,0.055,93,2396,atom
c,29,-0.089,93,2397,atom
h,1,0.138,93,2398,atom
c,22,-0.123,93,2399,atom
c,22,0.354,93,2400,atom
h,3,0.134,93,2401,atom
c,38,-0.389,93,2402,atom
h,3,0.155,93,2403,atom
c,28,0.012,93,2404,atom
h,3,0.145,93,2405,atom
o,40,-0.412,93,2406,atom
h,3,0.142,93,2407,atom
n,34,-0.619,93,2408,atom
c,22,-0.122,93,2409,atom
c,22,-0.137,94,2410,atom
h,3,0.142,94,2411,atom
c,22,-0.119,94,2412,atom
o,40,-0.396,94,2413,atom
h,3,0.142,94,2414,atom
h,3,0.132,94,2415,atom
h,3,-0.124,94,2416,atom
c,22,-0.116,94,2417,atom
h,3,0.059,94,2418,atom
c,22,-0.148,94,2419,atom
c,195,0.017,94,2420,atom
h,3,0.147,94,2421,atom
c,22,-0.107,94,2422,atom
c,22,-0.109,94,2423,atom
n,38,-0.126,94,2424,atom
c,28,0.008,94,2425,atom
h,3,0.134,94,2426,atom
h,3,0.145,94,2427,atom
h,3,-0.12,94,2428,atom
c,35,-0.097,94,2429,atom
n,38,0.817,94,2430,atom
h,3,-0.12,94,2431,atom
c,22,-0.124,94,2432,atom
o,40,-0.385,94,2433,atom
h,3,0.142,94,2434,atom
c,22,-0.113,94,2435,atom
c,22,0.323,94,2436,atom
h,3,0.149,94,2437,atom
c,27,0.021,94,2438,atom
c,22,-0.148,94,2439,atom
c,27,0.009,94,2440,atom
o,40,-0.11,94,2441,atom
h,3,0.145,94,2442,atom
c,22,-0.109,94,2443,atom
h,3,0.142,94,2444,atom
h,3,0.147,94,2445,atom
h,3,0.08,94,2446,atom
c,29,0.006,94,2447,atom
c,22,-0.115,95,2448,atom
h,3,0.147,95,2449,atom
n,32,-0.392,95,2450,atom
c,10,-0.418,95,2451,atom
c,22,-0.118,95,2452,atom
n,38,0.069,95,2453,atom
c,22,0.202,95,2454,atom
c,22,0.332,95,2455,atom
o,40,-0.385,95,2456,atom
c,22,-0.122,95,2457,atom
h,3,0.145,95,2458,atom
h,1,0.127,95,2459,atom
c,29,0.014,95,2460,atom
o,40,0.814,95,2461,atom
c,22,0.141,95,2462,atom
c,22,-0.126,95,2463,atom
h,3,0.123,95,2464,atom
h,3,-0.125,95,2465,atom
h,3,0.142,95,2466,atom
o,40,-0.382,95,2467,atom
n,32,-0.393,95,2468,atom
h,3,0.147,95,2469,atom
h,3,0.147,95,2470,atom
c,22,-0.113,95,2471,atom
c,22,-0.148,95,2472,atom
c,22,-0.114,95,2473,atom
c,10,0.005,95,2474,atom
h,3,0.134,95,2475,atom
c,93,0.055,95,2476,atom
c,22,-0.119,95,2477,atom
c,22,-0.111,96,2478,atom
c,22,-0.11,96,2479,atom
o,40,0.807,96,2480,atom
c,22,-0.13,96,2481,atom
o,40,-0.11,96,2482,atom
c,22,-0.074,96,2483,atom
h,3,0.145,96,2484,atom
h,3,0.128,96,2485,atom
h,1,0.128,96,2486,atom
n,38,0.054,96,2487,atom
c,22,-0.122,96,2488,atom
h,3,0.142,96,2489,atom
n,35,0.819,96,2490,atom
h,3,0.142,96,2491,atom
n,38,0.812,96,2492,atom
o,40,-0.392,96,2493,atom
c,27,-0.394,96,2494,atom
c,29,0.005,96,2495,atom
h,3,0.059,96,2496,atom
o,40,-0.413,96,2497,atom
h,3,0.109,96,2498,atom
c,22,0.816,96,2499,atom
o,40,0.021,97,2500,atom
o,40,-0.384,97,2501,atom
c,27,-0.085,97,2502,atom
h,3,0.138,97,2503,atom
c,22,-0.39,97,2504,atom
h,3,0.801,97,2505,atom
h,1,0.134,97,2506,atom
o,40,-0.391,97,2507,atom
h,3,0.136,97,2508,atom
n,38,-0.385,97,2509,atom
c,22,-0.118,97,2510,atom
n,38,0.054,97,2511,atom
c,22,0.332,97,2512,atom
c,26,-0.388,97,2513,atom
c,38,0.007,97,2514,atom
c,22,-0.122,97,2515,atom
n,38,-0.386,97,2516,atom
h,3,0.142,97,2517,atom
c,22,0.137,97,2518,atom
o,40,-0.412,98,2519,atom
h,3,0.132,98,2520,atom
c,22,-0.133,98,2521,atom
h,3,0.142,98,2522,atom
c,22,-0.142,98,2523,atom
h,3,0.134,98,2524,atom
c,22,-0.122,98,2525,atom
h,3,0.059,98,2526,atom
c,22,-0.114,98,2527,atom
c,22,-0.121,98,2528,atom
c,26,-0.398,98,2529,atom
h,3,0.142,98,2530,atom
h,3,0.14,98,2531,atom
h,3,0.012,98,2532,atom
c,27,-0.389,98,2533,atom
c,22,-0.125,98,2534,atom
c,22,0.142,98,2535,atom
h,3,0.142,98,2536,atom
h,3,0.061,98,2537,atom
c,22,-0.12,98,2538,atom
o,40,-0.384,98,2539,atom
c,29,0.016,98,2540,atom
h,3,0.15,98,2541,atom
c,22,-0.393,98,2542,atom
n,35,0.806,98,2543,atom
c,27,-0.083,98,2544,atom
o,40,0.059,98,2545,atom
c,22,-0.109,98,2546,atom
n,38,-0.137,99,2547,atom
o,40,-0.384,99,2548,atom
h,3,0.142,99,2549,atom
o,40,-0.392,99,2550,atom
h,3,0.062,99,2551,atom
c,22,-0.116,99,2552,atom
h,3,0.059,99,2553,atom
c,29,0.012,99,2554,atom
h,3,0.139,99,2555,atom
h,3,0.132,99,2556,atom
n,32,-0.11,99,2557,atom
h,3,0.142,99,2558,atom
h,3,0.012,99,2559,atom
h,3,0.145,99,2560,atom
c,22,-0.118,99,2561,atom
c,38,0.007,99,2562,atom
h,3,0.142,99,2563,atom
c,27,0.008,99,2564,atom
c,22,-0.097,99,2565,atom
h,3,0.132,99,2566,atom
c,22,-0.123,99,2567,atom
c,22,0.816,99,2568,atom
c,22,-0.109,99,2569,atom
c,22,-0.128,99,2570,atom
h,3,0.142,99,2571,atom
h,3,0.143,99,2572,atom
h,3,0.145,100,2573,atom
c,26,-0.095,100,2574,atom
h,3,0.132,100,2575,atom
h,3,0.152,100,2576,atom
c,22,0.15,100,2577,atom
o,40,-0.382,100,2578,atom
c,22,-0.067,100,2579,atom
c,27,-0.083,100,2580,atom
o,40,-0.781,100,2581,atom
o,40,-0.384,100,2582,atom
c,22,0.004,100,2583,atom
c,22,-0.123,100,2584,atom
c,22,-0.114,100,2585,atom
o,40,-0.398,100,2586,atom
c,22,-0.109,100,2587,atom
n,38,0.056,100,2588,atom
c,22,0.009,100,2589,atom
c,22,-0.122,100,2590,atom
h,3,-0.109,100,2591,atom
c,22,0.816,100,2592,atom
c,22,0.816,100,2593,atom
h,3,0.134,100,2594,atom
c,14,-0.099,100,2595,atom
h,3,0.062,100,2596,atom
c,22,-0.122,100,2597,atom
h,3,0.136,100,2598,atom
c,22,-0.108,101,2599,atom
