CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2SinceWeek,Promo2SinceYear,StoreType,Assortment,Promo2,PromoInterval,Store,node_type
4102,0,0,30,2012,d,c,1,"Jan,Apr,Jul,Oct",936,store
1078,11,2007,0,0,a,a,0,,937,store
73,6,2008,0,0,c,c,0,,938,store
34,0,0,36,2010,a,c,1,"Jan,Apr,Jul,Oct",939,store
803,12,2006,24,2010,d,a,1,"Mar,Jun,Sept,Dec",940,store
277,0,0,0,0,a,c,0,,941,store
16239,0,0,0,0,d,c,0,,942,store
5072,0,0,0,0,a,a,0,,943,store
2959,2,2007,0,0,a,a,0,,944,store
7331,4,2013,0,0,a,a,0,,945,store
2940,12,2014,0,0,d,a,0,,946,store
1094,0,0,0,0,d,a,0,,947,store
10190,7,2007,21,2011,d,c,1,"Feb,May,Aug,Nov",948,store
2919,0,0,41,2009,c,a,1,"Jan,Apr,Jul,Oct",949,store
16355,10,0,12,2011,a,c,1,"Feb,May,Aug,Nov",950,store
2186,4,2003,38,2010,a,a,1,"Jan,Apr,Jul,Oct",951,store
15200,9,2003,18,2011,c,a,1,"Jan,Apr,Jul,Oct",952,store
16997,7,2008,14,2013,d,a,1,"Jan,Apr,Jul,Oct",953,store
1631,2,2010,13,2013,a,c,1,"Feb,May,Aug,Nov",954,store
45,0,0,0,0,a,a,0,,955,store
54,0,0,40,2012,a,c,1,"Jan,Apr,Jul,Oct",956,store
1784,9,2007,11,2011,c,c,1,"Feb,May,Aug,Nov",957,store
393,5,2002,0,0,a,a,0,,958,store
716,0,0,0,0,a,c,0,,959,store
5788,9,2011,0,0,d,c,0,,960,store
1439,9,2005,39,2009,a,a,1,"Feb,May,Aug,Nov",961,store
2303,10,2006,13,2013,d,a,1,"Jan,Apr,Jul,Oct",962,store
2915,3,2013,0,0,a,a,0,,963,store
1869,0,0,0,0,d,c,0,,964,store
230,1,2011,27,2011,a,a,1,"Jan,Apr,Jul,Oct",965,store
459,0,0,0,0,a,a,0,,966,store
3807,0,0,14,2013,a,c,1,"Feb,May,Aug,Nov",967,store
2853,7,2015,0,0,a,c,0,,968,store
2152,3,2011,0,0,a,a,0,,969,store
3329,5,1999,14,2011,c,a,1,"Jan,Apr,Jul,Oct",970,store
391,0,0,0,0,a,c,0,,971,store
149,0,0,0,0,d,c,0,,972,store
206,9,2011,18,2012,a,a,1,"Jan,Apr,Jul,Oct",973,store
620,0,0,0,0,a,c,0,,974,store
1370,3,2004,0,0,d,a,0,,975,store
5,11,2012,0,0,a,a,0,,976,store
265,11,2010,0,0,d,a,0,,977,store
1225,4,2013,23,2010,a,a,1,"Feb,May,Aug,Nov",978,store
19093,0,0,0,0,a,c,0,,979,store
3047,0,0,0,0,a,c,0,,980,store
8279,9,2009,30,2011,d,c,1,"Jan,Apr,Jul,Oct",981,store
8034,12,2003,0,0,d,c,0,,982,store
3515,9,2007,0,0,a,c,0,,983,store
1918,0,0,40,2011,d,c,1,"Feb,May,Aug,Nov",984,store
8918,0,0,0,0,a,a,0,,985,store
77,3,2012,33,2010,a,a,1,"Jan,Apr,Jul,Oct",986,store
8081,2,2011,0,0,a,c,0,,987,store
11133,0,0,14,2012,d,c,1,"Mar,Jun,Sept,Dec",988,store
14974,9,2008,0,0,d,c,0,,989,store
4221,0,0,0,0,d,c,0,,990,store
2491,11,2014,0,0,c,a,0,,991,store
1874,3,2014,28,2013,d,c,1,"Mar,Jun,Sept,Dec",992,store
5876,11,2009,0,0,c,c,0,,993,store
1061,5,2006,40,2011,d,a,1,"Jan,Apr,Jul,Oct",994,store
421,0,0,40,2012,d,c,1,"Jan,Apr,Jul,Oct",995,store
3848,6,0,40,2014,d,c,1,"Jan,Apr,Jul,Oct",996,store
8409,0,0,0,0,d,c,0,,997,store
3804,0,0,0,0,a,c,0,,998,store
2967,9,2012,0,0,a,a,0,,999,store
966,0,0,0,0,d,c,0,,1000,store
566,0,0,29,2012,a,c,1,"Jan,Apr,Jul,Oct",1001,store
3425,0,0,0,0,d,c,0,,1002,store
241,7,2010,0,0,c,a,0,,1003,store
18734,0,0,0,0,c,c,0,,1004,store
2885,7,2009,0,0,a,a,0,,1005,store
335,0,0,0,0,a,c,0,,1006,store
13804,0,0,10,2011,a,a,1,"Jan,Apr,Jul,Oct",1007,store
2873,0,0,40,2012,c,c,1,"Mar,Jun,Sept,Dec",1008,store
492,9,2013,0,0,c,a,0,,1009,store
9187,3,2012,0,0,d,a,0,,1010,store
476,4,2007,14,2014,c,a,1,"Jan,Apr,Jul,Oct",1011,store
125,3,2004,18,2013,a,a,1,"Jan,Apr,Jul,Oct",1012,store
4475,0,0,0,0,d,c,0,,1013,store
283,11,2009,0,2012,a,a,1,"Jan,Apr,Jul,Oct",1014,store
2930,1,2002,0,0,a,a,0,,1015,store
1115,0,0,0,0,d,a,0,,1016,store
455,1,2009,0,0,c,a,0,,1017,store
2707,12,2014,0,0,a,c,0,,1018,store
2841,12,2009,16,2013,d,c,1,"Feb,May,Aug,Nov",1019,store
2521,0,0,0,0,a,c,0,,1020,store
2933,0,0,0,0,a,c,0,,1021,store
2632,0,0,0,0,d,a,0,,1022,store
3423,12,2009,0,0,d,a,0,,1023,store
3770,0,0,0,0,a,c,0,,1024,store
979,7,2006,17,2011,d,a,1,"Jan,Apr,Jul,Oct",1025,store
6439,0,0,40,2010,d,c,1,"Feb,May,Aug,Nov",1026,store
913,0,0,28,2009,a,a,1,"Jan,Apr,Jul,Oct",1027,store
1224,11,2010,0,0,d,a,0,,1028,store
1854,4,2010,14,2009,a,a,1,"Jan,Apr,Jul,Oct",1029,store
10750,5,2011,13,2014,a,c,1,"Mar,Jun,Sept,Dec",1030,store
2616,11,2011,36,2012,a,c,1,"Mar,Jun,Sept,Dec",1031,store
15410,7,2007,13,2011,d,c,1,"Jan,Apr,Jul,Oct",1032,store
6833,2,2014,9,2011,a,a,1,"Jan,Apr,Jul,Oct",1033,store
680,9,2011,0,0,a,a,0,,1034,store
778,7,2011,15,2011,a,a,1,"Jan,Apr,Jul,Oct",1035,store
874,0,0,0,0,a,a,0,,1036,store
266,0,0,40,2009,d,a,1,"Feb,May,Aug,Nov",1037,store
183,0,0,45,2013,d,a,1,"Feb,May,Aug,Nov",1038,store
235,0,0,0,0,d,c,0,,1039,store
674,8,2015,13,2013,d,a,1,"Mar,Jun,Sept,Dec",1040,store
9486,4,2003,0,0,d,c,0,,1041,store
434,9,2008,0,0,a,a,0,,1042,store
691,7,2005,35,2014,a,a,1,"Jan,Apr,Jul,Oct",1043,store
11908,0,0,0,0,c,c,0,,1044,store
1967,4,2008,0,0,a,c,0,,1045,store
4560,9,2009,0,0,d,a,0,,1046,store
2255,7,2015,0,0,a,a,0,,1047,store
815,5,2014,0,0,a,c,0,,1048,store
3244,9,2011,0,0,c,c,0,,1049,store
9661,9,2006,0,0,d,c,0,,1050,store
9220,12,2013,14,2011,a,a,1,"Jan,Apr,Jul,Oct",1051,store
70821,4,2013,0,0,d,a,0,,1052,store
13882,10,2011,11,2015,d,c,1,"Feb,May,Aug,Nov",1053,store
701,0,0,0,0,a,c,0,,1054,store
1436,9,2008,0,0,a,c,0,,1055,store
50202,11,0,0,0,d,a,0,,1056,store
3406,3,2015,35,2014,d,a,1,"Jan,Apr,Jul,Oct",1057,store
8112,9,2006,14,2011,c,a,1,"Feb,May,Aug,Nov",1058,store
245,10,2012,26,2014,a,a,1,"Jan,Apr,Jul,Oct",1059,store
1995,7,2014,31,2012,d,c,1,"Jan,Apr,Jul,Oct",1060,store
5016,4,951,0,0,a,c,0,,1061,store
1217,7,2013,0,0,d,c,0,,1062,store
2608,0,0,0,0,d,a,0,,1063,store
96,0,0,48,2009,a,a,1,"Feb,May,Aug,Nov",1064,store
3391,12,2010,39,2014,c,a,1,"Jan,Apr,Jul,Oct",1065,store
565,9,2008,0,0,a,a,0,,1066,store
2776,12,2005,14,2012,a,a,1,"Mar,Jun,Sept,Dec",1067,store
5851,5,2009,42,2014,a,a,1,"Jan,Apr,Jul,Oct",1068,store
848,10,2013,0,0,d,a,0,,1069,store
2553,9,2010,14,2010,a,c,1,"Jan,Apr,Jul,Oct",1070,store
17173,0,0,13,2010,a,c,1,"Jan,Apr,Jul,Oct",1071,store
1033,11,2010,0,0,a,a,0,,1072,store
3270,0,0,0,0,a,c,0,,1073,store
67883,11,2006,0,0,d,c,0,,1074,store
1554,5,2007,36,2014,d,c,1,"Jan,Apr,Jul,Oct",1075,store
480,7,2014,0,0,a,c,0,,1076,store
1070,11,2010,0,0,a,a,0,,1077,store
940,10,2010,14,2013,a,c,1,"Mar,Jun,Sept,Dec",1078,store
2443,0,0,40,2012,d,c,1,"Jan,Apr,Jul,Oct",1079,store
2018,0,0,14,2011,d,a,1,"Jan,Apr,Jul,Oct",1080,store
58,4,2009,0,0,a,a,0,,1081,store
2481,9,2005,17,2011,d,c,1,"Jan,Apr,Jul,Oct",1082,store
2035,0,0,0,0,c,c,0,,1083,store
11540,4,2010,0,0,d,c,0,,1084,store
8755,3,2009,14,2014,d,a,1,"Jan,Apr,Jul,Oct",1085,store
3288,0,0,18,2011,a,a,1,"Feb,May,Aug,Nov",1086,store
10474,0,0,14,2011,a,a,1,"Jan,Apr,Jul,Oct",1087,store
9676,0,0,0,0,a,c,0,,1088,store
1339,9,2011,0,0,c,a,0,,1089,store
67,5,2010,0,0,a,a,0,,1090,store
1756,9,2008,0,0,a,a,0,,1091,store
6968,9,2006,14,2011,a,a,1,"Jan,Apr,Jul,Oct",1092,store
3649,0,0,42,2012,d,c,1,"Jan,Apr,Jul,Oct",1093,store
24287,7,2007,0,0,d,c,0,,1094,store
218,0,0,40,2013,a,a,1,"Feb,May,Aug,Nov",1095,store
7092,10,2009,29,2011,d,c,1,"Jan,Apr,Jul,Oct",1096,store
531,1,2010,0,0,a,a,0,,1097,store
1112,11,2007,26,2011,a,a,1,"Jan,Apr,Jul,Oct",1098,store
383,0,0,13,2013,d,c,1,"Feb,May,Aug,Nov",1099,store
254,9,2005,0,0,c,c,0,,1100,store
4277,0,0,0,0,d,c,0,,1101,store
2,0,0,14,2013,c,c,1,"Feb,May,Aug,Nov",1102,store
335,0,0,0,0,c,a,0,,1103,store
2769,9,2012,25,2013,d,c,1,"Mar,Jun,Sept,Dec",1104,store
2354,2,2009,0,0,a,a,0,,1105,store
66779,0,0,0,0,d,c,0,,1106,store
17573,0,0,0,0,a,c,0,,1107,store
2132,0,0,0,0,d,c,0,,1108,store
19394,0,0,18,2011,d,c,1,"Jan,Apr,Jul,Oct",1109,store
4157,8,2004,14,2011,c,a,1,"Jan,Apr,Jul,Oct",1110,store
3792,12,2010,40,2014,d,c,1,"Jan,Apr,Jul,Oct",1111,store
1924,4,2013,17,2014,c,a,1,"Jan,Apr,Jul,Oct",1112,store
1176,0,0,14,2013,a,a,1,"Mar,Jun,Sept,Dec",1113,store
1474,0,0,36,2011,c,a,1,"Jan,Apr,Jul,Oct",1114,store
