atom1_id,atom2_id,type,bond_id
d165_11,d165_15,1,1929
d165_12,d165_13,7,1930
d165_12,d165_16,1,1931
d165_13,d165_4,7,1932
d165_17,d165_18,7,1933
d165_17,d165_5,1,1934
d165_18,d165_13,1,1935
d165_18,d165_19,7,1936
d165_19,d165_20,7,1937
d165_19,d165_23,1,1938
d165_2,d165_3,7,1939
d165_2,d165_8,1,1940
d165_20,d165_21,7,1941
d165_20,d165_24,1,1942
d165_21,d165_22,7,1943
d165_21,d165_26,1,1944
d165_22,d165_17,7,1945
d165_22,d165_25,1,1946
d165_26,d165_27,2,1947
d165_26,d165_28,2,1948
d165_3,d165_10,7,1949
d165_3,d165_4,7,1950
d165_4,d165_5,7,1951
d165_5,d165_6,7,1952
d165_6,d165_1,7,1953
d165_6,d165_9,1,1954
d166_1,d166_2,7,1955
d166_1,d166_7,1,1956
d166_10,d166_11,7,1957
d166_10,d166_14,1,1958
d166_11,d166_12,7,1959
d166_11,d166_15,1,1960
d166_12,d166_13,7,1961
d166_12,d166_21,7,1962
d166_13,d166_16,7,1963
d166_13,d166_4,7,1964
d166_16,d166_17,7,1965
d166_17,d166_18,7,1966
d166_17,d166_19,1,1967
d166_18,d166_20,1,1968
d166_18,d166_5,7,1969
d166_2,d166_3,7,1970
d166_2,d166_8,1,1971
d166_21,d166_22,7,1972
d166_21,d166_28,1,1973
d166_22,d166_23,7,1974
d166_22,d166_24,1,1975
d166_23,d166_16,7,1976
d166_23,d166_25,1,1977
d166_25,d166_26,2,1978
d166_25,d166_27,2,1979
d166_28,d166_29,1,1980
d166_29,d166_30,2,1981
d166_29,d166_31,1,1982
d166_3,d166_10,7,1983
d166_3,d166_4,7,1984
d166_31,d166_32,1,1985
d166_31,d166_33,1,1986
d166_31,d166_34,1,1987
d166_4,d166_5,7,1988
d166_5,d166_6,7,1989
d166_6,d166_1,7,1990
d166_6,d166_9,1,1991
d167_1,d167_2,7,1992
d167_1,d167_7,1,1993
d167_10,d167_11,7,1994
d167_10,d167_14,1,1995
d167_11,d167_12,7,1996
d167_11,d167_20,7,1997
d167_12,d167_15,7,1998
d167_12,d167_4,7,1999
d167_15,d167_16,7,2000
d167_16,d167_17,7,2001
d167_16,d167_18,1,2002
d167_17,d167_19,1,2003
d167_17,d167_5,7,2004
d167_2,d167_26,1,2005
d167_2,d167_3,7,2006
d167_20,d167_21,7,2007
d167_20,d167_23,1,2008
d167_21,d167_22,7,2009
d167_21,d167_24,1,2010
d167_22,d167_15,7,2011
d167_22,d167_25,1,2012
d167_25,d167_27,2,2013
d167_25,d167_28,2,2014
d167_26,d167_29,2,2015
d167_26,d167_30,2,2016
d167_3,d167_4,7,2017
d167_3,d167_9,7,2018
d167_4,d167_5,7,2019
d167_5,d167_6,7,2020
d167_6,d167_1,7,2021
d167_6,d167_8,1,2022
d167_9,d167_10,7,2023
d167_9,d167_13,1,2024
d168_1,d168_2,7,2025
d168_1,d168_7,1,2026
d168_11,d168_12,1,2027
d168_12,d168_13,1,2028
d168_12,d168_14,1,2029
d168_12,d168_15,1,2030
d168_16,d168_17,2,2031
d168_16,d168_18,2,2032
d168_2,d168_16,1,2033
d168_2,d168_3,7,2034
d168_3,d168_4,7,2035
d168_3,d168_8,1,2036
d168_4,d168_5,7,2037
d168_4,d168_9,1,2038
d168_5,d168_11,1,2039
d168_5,d168_6,7,2040
d168_6,d168_1,7,2041
d168_6,d168_10,1,2042
d169_1,d169_2,7,2043
d169_1,d169_7,1,2044
d169_11,d169_13,2,2045
d169_11,d169_14,2,2046
d169_12,d169_15,2,2047
d169_12,d169_16,2,2048
d169_2,d169_12,1,2049
d169_2,d169_3,7,2050
d169_3,d169_4,7,2051
d169_3,d169_8,1,2052
d169_4,d169_11,1,2053
d169_4,d169_5,7,2054
d169_5,d169_10,1,2055
d169_5,d169_6,7,2056
d169_6,d169_1,7,2057
d169_6,d169_9,1,2058
d16_1,d16_2,7,2059
d16_1,d16_23,1,2060
d16_10,d16_4,7,2061
d16_11,d16_12,7,2062
d16_11,d16_5,1,2063
d16_12,d16_10,1,2064
d16_12,d16_13,7,2065
d16_13,d16_14,7,2066
d16_13,d16_30,1,2067
d16_14,d16_15,7,2068
d16_14,d16_27,1,2069
d16_15,d16_16,7,2070
d16_15,d16_28,1,2071
d16_16,d16_11,7,2072
d16_16,d16_29,1,2073
d16_17,d16_19,2,2074
d16_17,d16_20,2,2075
d16_18,d16_21,2,2076
d16_18,d16_22,2,2077
d16_2,d16_18,1,2078
d16_2,d16_3,7,2079
d16_3,d16_4,7,2080
d16_3,d16_7,7,2081
d16_4,d16_5,7,2082
d16_5,d16_6,7,2083
d16_6,d16_1,7,2084
d16_6,d16_24,1,2085
d16_7,d16_17,1,2086
d16_7,d16_8,7,2087
d16_8,d16_25,1,2088
d16_8,d16_9,7,2089
d16_9,d16_10,7,2090
d16_9,d16_26,1,2091
d170_1,d170_2,7,2092
d170_1,d170_7,1,2093
d170_11,d170_12,1,2094
d170_11,d170_23,1,2095
d170_12,d170_13,7,2096
d170_12,d170_15,7,2097
d170_13,d170_14,1,2098
d170_14,d170_22,1,2099
d170_14,d170_4,1,2100
d170_15,d170_16,7,2101
d170_15,d170_19,1,2102
d170_16,d170_17,7,2103
d170_16,d170_20,1,2104
d170_17,d170_18,7,2105
d170_17,d170_21,1,2106
d170_18,d170_13,7,2107
d170_18,d170_24,1,2108
d170_2,d170_3,7,2109
d170_2,d170_8,1,2110
d170_24,d170_25,2,2111
d170_24,d170_26,2,2112
d170_3,d170_11,1,2113
d170_3,d170_4,7,2114
d170_4,d170_5,7,2115
d170_5,d170_6,7,2116
d170_5,d170_9,1,2117
d170_6,d170_1,7,2118
d170_6,d170_10,1,2119
d171_1,d171_2,7,2120
d171_1,d171_22,1,2121
d171_10,d171_11,7,2122
d171_11,d171_12,7,2123
d171_11,d171_16,1,2124
d171_12,d171_13,7,2125
d171_12,d171_17,1,2126
d171_13,d171_14,7,2127
d171_13,d171_20,1,2128
d171_14,d171_15,7,2129
d171_14,d171_18,1,2130
d171_15,d171_10,7,2131
d171_15,d171_19,1,2132
d171_19,d171_27,2,2133
d171_19,d171_28,2,2134
d171_2,d171_3,7,2135
d171_2,d171_7,1,2136
d171_20,d171_29,2,2137
d171_20,d171_30,2,2138
d171_21,d171_25,2,2139
d171_21,d171_26,2,2140
d171_22,d171_23,2,2141
d171_22,d171_24,2,2142
d171_3,d171_4,7,2143
d171_3,d171_8,1,2144
d171_4,d171_10,1,2145
d171_4,d171_5,7,2146
d171_5,d171_21,1,2147
d171_5,d171_6,7,2148
d171_6,d171_1,7,2149
d171_6,d171_9,1,2150
d172_1,d172_10,1,2151
d172_1,d172_2,7,2152
d172_10,d172_11,2,2153
d172_10,d172_12,2,2154
d172_2,d172_14,1,2155
d172_2,d172_3,7,2156
d172_3,d172_4,7,2157
d172_3,d172_7,7,2158
d172_4,d172_5,7,2159
d172_4,d172_9,7,2160
d172_5,d172_15,1,2161
d172_5,d172_6,7,2162
d172_6,d172_1,7,2163
d172_6,d172_16,1,2164
d172_7,d172_13,1,2165
d172_7,d172_8,7,2166
d172_9,d172_17,1,2167
d172_9,d172_8,7,2168
d173_1,d173_2,7,2169
d173_10,d173_11,7,2170
d173_10,d173_22,1,2171
d173_11,d173_12,7,2172
d173_11,d173_16,1,2173
d173_12,d173_13,7,2174
d173_12,d173_17,1,2175
d173_13,d173_1,1,2176
d173_13,d173_14,7,2177
d173_14,d173_15,7,2178
d173_14,d173_18,1,2179
d173_15,d173_10,7,2180
d173_15,d173_19,1,2181
d173_2,d173_3,7,2182
d173_2,d173_7,1,2183
d173_20,d173_25,2,2184
d173_20,d173_26,2,2185
d173_21,d173_27,2,2186
d173_21,d173_28,2,2187
d173_22,d173_23,2,2188
d173_22,d173_24,2,2189
d173_3,d173_4,7,2190
d173_3,d173_8,1,2191
d173_4,d173_21,1,2192
d173_4,d173_5,7,2193
d173_5,d173_20,1,2194
d173_5,d173_6,7,2195
d173_6,d173_1,7,2196
d173_6,d173_9,1,2197
d174_1,d174_2,7,2198
d174_1,d174_7,1,2199
d174_10,d174_11,7,2200
d174_10,d174_25,1,2201
d174_11,d174_12,7,2202
d174_11,d174_14,1,2203
d174_12,d174_13,7,2204
d174_12,d174_15,1,2205
d174_13,d174_4,7,2206
d174_16,d174_17,7,2207
d174_16,d174_5,1,2208
d174_17,d174_13,1,2209
d174_17,d174_18,7,2210
d174_18,d174_19,7,2211
d174_18,d174_22,1,2212
d174_19,d174_20,7,2213
d174_19,d174_26,1,2214
d174_2,d174_3,7,2215
d174_2,d174_8,1,2216
d174_20,d174_21,7,2217
d174_20,d174_23,1,2218
d174_21,d174_16,7,2219
d174_21,d174_24,1,2220
d174_25,d174_27,2,2221
d174_25,d174_28,2,2222
d174_26,d174_29,2,2223
d174_26,d174_30,2,2224
d174_3,d174_10,7,2225
d174_3,d174_4,7,2226
d174_4,d174_5,7,2227
d174_5,d174_6,7,2228
d174_6,d174_1,7,2229
d174_6,d174_9,1,2230
d175_1,d175_2,7,2231
d175_1,d175_23,1,2232
d175_10,d175_11,7,2233
d175_10,d175_13,7,2234
d175_11,d175_12,1,2235
d175_12,d175_4,1,2236
d175_13,d175_14,7,2237
d175_13,d175_22,1,2238
d175_14,d175_15,7,2239
d175_14,d175_17,1,2240
d175_15,d175_16,7,2241
d175_15,d175_21,1,2242
d175_16,d175_11,7,2243
d175_16,d175_20,1,2244
d175_17,d175_18,2,2245
d175_17,d175_19,2,2246
d175_2,d175_3,7,2247
d175_2,d175_7,1,2248
d175_3,d175_4,7,2249
d175_3,d175_9,1,2250
d175_4,d175_5,7,2251
d175_5,d175_6,7,2252
d175_5,d175_8,1,2253
d175_6,d175_1,7,2254
d175_6,d175_24,1,2255
d175_9,d175_10,1,2256
d176_1,d176_17,1,2257
d176_1,d176_2,7,2258
d176_10,d176_11,1,2259
d176_10,d176_12,1,2260
d176_10,d176_13,1,2261
d176_11,d176_16,1,2262
d176_14,d176_11,2,2263
d176_14,d176_15,1,2264
d176_17,d176_18,2,2265
d176_17,d176_19,2,2266
d176_2,d176_3,7,2267
d176_2,d176_7,1,2268
d176_3,d176_10,1,2269
d176_3,d176_4,7,2270
d176_4,d176_14,1,2271
d176_4,d176_5,7,2272
d176_5,d176_6,7,2273
d176_5,d176_8,1,2274
d176_6,d176_1,7,2275
d176_6,d176_9,1,2276
d177_1,d177_2,7,2277
d177_1,d177_7,1,2278
d177_10,d177_11,1,2279
d177_10,d177_22,1,2280
d177_11,d177_12,7,2281
d177_11,d177_14,7,2282
d177_12,d177_13,1,2283
d177_13,d177_21,1,2284
d177_13,d177_4,1,2285
d177_14,d177_15,7,2286
d177_14,d177_18,1,2287
d177_15,d177_16,7,2288
d177_15,d177_19,1,2289
d177_16,d177_17,7,2290
d177_16,d177_20,1,2291
d177_17,d177_12,7,2292
d177_17,d177_23,1,2293
d177_2,d177_3,7,2294
d177_2,d177_8,1,2295
d177_23,d177_27,2,2296
d177_23,d177_28,2,2297
d177_24,d177_25,2,2298
d177_24,d177_26,2,2299
d177_3,d177_10,1,2300
d177_3,d177_4,7,2301
d177_4,d177_5,7,2302
d177_5,d177_24,1,2303
d177_5,d177_6,7,2304
d177_6,d177_1,7,2305
d177_6,d177_9,1,2306
d178_1,d178_2,7,2307
d178_1,d178_7,1,2308
d178_10,d178_11,1,2309
d178_10,d178_14,1,2310
d178_11,d178_15,1,2311
d178_12,d178_11,2,2312
d178_12,d178_13,1,2313
d178_15,d178_16,1,2314
d178_15,d178_17,1,2315
d178_15,d178_18,1,2316
d178_19,d178_20,2,2317
d178_19,d178_21,2,2318
d178_2,d178_19,1,2319
d178_2,d178_3,7,2320
d178_3,d178_10,1,2321
d178_3,d178_4,7,2322
d178_4,d178_12,1,2323
d178_4,d178_5,7,2324
d178_5,d178_6,7,2325
d178_5,d178_8,1,2326
d178_6,d178_1,7,2327
d178_6,d178_9,1,2328
d179_1,d179_2,7,2329
d179_1,d179_7,1,2330
d179_11,d179_12,2,2331
d179_11,d179_13,1,2332
d179_12,d179_14,1,2333
d179_12,d179_15,1,2334
d179_14,d179_16,1,2335
d179_16,d179_17,7,2336
d179_17,d179_18,7,2337
d179_17,d179_22,1,2338
d179_18,d179_19,7,2339
d179_18,d179_23,1,2340
d179_19,d179_20,7,2341
d179_19,d179_29,1,2342
d179_2,d179_26,1,2343
d179_2,d179_3,7,2344
d179_20,d179_21,7,2345
d179_20,d179_24,1,2346
d179_21,d179_16,7,2347
d179_21,d179_25,1,2348
d179_26,d179_27,2,2349
d179_26,d179_28,2,2350
d179_29,d179_30,2,2351
d179_29,d179_31,2,2352
d179_3,d179_4,7,2353
d179_3,d179_8,1,2354
d179_4,d179_5,7,2355
d179_4,d179_9,1,2356
d179_5,d179_11,1,2357
d179_5,d179_6,7,2358
d179_6,d179_1,7,2359
d179_6,d179_10,1,2360
d17_1,d17_2,7,2361
d17_1,d17_7,1,2362
d17_10,d17_12,2,2363
d17_11,d17_10,2,2364
d17_13,d17_15,1,2365
d17_13,d17_16,1,2366
d17_13,d17_5,1,2367
d17_14,d17_17,1,2368
d17_14,d17_18,1,2369
d17_2,d17_3,7,2370
d17_2,d17_8,1,2371
d17_3,d17_14,1,2372
d17_3,d17_4,7,2373
d17_4,d17_10,1,2374
d17_4,d17_5,7,2375
d17_5,d17_6,7,2376
d17_6,d17_1,7,2377
d17_6,d17_9,1,2378
d180_1,d180_2,7,2379
d180_1,d180_29,1,2380
d180_10,d180_32,1,2381
d180_10,d180_6,7,2382
d180_11,d180_12,7,2383
d180_11,d180_15,7,2384
d180_12,d180_13,7,2385
d180_13,d180_14,7,2386
d180_13,d180_33,1,2387
d180_14,d180_34,1,2388
d180_14,d180_8,7,2389
d180_15,d180_16,7,2390
d180_15,d180_19,7,2391
d180_16,d180_17,7,2392
d180_17,d180_18,7,2393
d180_17,d180_35,1,2394
d180_18,d180_12,7,2395
d180_18,d180_36,1,2396
d180_19,d180_20,7,2397
d180_2,d180_3,7,2398
d180_2,d180_30,1,2399
d180_20,d180_21,7,2400
d180_20,d180_37,1,2401
d180_21,d180_22,7,2402
d180_21,d180_38,1,2403
d180_22,d180_16,7,2404
d180_22,d180_23,1,2405
d180_23,d180_25,2,2406
d180_23,d180_26,2,2407
d180_24,d180_27,2,2408
d180_24,d180_28,2,2409
d180_3,d180_24,1,2410
d180_3,d180_4,7,2411
d180_4,d180_19,1,2412
d180_4,d180_5,7,2413
d180_5,d180_6,7,2414
d180_5,d180_7,7,2415
d180_6,d180_1,7,2416
d180_7,d180_11,7,2417
d180_7,d180_8,7,2418
d180_8,d180_9,7,2419
d180_9,d180_10,7,2420
d180_9,d180_31,1,2421
d181_1,d181_2,7,2422
d181_1,d181_7,1,2423
d181_10,d181_15,1,2424
d181_10,d181_16,1,2425
d181_11,d181_17,1,2426
d181_11,d181_18,1,2427
d181_12,d181_13,2,2428
d181_12,d181_14,2,2429
d181_2,d181_11,1,2430
d181_2,d181_3,7,2431
d181_3,d181_4,7,2432
d181_3,d181_8,1,2433
d181_4,d181_12,1,2434
d181_4,d181_5,7,2435
d181_5,d181_10,1,2436
d181_5,d181_6,7,2437
d181_6,d181_1,7,2438
d181_6,d181_9,1,2439
d182_1,d182_2,7,2440
d182_1,d182_7,1,2441
d182_10,d182_11,7,2442
d182_11,d182_12,7,2443
d182_11,d182_16,1,2444
d182_12,d182_13,7,2445
d182_12,d182_14,1,2446
d182_13,d182_15,1,2447
d182_13,d182_4,7,2448
d182_16,d182_17,1,2449
d182_16,d182_18,1,2450
d182_16,d182_19,1,2451
d182_2,d182_20,1,2452
d182_2,d182_3,7,2453
d182_20,d182_21,2,2454
d182_20,d182_22,2,2455
d182_3,d182_10,7,2456
d182_3,d182_4,7,2457
d182_4,d182_5,7,2458
d182_5,d182_6,7,2459
d182_5,d182_8,1,2460
d182_6,d182_1,7,2461
d182_6,d182_9,1,2462
d183_1,d183_2,7,2463
d183_1,d183_7,1,2464
d183_10,d183_11,7,2465
d183_10,d183_14,1,2466
d183_11,d183_12,7,2467
d183_11,d183_20,7,2468
d183_12,d183_15,7,2469
d183_12,d183_4,7,2470
d183_15,d183_16,7,2471
d183_16,d183_17,7,2472
d183_16,d183_18,1,2473
d183_17,d183_19,1,2474
d183_17,d183_5,7,2475
d183_2,d183_3,7,2476
d183_2,d183_8,1,2477
d183_20,d183_21,7,2478
d183_20,d183_23,1,2479
d183_21,d183_22,7,2480
d183_21,d183_24,1,2481
d183_22,d183_15,7,2482
d183_22,d183_25,1,2483
d183_25,d183_29,2,2484
d183_25,d183_30,2,2485
d183_26,d183_27,2,2486
d183_26,d183_28,2,2487
d183_3,d183_4,7,2488
d183_3,d183_9,7,2489
d183_4,d183_5,7,2490
d183_5,d183_6,7,2491
d183_6,d183_1,7,2492
d183_6,d183_26,1,2493
d183_9,d183_10,7,2494
d183_9,d183_13,1,2495
d184_1,d184_2,7,2496
d184_1,d184_7,1,2497
d184_10,d184_11,7,2498
d184_10,d184_25,1,2499
d184_11,d184_12,7,2500
d184_11,d184_14,1,2501
d184_12,d184_13,7,2502
d184_12,d184_15,1,2503
d184_13,d184_4,7,2504
d184_16,d184_17,7,2505
d184_16,d184_5,1,2506
d184_17,d184_13,1,2507
d184_17,d184_18,7,2508
d184_18,d184_19,7,2509
d184_18,d184_22,1,2510
d184_19,d184_20,7,2511
d184_19,d184_23,1,2512
d184_2,d184_3,7,2513
d184_2,d184_8,1,2514
d184_20,d184_21,7,2515
d184_20,d184_24,1,2516
d184_21,d184_16,7,2517
d184_21,d184_26,1,2518
d184_25,d184_29,2,2519
d184_25,d184_30,2,2520
d184_26,d184_27,2,2521
d184_26,d184_28,2,2522
d184_3,d184_10,7,2523
d184_3,d184_4,7,2524
d184_4,d184_5,7,2525
d184_5,d184_6,7,2526
d184_6,d184_1,7,2527
d184_6,d184_9,1,2528
d185_1,d185_2,7,2529
d185_1,d185_7,1,2530
d185_11,d185_15,2,2531
d185_11,d185_16,2,2532
d185_12,d185_13,2,2533
d185_12,d185_14,2,2534
d185_2,d185_12,1,2535
d185_2,d185_3,7,2536
d185_3,d185_11,1,2537
d185_3,d185_4,7,2538
d185_4,d185_5,7,2539
d185_4,d185_8,1,2540
d185_5,d185_10,1,2541
d185_5,d185_6,7,2542
d185_6,d185_1,7,2543
d185_6,d185_9,1,2544
d186_1,d186_2,7,2545
d186_1,d186_7,1,2546
d186_10,d186_11,1,2547
d186_10,d186_17,1,2548
d186_11,d186_15,1,2549
d186_11,d186_16,1,2550
d186_12,d186_11,1,2551
d186_12,d186_13,1,2552
d186_12,d186_14,1,2553
d186_18,d186_19,2,2554
d186_18,d186_20,2,2555
d186_2,d186_3,7,2556
d186_2,d186_8,1,2557
d186_3,d186_10,1,2558
d186_3,d186_4,7,2559
d186_4,d186_12,1,2560
d186_4,d186_5,7,2561
d186_5,d186_6,7,2562
d186_5,d186_9,1,2563
d186_6,d186_1,7,2564
d186_6,d186_18,1,2565
d187_1,d187_2,1,2566
d187_10,d187_13,1,2567
d187_10,d187_5,7,2568
d187_14,d187_15,7,2569
d187_14,d187_18,1,2570
d187_15,d187_16,7,2571
d187_15,d187_19,1,2572
d187_16,d187_17,7,2573
d187_16,d187_20,1,2574
d187_17,d187_21,1,2575
d187_17,d187_3,7,2576
d187_2,d187_14,7,2577
d187_2,d187_3,7,2578
d187_22,d187_23,7,2579
d187_22,d187_26,1,2580
d187_23,d187_24,7,2581
d187_23,d187_27,1,2582
d187_24,d187_25,7,2583
d187_24,d187_28,1,2584
d187_25,d187_1,7,2585
d187_25,d187_29,1,2586
d187_3,d187_4,1,2587
d187_30,d187_31,2,2588
d187_30,d187_32,2,2589
d187_4,d187_5,7,2590
d187_4,d187_7,7,2591
d187_5,d187_6,1,2592
d187_6,d187_1,7,2593
d187_6,d187_22,7,2594
d187_7,d187_11,1,2595
d187_7,d187_8,7,2596
d187_8,d187_12,1,2597
d187_8,d187_9,7,2598
d187_9,d187_10,7,2599
d187_9,d187_30,1,2600
d188_1,d188_2,7,2601
d188_1,d188_7,1,2602
d188_11,d188_12,7,2603
d188_12,d188_13,7,2604
d188_12,d188_17,1,2605
d188_13,d188_14,7,2606
d188_13,d188_18,1,2607
d188_14,d188_15,7,2608
d188_14,d188_22,1,2609
d188_15,d188_16,7,2610
d188_15,d188_19,1,2611
d188_16,d188_11,7,2612
d188_2,d188_3,7,2613
d188_2,d188_8,1,2614
d188_20,d188_11,1,2615
d188_20,d188_21,1,2616
d188_22,d188_23,2,2617
d188_22,d188_24,2,2618
d188_3,d188_20,1,2619
d188_3,d188_4,7,2620
d188_4,d188_16,1,2621
d188_4,d188_5,7,2622
d188_5,d188_6,7,2623
d188_5,d188_9,1,2624
d188_6,d188_1,7,2625
d188_6,d188_10,1,2626
d18_1,d18_18,1,2627
d18_1,d18_2,7,2628
d18_10,d18_11,7,2629
d18_10,d18_15,1,2630
d18_11,d18_12,7,2631
d18_11,d18_24,1,2632
d18_12,d18_7,7,2633
d18_13,d18_14,2,2634
d18_13,d18_7,1,2635
d18_15,d18_17,2,2636
d18_16,d18_15,2,2637
d18_2,d18_19,1,2638
d18_2,d18_3,7,2639
d18_3,d18_13,1,2640
d18_3,d18_4,7,2641
d18_4,d18_12,1,2642
d18_4,d18_5,7,2643
d18_5,d18_20,1,2644
d18_5,d18_6,7,2645
d18_6,d18_1,7,2646
d18_6,d18_21,1,2647
d18_7,d18_8,7,2648
d18_8,d18_22,1,2649
d18_8,d18_9,7,2650
d18_9,d18_10,7,2651
d18_9,d18_23,1,2652
d19_1,d19_2,7,2653
d19_1,d19_7,1,2654
d19_10,d19_11,7,2655
d19_11,d19_12,7,2656
d19_11,d19_14,1,2657
d19_12,d19_13,7,2658
d19_12,d19_15,1,2659
d19_13,d19_16,1,2660
d19_13,d19_4,7,2661
d19_17,d19_6,1,2662
d19_18,d19_17,2,2663
d19_19,d19_17,2,2664
d19_2,d19_3,7,2665
d19_2,d19_8,1,2666
d19_3,d19_10,7,2667
d19_3,d19_4,7,2668
d19_4,d19_5,7,2669
d19_5,d19_6,7,2670
d19_5,d19_9,1,2671
d19_6,d19_1,7,2672
d1_1,d1_2,7,2673
d1_1,d1_7,1,2674
d1_11,d1_12,7,2675
d1_11,d1_17,7,2676
d1_12,d1_13,7,2677
d1_13,d1_14,7,2678
d1_13,d1_15,1,2679
d1_14,d1_16,1,2680
d1_14,d1_5,7,2681
d1_17,d1_18,7,2682
d1_17,d1_21,1,2683
d1_18,d1_19,7,2684
d1_18,d1_22,1,2685
d1_19,d1_20,7,2686
d1_2,d1_3,7,2687
d1_2,d1_8,1,2688
d1_20,d1_12,7,2689
d1_20,d1_23,1,2690
d1_24,d1_19,1,2691
d1_24,d1_25,2,2692
d1_24,d1_26,2,2693
d1_3,d1_4,7,2694
d1_3,d1_9,1,2695
d1_4,d1_11,7,2696
d1_4,d1_5,7,2697
d1_5,d1_6,7,2698
d1_6,d1_1,7,2699
d1_6,d1_10,1,2700
d20_1,d20_14,1,2701
d20_1,d20_2,7,2702
d20_10,d20_11,7,2703
d20_10,d20_21,1,2704
d20_11,d20_12,7,2705
d20_11,d20_22,1,2706
d20_12,d20_7,7,2707
d20_13,d20_23,1,2708
d20_13,d20_24,1,2709
d20_13,d20_7,1,2710
d20_14,d20_15,2,2711
d20_14,d20_16,2,2712
d20_2,d20_17,1,2713
d20_2,d20_3,7,2714
d20_25,d20_26,3,2715
d20_3,d20_13,1,2716
d20_3,d20_4,7,2717
d20_4,d20_12,1,2718
d20_4,d20_5,7,2719
d20_5,d20_18,1,2720
d20_5,d20_6,7,2721
d20_6,d20_1,7,2722
d20_6,d20_19,1,2723
d20_7,d20_8,7,2724
d20_8,d20_20,1,2725
d20_8,d20_9,7,2726
d20_9,d20_10,7,2727
d20_9,d20_25,1,2728
d21_1,d21_2,7,2729
d21_1,d21_7,1,2730
d21_11,d21_12,7,2731
d21_12,d21_13,7,2732
d21_12,d21_17,1,2733
d21_13,d21_14,7,2734
d21_13,d21_18,1,2735
d21_14,d21_15,7,2736
d21_15,d21_16,7,2737
d21_15,d21_19,1,2738
d21_16,d21_11,7,2739
d21_16,d21_20,1,2740
d21_2,d21_3,7,2741
d21_2,d21_8,1,2742
d21_21,d21_14,1,2743
d21_22,d21_26,2,2744
d21_22,d21_6,1,2745
d21_23,d21_21,2,2746
d21_24,d21_21,2,2747
d21_25,d21_22,2,2748
d21_3,d21_4,7,2749
d21_3,d21_9,1,2750
d21_4,d21_11,1,2751
d21_4,d21_5,7,2752
d21_5,d21_10,1,2753
d21_5,d21_6,7,2754
d21_6,d21_1,7,2755
d22_1,d22_15,1,2756
d22_1,d22_2,7,2757
d22_10,d22_11,7,2758
d22_10,d22_22,1,2759
d22_11,d22_12,7,2760
d22_11,d22_23,1,2761
d22_12,d22_7,7,2762
d22_13,d22_24,1,2763
d22_13,d22_25,1,2764
d22_13,d22_7,1,2765
d22_15,d22_16,2,2766
d22_15,d22_17,2,2767
d22_2,d22_18,1,2768
d22_2,d22_3,7,2769
d22_3,d22_13,1,2770
d22_3,d22_4,7,2771
d22_4,d22_12,1,2772
d22_4,d22_5,7,2773
d22_5,d22_19,1,2774
d22_5,d22_6,7,2775
d22_6,d22_1,7,2776
d22_6,d22_20,1,2777
d22_7,d22_8,7,2778
d22_8,d22_21,1,2779
d22_8,d22_9,7,2780
d22_9,d22_10,7,2781
d22_9,d22_14,1,2782
d23_1,d23_2,7,2783
d23_1,d23_21,1,2784
d23_10,d23_26,1,2785
d23_10,d23_5,7,2786
d23_11,d23_12,7,2787
d23_11,d23_27,1,2788
d23_12,d23_13,7,2789
d23_12,d23_15,7,2790
d23_13,d23_14,7,2791
d23_14,d23_8,7,2792
d23_15,d23_16,7,2793
d23_15,d23_28,1,2794
d23_16,d23_17,7,2795
d23_16,d23_29,1,2796
d23_17,d23_18,7,2797
d23_17,d23_30,1,2798
d23_18,d23_13,7,2799
d23_19,d23_14,7,2800
d23_19,d23_20,7,2801
d23_19,d23_31,1,2802
d23_2,d23_22,1,2803
d23_2,d23_3,7,2804
d23_20,d23_18,7,2805
d23_3,d23_23,1,2806
d23_3,d23_4,7,2807
d23_32,d23_20,1,2808
d23_32,d23_34,2,2809
d23_33,d23_32,2,2810
d23_4,d23_5,7,2811
d23_4,d23_7,7,2812
d23_5,d23_6,7,2813
d23_6,d23_1,7,2814
d23_6,d23_24,1,2815
d23_7,d23_11,7,2816
d23_7,d23_8,7,2817
d23_8,d23_9,7,2818
d23_9,d23_10,7,2819
d23_9,d23_25,1,2820
d24_1,d24_2,7,2821
d24_1,d24_7,1,2822
d24_10,d24_11,7,2823
d24_10,d24_14,1,2824
d24_11,d24_12,7,2825
d24_11,d24_15,7,2826
d24_12,d24_4,7,2827
d24_15,d24_16,7,2828
d24_15,d24_19,1,2829
d24_16,d24_17,7,2830
d24_16,d24_20,1,2831
d24_17,d24_18,7,2832
d24_17,d24_21,7,2833
d24_18,d24_12,7,2834
d24_2,d24_3,7,2835
d24_2,d24_8,1,2836
d24_21,d24_22,7,2837
d24_21,d24_25,1,2838
d24_22,d24_23,7,2839
d24_23,d24_24,7,2840
d24_23,d24_26,7,2841
d24_24,d24_18,7,2842
d24_26,d24_27,7,2843
d24_26,d24_30,1,2844
d24_27,d24_28,7,2845
d24_27,d24_31,1,2846
d24_28,d24_29,7,2847
d24_28,d24_32,7,2848
d24_29,d24_24,7,2849
d24_3,d24_4,7,2850
d24_3,d24_9,7,2851
d24_32,d24_33,7,2852
d24_32,d24_34,1,2853
d24_33,d24_35,1,2854
d24_33,d24_6,7,2855
d24_36,d24_22,1,2856
d24_36,d24_37,2,2857
d24_36,d24_38,2,2858
d24_4,d24_5,7,2859
d24_5,d24_29,7,2860
