Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
me,a,a,1067.0,4.0,0.0,1,1.0,2011.0,"Feb,May,Aug,Nov"
mf,a,a,15747.0,1.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
mg,a,a,14144.0,1.0,1998.0,0,0.0,0.0,
mh,c,a,9269.0,3.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
mi,a,a,6557.0,0.0,0.0,0,0.0,0.0,
mj,a,c,0.0,0.0,0.0,0,0.0,0.0,
mk,a,a,4182.0,6.0,2006.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
ml,a,a,8750.0,4.0,2012.0,0,0.0,0.0,
mm,a,a,0.0,0.0,0.0,1,28.0,2009.0,"Mar,Jun,Sept,Dec"
mn,d,c,0.0,3.0,2007.0,0,0.0,0.0,
mo,a,c,2630.0,10.0,2011.0,1,10.0,2009.0,"Jan,Apr,Jul,Oct"
mp,a,c,8814.0,3.0,2010.0,1,0.0,0.0,
mq,a,a,13138.0,4.0,0.0,1,40.0,2011.0,
mr,a,c,10760.0,1.0,2006.0,0,14.0,0.0,
ms,d,c,7096.0,0.0,2012.0,1,28.0,2015.0,"Mar,Jun,Sept,Dec"
mt,a,c,4187.0,3.0,2005.0,0,40.0,2013.0,
mu,c,c,0.0,4.0,2005.0,0,0.0,0.0,
mv,a,c,6694.0,9.0,2009.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct"
mw,d,c,10946.0,4.0,2014.0,1,0.0,2011.0,
mx,c,a,7859.0,11.0,2012.0,0,0.0,0.0,
my,a,b,11438.0,3.0,2009.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
mz,a,a,11370.0,12.0,2014.0,0,0.0,2011.0,
mA,a,a,20132.0,11.0,2007.0,0,0.0,0.0,
mB,d,a,11085.0,3.0,2005.0,0,0.0,0.0,
mC,a,a,8449.0,0.0,2012.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
mD,a,c,25497.0,10.0,2008.0,0,0.0,0.0,
mE,a,a,14893.0,0.0,0.0,0,14.0,0.0,"Jan,Apr,Jul,Oct"
mF,a,c,0.0,4.0,0.0,1,13.0,2012.0,"Jan,Apr,Jul,Oct"
mG,b,a,6466.0,0.0,0.0,1,40.0,0.0,
mH,d,c,13694.0,7.0,0.0,1,5.0,2009.0,"Feb,May,Aug,Nov"
mI,d,b,8580.0,4.0,0.0,1,45.0,2013.0,"Jan,Apr,Jul,Oct"
mJ,a,c,11497.0,0.0,0.0,1,36.0,2012.0,"Jan,Apr,Jul,Oct"
mK,d,a,0.0,4.0,0.0,0,0.0,0.0,
mL,a,a,7084.0,3.0,0.0,1,14.0,2011.0,
mM,d,b,0.0,0.0,2010.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
mN,a,c,0.0,9.0,2014.0,0,14.0,2011.0,
mO,a,c,15320.0,4.0,2008.0,0,31.0,0.0,
mP,a,b,15895.0,11.0,2014.0,1,0.0,2011.0,"Jan,Apr,Jul,Oct"
mQ,a,a,4782.0,7.0,2006.0,0,0.0,0.0,
mR,b,c,0.0,0.0,2013.0,1,13.0,2009.0,"Jan,Apr,Jul,Oct"
mS,a,c,7346.0,7.0,2014.0,0,0.0,0.0,
mT,a,a,0.0,4.0,2008.0,1,10.0,2011.0,"Feb,May,Aug,Nov"
mU,a,b,7038.0,12.0,2005.0,0,0.0,0.0,
mV,a,a,6339.0,0.0,0.0,0,0.0,0.0,
mW,a,a,0.0,0.0,2012.0,1,14.0,2011.0,"Feb,May,Aug,Nov"
mX,a,a,0.0,12.0,2009.0,0,0.0,0.0,"Jan,Apr,Jul,Oct"
mY,a,a,3359.0,4.0,2005.0,0,0.0,0.0,
mZ,d,a,0.0,11.0,2002.0,0,0.0,0.0,
na,a,a,412.0,9.0,2012.0,0,0.0,0.0,
nb,c,c,7199.0,7.0,2008.0,1,5.0,0.0,"Jan,Apr,Jul,Oct"
nc,a,a,0.0,6.0,2009.0,0,0.0,0.0,
nd,a,c,6963.0,9.0,2012.0,1,5.0,2014.0,"Jan,Apr,Jul,Oct"
ne,d,a,10849.0,0.0,2005.0,0,0.0,0.0,
nf,a,a,2746.0,7.0,2011.0,0,0.0,0.0,
ng,a,c,4463.0,0.0,0.0,0,13.0,2011.0,"Feb,May,Aug,Nov"
nh,d,a,4611.0,9.0,2014.0,1,10.0,2012.0,"Feb,May,Aug,Nov"
ni,a,c,16751.0,4.0,0.0,0,0.0,0.0,
nj,a,c,4999.0,6.0,2006.0,0,0.0,0.0,
nk,a,a,0.0,3.0,2013.0,1,13.0,2012.0,"Feb,May,Aug,Nov"
nl,a,c,6684.0,9.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
nm,d,c,0.0,9.0,2005.0,0,0.0,0.0,
nn,d,b,4314.0,9.0,2012.0,0,0.0,0.0,
no,c,c,9533.0,9.0,2009.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
np,a,a,9191.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
nq,d,c,426.0,10.0,2005.0,0,0.0,0.0,
nr,a,a,9046.0,5.0,2002.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec"
ns,a,c,22576.0,6.0,2015.0,1,14.0,0.0,"Jan,Apr,Jul,Oct"
nt,a,a,0.0,4.0,0.0,1,14.0,2013.0,
nu,a,c,2629.0,0.0,0.0,0,0.0,0.0,
nv,c,c,7745.0,3.0,2008.0,1,1.0,2011.0,"Jan,Apr,Jul,Oct"
nw,a,a,3474.0,4.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
nx,a,c,67.0,4.0,2007.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
ny,d,a,0.0,0.0,0.0,0,10.0,0.0,"Jan,Apr,Jul,Oct"
nz,d,a,0.0,0.0,2013.0,1,31.0,2014.0,"Jan,Apr,Jul,Oct"
nA,a,c,8474.0,1.0,2009.0,0,0.0,0.0,
nB,d,a,11606.0,4.0,2008.0,0,0.0,0.0,
nC,a,a,0.0,0.0,2014.0,1,40.0,2012.0,
nD,d,a,0.0,0.0,2013.0,0,0.0,0.0,
nE,a,c,0.0,12.0,2002.0,0,0.0,0.0,
nF,a,c,1761.0,9.0,0.0,1,40.0,2013.0,
nG,d,c,4239.0,4.0,2014.0,0,0.0,0.0,
nH,a,c,7231.0,11.0,2006.0,0,0.0,0.0,
nI,d,c,2793.0,7.0,2010.0,1,40.0,2014.0,
nJ,a,a,11738.0,10.0,2011.0,0,0.0,0.0,
nK,d,c,14839.0,0.0,2013.0,1,22.0,2013.0,"Jan,Apr,Jul,Oct"
nL,a,a,9476.0,0.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
nM,d,a,0.0,4.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
nN,c,c,8623.0,4.0,2013.0,1,1.0,2011.0,"Jan,Apr,Jul,Oct"
nO,d,c,14276.0,8.0,1998.0,1,0.0,2014.0,
nP,a,a,20408.0,0.0,2009.0,0,0.0,0.0,
nQ,a,a,6832.0,1.0,2005.0,1,0.0,2011.0,"Jan,Apr,Jul,Oct"
nR,a,c,0.0,0.0,0.0,0,0.0,0.0,
nS,a,c,20472.0,0.0,0.0,1,40.0,0.0,
nT,a,a,12785.0,9.0,0.0,0,0.0,0.0,
nU,b,c,6306.0,2.0,2009.0,1,0.0,0.0,
nV,d,c,0.0,3.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
nW,a,a,7410.0,7.0,2013.0,0,0.0,0.0,
nX,d,a,9854.0,6.0,2005.0,1,0.0,2014.0,"Jan,Apr,Jul,Oct"
nY,b,a,0.0,0.0,0.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
nZ,a,c,4296.0,11.0,2003.0,1,1.0,2014.0,"Feb,May,Aug,Nov"
oa,a,a,0.0,12.0,2004.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
ob,d,a,7611.0,11.0,2010.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
oc,a,a,0.0,0.0,0.0,0,14.0,0.0,"Jan,Apr,Jul,Oct"
od,a,a,10562.0,9.0,2012.0,0,0.0,0.0,
oe,d,a,0.0,9.0,0.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct"
of,d,a,7069.0,0.0,0.0,0,0.0,0.0,
og,a,a,0.0,3.0,2012.0,0,0.0,0.0,
oh,a,a,2090.0,9.0,0.0,1,0.0,2013.0,
oi,a,a,8207.0,6.0,2002.0,1,18.0,2010.0,"Mar,Jun,Sept,Dec"
oj,a,c,13433.0,5.0,2004.0,1,1.0,2010.0,"Mar,Jun,Sept,Dec"
ok,d,a,3693.0,0.0,0.0,1,0.0,2011.0,"Jan,Apr,Jul,Oct"
ol,a,c,6313.0,0.0,0.0,1,10.0,2014.0,"Feb,May,Aug,Nov"
om,a,c,2042.0,7.0,2014.0,1,37.0,2014.0,"Jan,Apr,Jul,Oct"
on,a,a,2852.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
oo,a,c,9662.0,3.0,2011.0,1,36.0,2015.0,"Mar,Jun,Sept,Dec"
op,a,c,3223.0,4.0,2011.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
oq,a,a,1586.0,4.0,2013.0,1,31.0,2012.0,"Jan,Apr,Jul,Oct"
or,a,a,8016.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
os,a,a,634.0,12.0,2007.0,1,0.0,2013.0,"Jan,Apr,Jul,Oct"
ot,a,a,0.0,0.0,2005.0,0,0.0,0.0,
ou,a,a,10184.0,12.0,2012.0,1,0.0,2011.0,"Jan,Apr,Jul,Oct"
ov,d,a,3533.0,9.0,0.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct"
ow,d,c,13155.0,0.0,0.0,0,0.0,0.0,
ox,d,c,14104.0,9.0,2013.0,0,0.0,0.0,
oy,c,c,6455.0,0.0,2013.0,0,0.0,0.0,
oz,d,a,1703.0,5.0,1998.0,0,0.0,0.0,
oA,a,c,6278.0,0.0,0.0,0,0.0,0.0,
oB,a,a,14479.0,9.0,2009.0,0,0.0,0.0,
oC,a,c,5791.0,11.0,2012.0,0,0.0,0.0,"Jan,Apr,Jul,Oct"
oD,a,a,0.0,9.0,2005.0,0,14.0,0.0,
oE,a,a,4132.0,9.0,0.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct"
oF,a,a,8356.0,0.0,0.0,0,0.0,2011.0,
oG,b,c,6165.0,12.0,2008.0,0,0.0,0.0,
oH,d,c,12927.0,6.0,2007.0,1,37.0,2014.0,"Feb,May,Aug,Nov"
oI,a,a,7008.0,9.0,2005.0,1,13.0,2015.0,"Jan,Apr,Jul,Oct"
oJ,a,a,1771.0,0.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
oK,c,a,0.0,3.0,2012.0,0,0.0,0.0,
oL,a,c,13492.0,11.0,2008.0,0,0.0,0.0,
oM,d,c,0.0,0.0,0.0,0,31.0,2013.0,
oN,a,a,3461.0,3.0,2013.0,0,0.0,0.0,
oO,a,c,10063.0,5.0,2008.0,0,0.0,0.0,
oP,d,a,9115.0,2.0,2000.0,0,0.0,0.0,
oQ,d,c,0.0,0.0,0.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
oR,a,a,9871.0,9.0,0.0,0,0.0,0.0,
oS,d,a,10475.0,11.0,2013.0,0,0.0,2011.0,
oT,a,a,0.0,11.0,2012.0,0,0.0,0.0,
oU,b,c,6380.0,0.0,0.0,0,10.0,0.0,"Jan,Apr,Jul,Oct"
oV,a,c,0.0,0.0,0.0,0,31.0,2011.0,"Jan,Apr,Jul,Oct"
oW,d,a,0.0,0.0,2013.0,0,0.0,0.0,
oX,b,c,6154.0,0.0,0.0,1,0.0,2011.0,
oY,c,a,744.0,4.0,2005.0,1,14.0,2011.0,
oZ,d,a,0.0,5.0,2004.0,0,0.0,0.0,"Jan,Apr,Jul,Oct"
pa,a,a,5760.0,8.0,2006.0,0,0.0,0.0,
pb,d,a,8129.0,7.0,2015.0,0,0.0,0.0,
pc,a,c,8251.0,1.0,2011.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec"
pd,a,b,17314.0,0.0,0.0,0,0.0,0.0,
pe,d,a,9245.0,0.0,2013.0,0,0.0,0.0,
pf,a,a,17276.0,9.0,0.0,1,40.0,2013.0,
pg,a,a,6794.0,4.0,2004.0,1,0.0,2013.0,
ph,a,c,0.0,0.0,0.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct"
pi,a,c,6085.0,0.0,0.0,0,0.0,0.0,
pj,a,c,0.0,1.0,2008.0,1,28.0,2015.0,"Mar,Jun,Sept,Dec"
pk,a,b,0.0,4.0,2013.0,0,40.0,2011.0,"Jan,Apr,Jul,Oct"
pl,d,a,0.0,0.0,0.0,0,0.0,0.0,
pm,a,c,9167.0,0.0,0.0,0,0.0,0.0,
pn,a,a,0.0,0.0,0.0,0,0.0,0.0,
po,d,c,5093.0,0.0,0.0,0,14.0,0.0,
pp,d,c,9093.0,12.0,0.0,0,40.0,0.0,
pq,d,a,9174.0,9.0,2013.0,1,0.0,2011.0,
pr,a,c,0.0,2.0,2010.0,0,0.0,0.0,
ps,d,a,8288.0,4.0,2013.0,0,0.0,0.0,
pt,a,a,7775.0,10.0,2011.0,1,10.0,2015.0,"Feb,May,Aug,Nov"
pu,a,a,16888.0,3.0,2011.0,0,0.0,0.0,
pv,a,a,12267.0,6.0,2008.0,1,40.0,2013.0,"Feb,May,Aug,Nov"
pw,a,c,0.0,0.0,0.0,0,40.0,0.0,
px,d,c,0.0,0.0,0.0,1,0.0,2013.0,"Jan,Apr,Jul,Oct"
py,a,a,15074.0,0.0,0.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct"
pz,a,c,6490.0,11.0,2009.0,0,0.0,0.0,
pA,a,a,0.0,0.0,2012.0,0,31.0,2013.0,"Jan,Apr,Jul,Oct"
pB,a,a,0.0,10.0,1998.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
pC,a,a,734.0,7.0,2007.0,0,0.0,0.0,
pD,a,c,0.0,9.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
pE,a,a,11122.0,0.0,0.0,0,0.0,0.0,
pF,a,a,5272.0,12.0,2014.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
pG,a,a,10693.0,11.0,2011.0,1,13.0,2013.0,"Feb,May,Aug,Nov"
pH,d,c,20474.0,0.0,0.0,0,0.0,0.0,
pI,d,c,0.0,4.0,2013.0,0,0.0,0.0,
pJ,d,a,0.0,0.0,2012.0,0,14.0,2013.0,"Jan,Apr,Jul,Oct"
pK,d,c,0.0,4.0,0.0,1,45.0,2010.0,"Mar,Jun,Sept,Dec"
pL,d,c,0.0,0.0,0.0,1,28.0,2015.0,"Feb,May,Aug,Nov"
pM,a,c,6587.0,11.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
pN,a,a,9938.0,11.0,2010.0,0,14.0,0.0,
pO,a,a,8607.0,1.0,1998.0,0,0.0,0.0,
pP,a,a,12043.0,1.0,1998.0,0,0.0,0.0,
pQ,d,a,801.0,0.0,0.0,0,0.0,0.0,
pR,a,a,0.0,4.0,0.0,1,0.0,0.0,"Jan,Apr,Jul,Oct"
pS,a,a,0.0,12.0,2007.0,1,14.0,2013.0,
pT,a,c,6562.0,4.0,2004.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
pU,d,c,0.0,3.0,2005.0,0,0.0,0.0,
pV,d,c,0.0,4.0,0.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct"
pW,d,c,6583.0,9.0,2005.0,1,14.0,0.0,"Jan,Apr,Jul,Oct"
pX,a,a,0.0,2.0,2002.0,0,0.0,0.0,
pY,a,a,8439.0,11.0,2009.0,0,0.0,0.0,
pZ,a,a,13117.0,3.0,2008.0,1,28.0,2009.0,"Mar,Jun,Sept,Dec"
qa,a,a,6790.0,4.0,2008.0,0,0.0,0.0,
qb,a,a,4670.0,4.0,2014.0,1,10.0,0.0,"Jan,Apr,Jul,Oct"
qc,a,a,7757.0,12.0,1998.0,0,0.0,0.0,
qd,d,a,8577.0,11.0,2005.0,0,0.0,0.0,
qe,a,a,0.0,9.0,2013.0,0,0.0,0.0,
qf,a,c,10039.0,10.0,2008.0,0,0.0,0.0,
qg,b,a,495.0,6.0,2010.0,1,5.0,2014.0,"Feb,May,Aug,Nov"
qh,d,c,14516.0,0.0,2012.0,1,14.0,0.0,"Jan,Apr,Jul,Oct"
qi,a,a,13840.0,10.0,2015.0,0,40.0,2011.0,"Jan,Apr,Jul,Oct"
qj,a,a,7640.0,0.0,0.0,1,0.0,2011.0,"Jan,Apr,Jul,Oct"
qk,a,a,1748.0,0.0,0.0,0,0.0,0.0,"Jan,Apr,Jul,Oct"
ql,a,c,4395.0,4.0,0.0,0,14.0,0.0,"Jan,Apr,Jul,Oct"
qm,a,a,10126.0,0.0,0.0,0,0.0,2013.0,
qn,d,c,12845.0,3.0,0.0,0,0.0,0.0,
qo,a,a,535.0,12.0,2015.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
qp,d,c,11684.0,0.0,0.0,0,40.0,2013.0,"Jan,Apr,Jul,Oct"
qq,a,a,13542.0,0.0,2013.0,1,28.0,2010.0,"Mar,Jun,Sept,Dec"
qr,d,c,18643.0,4.0,2012.0,1,37.0,2014.0,"Jan,Apr,Jul,Oct"
qs,a,a,7214.0,1.0,2000.0,0,40.0,0.0,
qt,a,a,2847.0,10.0,2009.0,1,0.0,2013.0,"Jan,Apr,Jul,Oct"
qu,a,a,6447.0,3.0,0.0,0,0.0,0.0,
qv,b,c,0.0,4.0,2014.0,1,28.0,2015.0,"Mar,Jun,Sept,Dec"
qw,a,c,8681.0,7.0,2012.0,0,0.0,0.0,
qx,a,a,0.0,1.0,2015.0,1,45.0,2010.0,"Mar,Jun,Sept,Dec"
qy,a,c,13678.0,0.0,2013.0,0,0.0,2012.0,
qz,d,c,5273.0,12.0,2008.0,1,28.0,2009.0,"Mar,Jun,Sept,Dec"
qA,d,c,15896.0,2.0,2007.0,0,0.0,0.0,
qB,a,a,0.0,0.0,2013.0,0,0.0,0.0,
qC,a,a,0.0,11.0,2005.0,0,0.0,0.0,
qD,d,c,5893.0,0.0,2012.0,1,14.0,0.0,"Feb,May,Aug,Nov"
qE,d,c,2461.0,10.0,2012.0,1,22.0,2013.0,"Feb,May,Aug,Nov"
qF,d,b,18472.0,11.0,2014.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
qG,d,c,11929.0,9.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
qH,a,a,21811.0,4.0,2013.0,0,0.0,0.0,"Jan,Apr,Jul,Oct"
qI,a,a,11036.0,4.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
qJ,a,c,10186.0,0.0,2013.0,0,0.0,0.0,
qK,d,c,18074.0,0.0,0.0,0,0.0,0.0,
qL,a,c,0.0,4.0,2010.0,1,22.0,2015.0,"Feb,May,Aug,Nov"
qM,b,a,11156.0,7.0,2011.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
qN,a,a,12696.0,11.0,2005.0,0,0.0,0.0,"Jan,Apr,Jul,Oct"
qO,a,a,21489.0,4.0,0.0,0,0.0,0.0,
qP,a,c,1131.0,12.0,2012.0,0,0.0,0.0,
qQ,a,c,5267.0,9.0,2014.0,1,0.0,2011.0,"Jan,Apr,Jul,Oct"
qR,a,a,14683.0,11.0,0.0,0,0.0,2011.0,
qS,d,c,8475.0,0.0,0.0,1,31.0,2014.0,"Jan,Apr,Jul,Oct"
qT,a,a,0.0,7.0,2010.0,1,22.0,2009.0,"Feb,May,Aug,Nov"
qU,d,b,964.0,11.0,2008.0,1,0.0,2013.0,
qV,c,a,9632.0,12.0,2012.0,1,36.0,2015.0,"Feb,May,Aug,Nov"
qW,d,c,9328.0,7.0,2010.0,0,0.0,0.0,
qX,a,c,6613.0,4.0,2010.0,1,0.0,2011.0,
qY,a,a,8534.0,9.0,2013.0,0,0.0,0.0,
qZ,b,a,7239.0,9.0,2005.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
ra,a,a,6529.0,4.0,2007.0,0,0.0,0.0,
rb,d,a,11947.0,9.0,0.0,0,40.0,2013.0,
rc,d,a,1532.0,4.0,2013.0,1,14.0,0.0,"Jan,Apr,Jul,Oct"
rd,d,a,0.0,0.0,0.0,0,0.0,0.0,"Jan,Apr,Jul,Oct"
re,d,c,0.0,4.0,2012.0,1,37.0,2014.0,"Jan,Apr,Jul,Oct"
rf,a,a,0.0,3.0,2014.0,0,0.0,0.0,
rg,a,a,14168.0,7.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
rh,a,a,10520.0,7.0,2007.0,1,31.0,2014.0,"Jan,Apr,Jul,Oct"
ri,d,c,0.0,3.0,2014.0,1,0.0,0.0,
rj,a,a,0.0,3.0,2007.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct"
rk,d,a,8067.0,0.0,2013.0,1,5.0,2012.0,"Jan,Apr,Jul,Oct"
rl,d,a,0.0,9.0,2012.0,1,0.0,2011.0,"Jan,Apr,Jul,Oct"
rm,a,a,11888.0,7.0,0.0,1,0.0,0.0,
rn,a,a,14059.0,3.0,1998.0,0,0.0,0.0,
ro,d,a,17310.0,1.0,2001.0,0,0.0,0.0,
rp,a,a,11576.0,9.0,0.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct"
rq,a,a,0.0,10.0,2009.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
rr,c,c,11531.0,9.0,2009.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
rs,a,c,3315.0,11.0,0.0,1,40.0,0.0,"Jan,Apr,Jul,Oct"
rt,a,c,6512.0,9.0,2005.0,0,31.0,0.0,
ru,a,c,0.0,0.0,0.0,0,14.0,0.0,
rv,d,a,16840.0,0.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
rw,b,a,6952.0,3.0,2005.0,1,28.0,2015.0,"Mar,Jun,Sept,Dec"
rx,d,c,8705.0,9.0,0.0,0,40.0,0.0,
ry,d,c,11080.0,0.0,0.0,0,0.0,0.0,
rz,a,c,8421.0,1.0,2001.0,0,0.0,0.0,
rA,a,c,9829.0,12.0,2010.0,0,0.0,0.0,
rB,a,c,2563.0,12.0,2006.0,0,0.0,2011.0,
rC,a,a,2398.0,7.0,2009.0,1,45.0,2013.0,"Feb,May,Aug,Nov"
rD,b,a,4085.0,9.0,2012.0,0,0.0,0.0,
rE,a,a,0.0,7.0,2014.0,0,0.0,0.0,
rF,a,c,7014.0,11.0,2008.0,0,0.0,0.0,
rG,a,a,0.0,3.0,2013.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct"
rH,d,a,6091.0,2.0,2005.0,1,40.0,0.0,"Jan,Apr,Jul,Oct"
rI,a,a,3432.0,9.0,2005.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
rJ,c,c,0.0,11.0,1998.0,0,0.0,0.0,
rK,a,a,0.0,7.0,2015.0,0,0.0,0.0,"Jan,Apr,Jul,Oct"
rL,a,c,3815.0,3.0,2007.0,0,0.0,0.0,
rM,d,c,12232.0,9.0,0.0,0,0.0,0.0,
rN,d,c,2299.0,9.0,2009.0,1,28.0,2009.0,"Mar,Jun,Sept,Dec"
rO,a,c,2382.0,6.0,2009.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct"
rP,d,a,0.0,0.0,0.0,1,14.0,0.0,"Jan,Apr,Jul,Oct"
rQ,a,c,12928.0,9.0,2008.0,1,5.0,2014.0,"Jan,Apr,Jul,Oct"
rR,d,a,0.0,1.0,1998.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
rS,d,a,8318.0,1.0,1998.0,0,40.0,0.0,"Jan,Apr,Jul,Oct"
rT,a,a,15201.0,9.0,2005.0,0,0.0,2011.0,
rU,a,a,914.0,12.0,2014.0,0,0.0,0.0,
rV,d,c,22191.0,7.0,0.0,0,0.0,0.0,
rW,a,a,18552.0,12.0,2006.0,0,10.0,0.0,"Jan,Apr,Jul,Oct"
rX,d,a,0.0,10.0,2009.0,1,0.0,0.0,"Jan,Apr,Jul,Oct"
rY,a,c,15733.0,9.0,2009.0,0,0.0,0.0,
rZ,d,c,0.0,11.0,2013.0,1,27.0,2010.0,"Mar,Jun,Sept,Dec"
sa,d,c,0.0,10.0,0.0,0,0.0,0.0,
sb,a,a,16537.0,1.0,1998.0,0,0.0,0.0,
sc,d,a,3631.0,7.0,2012.0,0,40.0,0.0,
sd,d,a,21240.0,0.0,2012.0,1,28.0,2012.0,"Jan,Apr,Jul,Oct"
se,d,a,4461.0,8.0,2005.0,1,5.0,2012.0,
sf,a,b,14018.0,0.0,2013.0,0,0.0,2011.0,
sg,a,a,0.0,10.0,2006.0,0,0.0,2011.0,
sh,d,c,2727.0,11.0,2010.0,1,28.0,2009.0,"Jan,Apr,Jul,Oct"
si,a,c,9436.0,9.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
sj,b,a,1533.0,0.0,2012.0,0,0.0,0.0,
sk,a,a,7384.0,1.0,2006.0,0,0.0,0.0,
sl,a,c,0.0,7.0,2008.0,1,40.0,2014.0,
sm,d,a,17734.0,0.0,0.0,0,0.0,0.0,
sn,a,c,4029.0,0.0,0.0,1,0.0,0.0,
so,a,a,0.0,0.0,2012.0,0,0.0,2013.0,
sp,d,a,5754.0,0.0,0.0,0,0.0,0.0,
sq,d,c,9665.0,11.0,2010.0,1,0.0,0.0,
sr,a,a,10427.0,12.0,2000.0,0,0.0,0.0,
ss,a,a,1373.0,11.0,2014.0,1,22.0,2009.0,"Jan,Apr,Jul,Oct"
st,a,a,8229.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
su,a,a,24069.0,0.0,0.0,1,37.0,2014.0,"Jan,Apr,Jul,Oct"
sv,d,a,10480.0,0.0,0.0,0,0.0,0.0,
sw,a,c,2167.0,12.0,2012.0,1,40.0,0.0,"Jan,Apr,Jul,Oct"
sx,d,a,8281.0,4.0,2010.0,1,28.0,2015.0,"Mar,Jun,Sept,Dec"
sy,b,a,9757.0,10.0,2006.0,1,0.0,0.0,
sz,d,b,8228.0,0.0,0.0,0,0.0,0.0,
sA,a,c,0.0,3.0,2006.0,0,0.0,2011.0,
sB,b,c,630.0,3.0,2001.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
sC,a,a,9936.0,4.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
sD,a,a,19025.0,11.0,2005.0,0,0.0,0.0,
sE,a,c,6300.0,0.0,0.0,1,0.0,0.0,
sF,d,a,1809.0,0.0,0.0,0,0.0,0.0,
sG,a,c,6717.0,6.0,2005.0,0,0.0,0.0,
sH,a,a,7915.0,5.0,2014.0,0,0.0,0.0,
sI,a,a,7453.0,9.0,2005.0,0,0.0,0.0,"Jan,Apr,Jul,Oct"
sJ,d,a,1144.0,7.0,2010.0,0,0.0,0.0,
sK,a,a,10133.0,10.0,2007.0,0,0.0,2013.0,
sL,a,a,0.0,10.0,2010.0,0,0.0,0.0,
sM,a,c,10986.0,0.0,2012.0,1,37.0,2012.0,"Mar,Jun,Sept,Dec"
sN,a,c,10252.0,4.0,2012.0,0,0.0,0.0,
sO,d,c,0.0,4.0,2005.0,0,0.0,0.0,
sP,a,b,12732.0,0.0,0.0,1,0.0,0.0,
