element,type,charge,molecule_id,atom_id
c,10,-0.083,4205,4153
c,10,0.006,4205,4154
c,10,-0.137,4205,4155
c,93,-0.137,4205,4156
o,40,-0.135,4205,4157
c,10,0.006,4205,4158
c,93,0.006,4205,4159
c,93,0.006,4205,4160
h,3,0.125,4205,4161
c,10,0.006,4205,4162
c,10,-0.076,4205,4163
c,93,-0.137,4205,4164
o,40,0.015,4205,4165
o,40,-0.11,4205,4166
c,93,-0.074,4205,4167
c,10,-0.137,4205,4168
c,10,0.006,4205,4169
c,10,0.006,4205,4170
c,10,0.006,4205,4171
o,40,-0.404,4205,4172
o,40,0.015,4205,4173
h,3,-0.119,4205,4174
o,40,-0.094,4230,4206
h,3,-0.122,4230,4207
c,10,-0.092,4230,4208
h,3,0.166,4230,4209
o,40,0.015,4230,4210
h,3,-0.124,4230,4211
c,10,0.059,4230,4212
h,3,0.148,4230,4213
o,40,-0.398,4230,4214
c,10,-0.089,4230,4215
c,10,-0.379,4230,4216
c,10,-0.394,4230,4217
c,10,0.006,4230,4218
h,3,0.148,4230,4219
h,3,0.148,4230,4220
o,40,-0.418,4230,4221
c,10,-0.104,4230,4222
c,10,-0.129,4230,4223
c,10,0.006,4230,4224
c,34,-0.084,4230,4225
c,10,0.006,4230,4226
c,10,-0.137,4230,4227
c,10,-0.092,4230,4228
c,10,-0.137,4230,4229
c,10,-0.393,4230,4231
c,10,-0.137,4299,4277
c,10,-0.38,4299,4278
c,10,-0.125,4299,4279
c,10,-0.393,4299,4280
c,10,-0.376,4299,4281
o,16,-0.404,4299,4282
o,16,-0.089,4299,4283
c,93,-0.38,4299,4284
c,10,-0.144,4299,4285
c,10,0.059,4299,4286
o,40,-0.089,4299,4287
c,10,0.015,4299,4288
o,40,0.015,4299,4289
c,22,0.046,4299,4290
c,34,-0.38,4299,4291
c,10,0.006,4299,4292
c,10,-0.376,4299,4293
c,10,0.147,4299,4294
c,26,0.132,4299,4295
c,25,-0.084,4299,4296
o,40,-0.089,4299,4297
o,16,-0.089,4299,4298
c,10,0.006,4304,4349
c,10,-0.091,4304,4350
c,10,-0.291,4304,4351
c,10,-0.363,4304,4352
h,3,0.154,4304,4353
h,3,0.126,4304,4354
c,10,-0.291,4304,4355
c,10,-0.137,4304,4356
c,10,-0.091,4304,4357
c,10,-0.137,4304,4358
h,3,0.154,4304,4359
c,10,0.006,4304,4360
c,34,-0.396,4304,4361
c,10,0.006,4304,4362
c,10,-0.291,4304,4363
c,10,-0.137,4304,4364
c,10,-0.291,4304,4365
h,3,0.126,4304,4366
c,10,0.017,4304,4367
c,10,0.006,4304,4368
c,10,-0.108,4304,4369
c,10,0.017,4304,4370
c,10,-0.137,4304,4371
h,3,0.154,4304,4372
c,41,0.017,4304,4373
c,10,-0.091,4304,4374
c,10,-0.39,4304,4375
h,3,0.126,4304,4376
h,3,0.019,4304,4377
c,10,-0.091,4304,4378
h,3,0.126,4304,4379
h,3,0.019,4304,4380
c,10,-0.091,4304,4381
c,10,0.006,4304,4382
c,10,0.006,4304,4383
c,34,-0.076,4304,4384
o,40,-0.404,4304,4385
c,10,-0.091,4304,4386
o,40,-0.107,4411,4387
o,40,-0.39,4411,4388
c,10,-0.108,4411,4389
c,51,-0.39,4411,4390
o,40,-0.388,4411,4391
b,3,0.066,4411,4392
c,10,-0.379,4411,4393
o,40,-0.385,4411,4394
h,3,-0.115,4411,4395
c,10,-0.094,4411,4396
c,10,0.005,4411,4397
c,10,-0.076,4411,4398
c,10,-0.173,4411,4399
o,40,-0.107,4411,4400
o,40,0.015,4411,4401
o,40,-0.385,4411,4402
c,22,-0.126,4411,4403
c,10,-0.079,4411,4404
c,10,-0.363,4411,4405
b,3,0.132,4411,4406
c,10,-0.083,4411,4407
c,10,-0.076,4411,4408
c,10,-0.099,4411,4409
c,10,-0.779,4411,4410
c,10,-0.191,4411,4412
c,10,-0.191,4479,4439
c,10,-0.191,4479,4440
c,10,-0.076,4479,4441
c,10,-0.091,4479,4442
o,40,-0.384,4479,4443
o,40,-0.385,4479,4444
c,34,-0.084,4479,4445
o,36,-0.084,4479,4446
c,230,-0.191,4479,4447
c,26,-0.109,4479,4448
h,3,0.817,4479,4449
h,3,0.817,4479,4450
h,3,0.154,4479,4451
o,40,-0.204,4479,4452
o,38,-0.11,4479,4453
h,3,-0.128,4479,4454
c,10,-0.191,4479,4455
c,10,-0.137,4479,4456
c,10,-0.076,4479,4457
c,10,-0.363,4479,4458
c,10,-0.087,4479,4459
c,10,-0.363,4479,4460
c,10,-0.108,4479,4461
c,10,-0.083,4479,4490
c,10,-0.083,4479,4491
c,10,-0.391,4513,4497
h,3,0.163,4513,4498
c,10,-0.076,4513,4499
c,10,0.021,4513,4500
c,22,-0.114,4513,4501
c,22,0.333,4513,4502
n,28,0.805,4513,4503
c,45,-0.167,4513,4504
c,10,0.016,4513,4505
c,10,0.113,4513,4506
c,10,0.016,4513,4507
c,10,-0.363,4513,4508
c,10,-0.396,4513,4509
o,40,-0.398,4513,4510
o,40,-0.108,4513,4511
o,40,-0.368,4513,4512
c,10,-0.418,4588,4525
c,10,-0.4,4588,4526
c,10,-0.393,4588,4527
c,10,-0.089,4588,4528
h,3,0.061,4588,4529
h,3,0.146,4588,4530
c,10,-0.379,4588,4531
c,10,-0.377,4588,4532
c,10,-0.395,4588,4533
h,3,0.152,4588,4534
h,3,-0.122,4588,4535
c,10,-0.079,4588,4536
c,10,-0.404,4588,4537
c,10,-0.379,4588,4538
c,10,-0.091,4588,4539
h,3,-0.122,4588,4540
h,3,0.127,4588,4541
c,10,0.005,4588,4542
c,10,-0.081,4588,4543
h,3,0.137,4588,4544
h,3,0.146,4588,4545
h,3,0.136,4588,4546
c,10,-0.079,4588,4547
o,40,-0.392,4588,4548
c,10,-0.404,4588,4549
c,10,-0.082,4588,4550
c,10,0.005,4588,4551
h,3,0.146,4588,4552
h,3,0.129,4588,4553
c,10,-0.395,4588,4554
c,10,0.123,4598,4619
c,10,-0.385,4598,4620
c,10,-0.108,4598,4621
c,10,-0.108,4598,4622
c,10,-0.108,4598,4623
o,40,-0.11,4598,4624
h,3,0.126,4598,4625
c,10,-0.191,4598,4626
c,10,-0.381,4598,4627
c,10,-0.108,4598,4628
c,93,0.006,4598,4629
c,26,-0.385,4598,4630
c,93,-0.137,4598,4631
c,10,0.03,4598,4632
c,10,-0.363,4598,4633
c,10,-0.108,4598,4634
c,34,-0.133,4598,4635
c,22,-0.108,4598,4636
c,10,0.017,4598,4637
o,40,0.015,4598,4638
h,3,0.136,4598,4639
o,40,0.015,4598,4640
c,10,-0.363,4598,4641
c,10,-0.087,4598,4642
c,10,-0.108,4598,4643
c,10,-0.191,4598,4644
o,40,-0.11,4598,4645
o,40,0.015,4598,4646
o,40,0.015,4598,4647
c,10,0.808,4691,4661
c,10,-0.137,4691,4662
c,10,0.021,4691,4663
c,50,0.136,4691,4664
c,10,-0.375,4691,4665
c,93,-0.137,4691,4666
c,25,-0.137,4691,4667
c,93,-0.137,4691,4668
o,38,0.059,4691,4669
c,93,-0.137,4691,4670
o,16,-0.393,4691,4671
c,10,-0.137,4691,4672
c,93,-0.137,4691,4673
o,16,-0.389,4691,4674
o,52,0.017,4691,4676
c,10,0.017,4691,4677
c,10,-0.137,4691,4678
c,10,-0.137,4691,4679
c,10,-0.413,4691,4680
c,10,-0.091,4691,4681
c,10,-0.137,4691,4682
c,10,-0.391,4691,4683
f,3,0.139,4726,4698
c,45,0.059,4726,4699
n,28,0.812,4726,4700
c,1,-0.118,4726,4701
c,10,-0.129,4726,4702
c,10,-0.129,4726,4703
c,10,0.021,4726,4704
c,10,0.016,4726,4705
c,10,0.03,4726,4706
o,16,-0.398,4726,4707
c,3,0.139,4726,4708
h,3,0.149,4726,4709
c,10,-0.393,4726,4727
n,52,-0.379,4726,4728
c,10,-0.393,4726,4729
c,10,-0.191,4726,4730
h,3,0.132,4732,4731
c,10,-0.395,4732,4760
h,3,0.132,4732,4761
c,10,-0.083,4732,4762
c,10,-0.395,4732,4763
c,10,-0.395,4732,4764
c,10,-0.083,4732,4765
c,10,-0.395,4732,4766
c,10,-0.083,4732,4767
o,40,0.805,4732,4768
o,40,-0.394,4732,4769
o,40,0.805,4732,4770
c,10,-0.083,4732,4771
n,22,0.154,4732,4772
c,10,-0.083,4732,4773
c,10,-0.395,4732,4774
h,3,0.132,4732,4775
o,40,-0.085,4732,4776
h,3,0.132,4732,4777
o,40,0.805,4732,4778
c,10,-0.083,4732,4779
c,10,-0.395,4732,4780
c,10,-0.083,4732,4781
c,10,-0.395,4732,4782
h,3,0.132,4732,4783
o,40,-0.079,4732,4784
c,10,0.015,4802,4785
c,10,-0.393,4802,4786
c,10,-0.11,4802,4787
h,3,0.134,4802,4788
h,3,0.134,4802,4789
c,10,-0.091,4802,4790
c,10,-0.107,4802,4791
h,3,0.152,4802,4792
o,40,-0.084,4802,4793
o,40,-0.343,4802,4794
c,10,-0.392,4802,4795
c,10,-0.091,4802,4796
c,10,-0.343,4802,4797
c,10,-0.343,4802,4798
o,40,-0.395,4802,4799
o,40,-0.392,4802,4800
o,40,-0.144,4802,4801
c,10,-0.091,4802,4835
c,10,-0.404,4802,4836
c,10,-0.091,4802,4837
c,10,-0.091,4802,4838
c,10,-0.091,4802,4839
o,40,-0.395,4802,4840
c,16,-0.191,4802,4841
c,10,-0.11,4802,4842
c,10,-0.404,4802,4843
c,10,0.006,4802,4844
c,41,-0.137,4802,4845
c,10,-0.091,4802,4846
c,10,-0.083,4848,4849
o,40,-0.383,4848,4850
c,10,-0.083,4848,4851
c,10,-0.093,4848,4852
c,10,-0.083,4848,4853
c,10,-0.076,4848,4854
c,10,-0.083,4848,4855
c,10,-0.083,4848,4856
o,40,-0.074,4848,4857
o,40,0.007,4848,4858
h,3,0.104,4848,4859
c,10,-0.083,4848,4860
c,10,-0.083,4848,4861
c,10,-0.076,4848,4862
c,10,-0.083,4848,4863
o,40,-0.383,4848,4864
h,3,0.198,4848,4865
o,40,-0.383,4848,4866
h,3,0.134,4848,4867
o,40,-0.383,4848,4868
h,28,0.198,4848,4869
c,10,-0.083,4848,4870
c,10,-0.083,4848,4871
c,10,-0.191,4848,4872
c,10,-0.083,4848,4873
o,40,-0.383,4848,4874
b,3,0.144,4848,4875
h,3,0.133,4848,4876
c,10,-0.083,4960,4927
c,10,0.016,4960,4932
c,10,0.016,4960,4934
c,10,-0.076,4960,4935
c,10,-0.089,4960,4936
c,10,0.016,4960,4937
c,10,-0.393,4960,4938
o,40,-0.381,4960,4939
b,3,0.808,4960,4940
o,40,-0.385,4960,4941
c,10,-0.083,4960,4942
c,10,-0.076,4960,4943
h,3,0.282,4960,4944
o,40,-0.11,4960,4945
c,10,-0.089,4960,4946
c,10,-0.081,4960,4947
h,3,0.143,4960,4948
o,40,-0.385,4960,4949
h,3,0.134,4960,4950
o,40,-0.393,4960,4951
c,10,-0.083,4960,4952
c,10,-0.377,4960,4953
c,10,-0.083,4960,4954
c,10,-0.081,4960,4955
o,40,-0.385,4960,4956
o,40,-0.385,4960,4957
o,40,-0.385,4960,4958
c,50,-0.369,5027,4962
n,38,0.055,5027,4963
c,10,-0.083,5027,4964
c,10,-0.083,5027,4965
c,10,0.016,5027,4966
h,3,-0.125,5027,4967
c,10,0.016,5027,4968
c,10,-0.083,5027,4969
c,10,0.016,5027,4970
c,10,0.016,5027,4971
c,10,0.016,5027,4972
c,10,0.016,5027,4973
c,10,0.016,5027,4974
c,10,-0.393,5027,4975
h,1,0.288,5027,4976
h,3,-0.125,5027,4977
o,40,0.008,5027,4978
o,40,-0.085,5027,4979
o,40,-0.085,5027,4980
o,40,-0.383,5027,4981
o,40,0.011,5027,4982
h,3,0.133,5027,4983
c,10,-0.395,5027,4984
o,40,-0.085,5027,4985
o,40,-0.085,5027,4986
o,40,0.008,5027,4987
c,10,-0.083,5027,4988
c,22,0.142,5027,4989
c,10,-0.363,5027,4990
o,40,0.011,5027,4991
o,40,0.007,5027,4992
c,10,-0.381,5027,4993
c,10,-0.404,5056,5057
h,3,0.149,5056,5058
c,10,-0.393,5056,5059
c,10,-0.392,5056,5060
c,10,0.031,5056,5061
c,10,-0.083,5056,5062
c,10,-0.404,5056,5063
c,10,-0.404,5056,5064
c,10,-0.076,5056,5065
c,10,-0.404,5056,5066
o,16,-0.394,5056,5067
c,10,-0.088,5056,5068
h,3,0.146,5056,5069
o,40,-0.388,5056,5070
o,40,-0.107,5056,5071
h,3,0.149,5056,5072
c,10,-0.082,5056,5073
h,3,0.145,5056,5074
h,3,-0.122,5056,5075
c,10,-0.089,5056,5076
c,10,-0.392,5056,5077
c,10,-0.083,5056,5078
c,10,-0.404,5056,5079
o,40,-0.391,5056,5080
h,3,0.141,5056,5081
n,32,0.132,5056,5082
c,10,-0.393,5083,5127
c,10,-0.089,5083,5128
c,10,-0.081,5083,5129
c,10,-0.404,5083,5130
c,10,-0.404,5083,5131
c,10,-0.404,5083,5132
c,10,-0.395,5083,5133
c,10,-0.083,5083,5134
c,10,-0.089,5083,5135
c,10,-0.393,5083,5136
c,10,-0.089,5083,5137
c,10,-0.089,5083,5138
c,10,-0.091,5083,5139
c,10,-0.083,5083,5140
c,10,-0.108,5083,5141
c,10,-0.395,5083,5142
c,10,-0.089,5083,5143
o,40,-0.107,5083,5144
h,3,0.315,5083,5145
h,3,0.141,5083,5146
h,3,0.141,5083,5147
h,3,0.062,5083,5148
c,10,-0.093,5083,5149
o,40,-0.291,5083,5150
h,3,0.145,5083,5151
h,3,0.132,5083,5152
h,3,0.073,5083,5153
h,3,0.147,5083,5154
h,3,0.138,5083,5155
h,3,0.132,5083,5156
h,3,0.138,5083,5157
o,40,-0.388,5083,5158
c,10,-0.395,5083,5159
c,10,-0.393,5083,5160
c,10,-0.404,5083,5161
c,10,-0.404,5083,5162
c,10,-0.089,5083,5163
c,10,-0.089,5083,5164
c,10,-0.404,5221,5165
c,10,-0.088,5221,5166
c,10,-0.089,5221,5167
c,10,-0.404,5221,5168
h,3,0.134,5221,5169
o,40,-0.107,5221,5170
c,10,-0.418,5221,5171
c,10,-0.404,5221,5172
c,10,-0.404,5221,5173
o,40,-0.394,5221,5174
h,3,0.134,5221,5175
c,10,-0.404,5221,5176
c,10,-0.076,5221,5177
c,10,-0.385,5221,5178
c,10,0.015,5221,5179
o,40,0.017,5221,5180
h,3,0.134,5221,5181
c,10,-0.173,5221,5182
c,10,-0.365,5221,5183
o,40,-0.391,5221,5184
o,40,-0.396,5221,5185
o,40,0.017,5221,5186
c,10,-0.343,5221,5187
h,3,0.134,5221,5188
c,10,0.024,5221,5189
c,10,-0.082,5221,5190
c,10,-0.392,5221,5191
o,40,-0.396,5221,5192
o,40,-0.108,5221,5193
c,10,-0.418,5221,5194
c,10,-0.137,5269,5239
c,10,0.006,5269,5240
c,10,0.006,5269,5241
c,10,-0.124,5269,5242
c,10,0.006,5269,5243
c,22,0.136,5269,5244
c,21,-0.137,5269,5245
c,25,-0.137,5269,5246
c,22,0.136,5269,5247
h,3,0.017,5269,5248
o,16,-0.394,5269,5249
c,10,-0.137,5269,5250
c,22,-0.291,5269,5251
c,25,-0.137,5269,5252
c,25,-0.137,5269,5254
c,10,-0.091,5269,5255
c,10,-0.091,5269,5256
c,10,0.006,5269,5257
c,10,0.006,5269,5258
c,10,0.006,5269,5259
c,10,-0.091,5269,5260
c,10,0.006,5269,5261
o,16,-0.396,5299,5276
h,3,0.152,5299,5277
o,16,-0.396,5299,5278
c,10,-0.137,5299,5300
o,50,-0.396,5299,5301
c,10,-0.137,5299,5302
c,10,0.017,5299,5303
c,10,0.021,5299,5304
o,16,-0.191,5299,5305
o,40,-0.191,5299,5306
h,3,0.056,5299,5307
c,10,0.016,5299,5308
c,41,0.017,5299,5309
c,3,0.816,5299,5310
c,10,0.017,5299,5311
c,10,-0.084,5299,5312
c,10,-0.376,5299,5313
c,10,-0.125,5299,5314
c,10,0.021,5299,5315
c,10,-0.083,5341,5334
c,10,-0.083,5341,5335
c,10,-0.291,5341,5338
c,10,-0.363,5341,5339
c,194,-0.126,5341,5340
o,34,0.017,5341,5342
c,10,-0.291,5341,5343
c,10,0.021,5341,5344
c,10,-0.291,5341,5345
f,40,-0.291,5341,5346
c,34,-0.191,5341,5347
c,10,-0.363,5341,5348
c,10,-0.363,5341,5349
c,10,-0.083,5341,5350
c,10,-0.363,5341,5351
o,40,-0.082,5341,5352
o,40,-0.135,5341,5353
o,40,0.015,5341,5354
c,10,-0.108,5341,5355
c,34,-0.191,5341,5356
o,40,-0.418,5341,5357
c,10,-0.108,5341,5358
c,10,-0.083,5341,5359
c,10,-0.108,5341,5360
c,10,-0.291,5341,5361
c,93,-0.137,5341,5362
o,40,0.015,5341,5363
o,40,0.015,5341,5364
c,10,-0.089,5398,5376
c,10,-0.083,5398,5377
c,10,-0.083,5398,5378
c,10,-0.363,5398,5379
n,40,-0.134,5398,5380
n,3,-0.128,5398,5381
h,3,0.058,5398,5382
c,10,-0.083,5398,5383
h,3,0.058,5398,5384
c,10,-0.083,5398,5385
c,10,0.787,5398,5386
h,3,0.058,5398,5387
h,3,0.054,5398,5388
n,21,0.151,5398,5389
o,40,0.059,5398,5390
c,10,-0.083,5398,5391
c,10,-0.083,5398,5392
c,10,-0.395,5398,5393
c,10,-0.395,5398,5394
b,1,0.152,5398,5395
h,3,0.176,5398,5396
o,16,0.007,5398,5397
c,10,-0.386,5398,5426
n,35,0.81,5398,5427
c,10,-0.083,5398,5428
c,10,-0.396,5398,5429
c,10,0.016,5430,5431
c,93,-0.15,5430,5432
c,10,-0.091,5430,5433
c,10,-0.381,5430,5434
c,10,-0.091,5430,5435
c,10,0.016,5430,5436
c,10,0.006,5430,5437
c,10,-0.781,5430,5438
c,42,-0.191,5430,5439
o,40,-0.394,5430,5440
o,16,-0.135,5430,5441
c,10,0.006,5430,5442
o,40,-0.385,5430,5443
c,10,0.006,5430,5444
c,10,-0.091,5430,5445
c,25,-0.084,5430,5446
o,40,-0.385,5430,5447
c,25,-0.084,5430,5448
c,34,-0.093,5430,5449
c,10,0.006,5430,5450
c,10,-0.091,5430,5451
c,10,-0.091,5430,5452
c,10,-0.091,5430,5453
o,16,-0.379,5430,5454
h,3,0.145,5430,5455
c,34,-0.084,5430,5456
c,10,-0.779,5552,5484
c,10,-0.418,5552,5485
c,10,-0.393,5552,5486
c,10,-0.091,5552,5487
c,10,-0.369,5552,5488
c,10,-0.376,5552,5489
c,10,-0.092,5552,5490
c,10,-0.11,5552,5491
c,10,-0.091,5552,5492
c,10,-0.091,5552,5493
c,10,-0.091,5552,5494
c,10,-0.091,5552,5495
c,10,-0.091,5552,5496
c,10,-0.129,5552,5502
c,10,-0.081,5552,5503
h,3,0.127,5552,5504
h,3,-0.095,5552,5506
h,3,0.134,5552,5507
h,3,0.147,5552,5508
o,40,0.009,5552,5509
h,3,0.062,5552,5510
h,3,0.056,5552,5511
c,10,-0.091,5552,5512
h,3,-0.095,5552,5513
h,3,0.015,5552,5514
h,3,0.142,5552,5515
h,3,0.134,5552,5516
o,40,-0.396,5552,5517
o,40,0.017,5552,5518
o,40,0.009,5552,5519
h,3,0.066,5552,5524
c,10,-0.394,5552,5526
h,3,0.142,5552,5527
c,10,-0.091,5552,5528
h,3,0.147,5552,5563
o,40,-0.135,5552,5564
c,10,-0.083,5552,5565
c,10,0.814,5552,5566
c,10,-0.369,5552,5567
c,10,-0.091,5552,5568
c,10,0.006,5569,5586
o,40,0.158,5569,5587
c,10,0.03,5569,5588
c,10,-0.093,5569,5589
o,40,-0.368,5569,5590
c,22,-0.126,5569,5591
o,16,-0.398,5569,5592
h,3,0.133,5569,5593
c,10,-0.393,5569,5594
c,10,-0.393,5569,5595
c,10,-0.129,5569,5596
c,10,-0.393,5569,5597
c,10,-0.393,5569,5598
c,22,-0.134,5569,5599
o,40,-0.383,5569,5600
o,40,-0.39,5569,5601
c,10,-0.097,5641,5622
c,22,0.182,5641,5623
c,26,-0.074,5641,5624
c,10,-0.137,5641,5625
c,10,0.813,5641,5626
c,22,-0.13,5641,5627
o,52,-0.389,5641,5628
c,22,-0.067,5641,5629
c,8,-0.13,5641,5630
c,22,0.825,5641,5631
o,19,-0.191,5641,5632
c,10,-0.137,5641,5633
c,50,0.136,5641,5634
c,10,-0.091,5641,5635
c,10,-0.137,5641,5636
c,10,0.813,5641,5637
o,19,-0.076,5641,5638
o,50,-0.396,5641,5639
o,38,-0.089,5641,5640
c,10,0.016,5670,5656
c,10,-0.129,5670,5657
c,22,0.012,5670,5658
c,16,-0.084,5670,5659
c,22,0.012,5670,5660
c,22,0.012,5670,5661
c,10,-0.369,5670,5662
c,10,0.016,5670,5663
c,10,-0.093,5670,5664
c,10,0.016,5670,5665
c,10,0.016,5670,5666
c,41,-0.084,5670,5667
c,51,-0.167,5670,5668
c,16,-0.084,5670,5669
c,10,-0.137,5719,5685
h,3,0.146,5719,5686
o,40,-0.398,5719,5687
c,10,-0.137,5719,5688
c,10,0.006,5719,5689
c,10,0.818,5719,5690
c,10,-0.137,5719,5691
c,10,-0.137,5719,5692
c,10,-0.779,5719,5693
h,3,0.148,5719,5696
h,3,0.123,5719,5697
c,10,-0.393,5719,5698
o,40,-0.385,5719,5699
h,3,0.145,5719,5700
c,10,-0.11,5719,5701
h,3,0.059,5719,5702
h,3,0.066,5719,5703
c,10,-0.137,5719,5704
c,10,-0.393,5719,5705
c,10,0.006,5719,5706
c,10,0.016,5719,5707
o,40,-0.393,5719,5708
h,3,-0.124,5719,5709
h,3,-0.122,5719,5710
c,10,-0.083,5722,5723
h,38,0.198,5722,5724
c,10,-0.083,5722,5725
c,10,-0.083,5722,5726
c,10,-0.083,5722,5727
c,10,-0.083,5722,5728
c,10,-0.083,5722,5729
c,10,-0.395,5722,5730
o,40,-0.383,5722,5731
o,40,-0.383,5722,5732
h,3,-0.074,5722,5733
c,10,0.013,5722,5734
c,10,-0.083,5722,5735
c,10,-0.395,5722,5736
c,10,-0.076,5722,5737
o,40,-0.085,5722,5738
o,40,-0.085,5722,5739
h,3,0.132,5722,5740
o,40,0.059,5722,5741
o,40,0.007,5722,5742
o,40,-0.191,5722,5743
c,10,-0.379,5722,5744
c,10,-0.091,5722,5745
c,10,-0.363,5722,5746
c,10,-0.083,5722,5747
o,40,-0.085,5722,5748
o,40,-0.383,5722,5749
o,40,-0.085,5722,5750
c,10,0.017,5814,5779
c,10,0.017,5814,5780
c,22,-0.084,5814,5781
c,22,-0.084,5814,5782
c,21,0.134,5814,5783
c,1,0.822,5814,5784
n,29,-0.404,5814,5785
c,21,-0.131,5814,5786
n,3,-0.168,5814,5787
c,10,-0.363,5814,5788
c,10,-0.363,5814,5789
c,10,0.017,5814,5790
c,10,-0.396,5814,5791
c,10,0.005,5814,5792
c,26,-0.191,5814,5793
c,10,-0.15,5814,5794
c,10,0.017,5814,5795
o,25,0.017,5851,5815
o,16,-0.38,5851,5816
c,10,0.003,5851,5817
c,22,0.158,5851,5818
c,21,-0.084,5851,5819
c,10,-0.363,5851,5820
c,38,0.017,5851,5821
c,22,0.158,5851,5822
c,10,-0.109,5851,5823
c,10,-0.097,5851,5824
c,10,0.004,5851,5825
c,10,0.809,5851,5826
c,10,-0.097,5851,5827
n,28,0.15,5851,5828
c,38,-0.396,5851,5829
c,93,0.244,5851,5830
c,26,0.146,5851,5852
c,10,0.021,5851,5853
c,26,0.14,5851,5854
c,10,-0.091,5855,5856
c,10,-0.091,5855,5857
c,10,-0.404,5855,5858
c,10,-0.393,5855,5859
c,10,-0.393,5855,5860
c,10,-0.369,5855,5861
c,10,-0.091,5855,5862
c,10,-0.091,5855,5863
c,10,-0.392,5855,5864
c,10,-0.392,5855,5865
c,10,0.015,5855,5866
c,10,-0.091,5855,5867
c,10,-0.089,5855,5868
c,10,-0.112,5855,5869
h,3,0.056,5855,5870
h,3,0.011,5855,5871
h,3,0.127,5855,5872
o,40,0.009,5855,5873
h,3,0.153,5855,5874
h,3,-0.12,5855,5875
h,3,0.134,5855,5876
h,3,-0.12,5855,5877
c,10,-0.091,5855,5878
h,3,-0.106,5855,5879
h,3,0.163,5855,5880
o,40,0.009,5855,5881
h,3,0.138,5855,5882
h,3,0.056,5855,5883
c,10,0.004,5855,5884
h,3,-0.385,5855,5885
c,22,-0.191,5855,5886
h,3,0.011,5855,5887
h,3,-0.124,5855,5888
c,10,-0.091,5855,5889
h,3,0.145,5855,5890
c,10,-0.091,5855,5891
c,10,-0.091,5855,5892
c,10,-0.091,5855,5893
c,10,0.006,5855,5894
c,10,-0.091,5855,5895
c,10,-0.083,5968,5969
h,3,0.134,5968,5970
c,10,-0.083,5968,5971
c,10,-0.083,5968,5972
c,10,-0.093,5968,5973
c,10,0.016,5968,5974
c,10,-0.083,5968,5975
c,10,0.03,5968,5976
o,40,-0.074,5968,5977
h,3,0.062,5968,5978
o,40,-0.383,5968,5979
c,10,-0.093,5968,5980
h,3,-0.125,5968,5981
c,10,-0.083,5968,5982
o,40,-0.085,5968,5983
h,3,0.134,5968,5984
h,3,0.134,5968,5985
c,10,-0.083,5968,5986
h,3,0.066,5968,5987
o,40,0.007,5968,5988
c,10,0.113,5968,5989
c,10,-0.083,5968,5990
c,10,0.03,5968,5991
c,10,-0.083,5968,5992
h,3,0.134,5968,5993
h,3,0.133,5968,5994
h,3,0.134,5968,5995
o,40,0.002,6020,5996
o,40,-0.398,6020,5997
c,10,0.006,6020,5998
h,3,0.132,6020,5999
h,3,0.132,6020,6000
h,3,0.058,6020,6001
c,10,-0.137,6020,6002
h,3,0.132,6020,6003
h,3,-0.12,6020,6004
c,10,-0.091,6020,6005
c,10,0.006,6020,6006
c,10,-0.4,6020,6007
c,10,0.006,6020,6008
h,3,0.132,6020,6009
o,40,-0.191,6020,6010
o,40,-0.398,6020,6011
c,10,0.006,6020,6012
c,10,0.006,6020,6013
c,10,0.006,6020,6014
o,40,-0.398,6020,6015
c,10,0.006,6020,6016
c,10,-0.076,6020,6017
c,10,0.006,6020,6018
c,10,-0.091,6020,6019
c,10,0.113,6020,6021
c,10,0.006,6082,6081
c,10,-0.137,6082,6083
c,10,-0.137,6082,6084
c,10,-0.137,6082,6085
c,10,-0.137,6082,6086
c,10,0.006,6082,6087
o,40,0.015,6082,6088
o,16,-0.404,6082,6089
c,10,-0.137,6082,6090
c,10,0.006,6082,6091
c,10,0.006,6082,6092
c,10,-0.137,6082,6093
c,10,-0.137,6082,6094
c,10,-0.137,6082,6095
c,10,-0.137,6082,6096
c,93,-0.137,6082,6097
h,3,0.019,6082,6098
c,93,0.006,6082,6099
c,10,-0.137,6082,6100
c,10,-0.137,6082,6101
h,3,0.125,6082,6102
c,25,-0.074,6082,6103
o,16,-0.089,6082,6104
c,10,-0.137,6082,6105
o,40,-0.082,6082,6106
c,10,-0.137,6082,6107
c,10,-0.137,6082,6108
c,93,-0.137,6082,6109
h,3,-0.291,6082,6110
h,3,0.017,6082,6111
c,10,-0.089,6132,6112
c,10,-0.083,6132,6113
c,10,-0.089,6132,6114
o,40,-0.383,6132,6115
n,21,0.138,6132,6116
h,3,0.149,6132,6117
c,10,-0.144,6132,6118
c,10,-0.089,6132,6119
n,16,-0.119,6132,6120
h,3,0.058,6132,6121
h,3,0.056,6132,6122
c,10,0.03,6132,6123
h,1,0.129,6132,6124
c,10,-0.083,6132,6125
c,10,-0.418,6132,6126
c,10,-0.083,6132,6127
c,10,-0.144,6132,6128
h,3,0.047,6132,6129
h,3,-0.106,6132,6130
n,1,0.012,6132,6131
o,36,-0.394,6155,6153
h,3,-0.137,6155,6154
c,10,-0.412,6155,6174
h,3,0.161,6155,6175
c,10,-0.085,6155,6176
c,10,0.017,6155,6177
h,3,0.823,6155,6178
o,40,-0.394,6155,6179
