CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2SinceWeek,Promo2SinceYear,StoreType,Assortment,Promo2,PromoInterval,Store,node_type
1819,5,2007,12,2013,d,c,1,"Feb,May,Aug,Nov",906,store
19407,0,0,0,0,a,c,0,,907,store
3998,0,0,20,2014,d,c,1,"Mar,Jun,Sept,Dec",908,store
1878,0,0,0,0,a,c,0,,909,store
403,0,0,17,2013,d,c,1,"Jan,Apr,Jul,Oct",910,store
9382,0,0,40,2009,d,c,1,"Feb,May,Aug,Nov",911,store
10248,7,2008,0,0,a,c,0,,912,store
3507,7,2007,36,2011,d,a,1,"Mar,Jun,Sept,Dec",913,store
579,11,2007,23,2013,a,a,1,"Mar,Jun,Sept,Dec",914,store
4220,7,2014,0,0,a,a,0,,915,store
1949,9,2007,0,0,a,a,0,,916,store
171,0,0,0,0,a,a,0,,917,store
16406,0,0,0,0,d,c,0,,918,store
2529,7,2010,20,2011,c,a,1,"Mar,Jun,Sept,Dec",919,store
1224,10,2007,0,0,a,c,0,,920,store
486,4,2009,9,2013,a,a,1,"Jan,Apr,Jul,Oct",921,store
2929,0,0,35,2011,d,c,1,"Jan,Apr,Jul,Oct",922,store
4891,3,2013,27,2012,d,c,1,"Mar,Jun,Sept,Dec",923,store
3007,7,2011,23,2015,a,a,1,"Jan,Apr,Jul,Oct",924,store
12421,0,0,19,2013,d,a,1,"Jan,Apr,Jul,Oct",925,store
1133,0,0,15,2010,d,a,1,"Jan,Apr,Jul,Oct",926,store
777,9,2011,40,2009,a,c,1,"Jan,Apr,Jul,Oct",927,store
4443,4,2007,0,0,a,a,0,,928,store
2187,3,2012,12,2014,d,a,1,"Mar,Jun,Sept,Dec",929,store
101,6,2009,0,0,a,a,0,,930,store
8,2,2012,42,2014,d,c,1,"Feb,May,Aug,Nov",931,store
3849,0,0,45,2009,c,c,1,"Feb,May,Aug,Nov",932,store
149,11,2007,0,0,c,a,0,,933,store
4955,11,2012,0,0,a,c,0,,934,store
3368,0,0,0,0,d,c,0,,935,store
723,9,2010,0,0,a,a,0,,936,store
1941,0,0,0,0,a,a,0,,937,store
5269,6,2006,13,2011,d,c,1,"Jan,Apr,Jul,Oct",938,store
146,9,2012,14,2011,a,a,1,"Feb,May,Aug,Nov",939,store
2175,0,0,0,0,d,c,0,,940,store
144,0,0,2,2011,d,a,1,"Mar,Jun,Sept,Dec",941,store
102,3,2010,19,2013,a,a,1,"Feb,May,Aug,Nov",942,store
498,9,2009,0,0,a,a,0,,943,store
3352,11,2012,18,2012,a,a,1,"Jan,Apr,Jul,Oct",944,store
9110,10,2002,0,2015,a,a,1,"Jan,Apr,Jul,Oct",945,store
56193,11,2005,30,2015,a,c,1,"Jan,Apr,Jul,Oct",946,store
84,4,2012,0,0,a,a,0,,947,store
1096,9,2011,0,0,a,c,0,,948,store
193,11,2011,0,0,a,a,0,,949,store
6034,8,2007,0,0,a,a,0,,950,store
1399,0,0,38,2010,d,c,1,"Jan,Apr,Jul,Oct",951,store
8371,6,2007,0,0,a,c,0,,952,store
14464,0,0,11,2013,a,c,1,"Feb,May,Aug,Nov",953,store
3326,7,2009,11,2013,a,a,1,"Feb,May,Aug,Nov",954,store
1311,0,0,32,2015,d,c,1,"Jan,Apr,Jul,Oct",955,store
848,8,2012,0,0,d,c,0,,956,store
1470,0,0,0,0,a,a,0,,957,store
2070,9,2012,0,0,d,c,0,,958,store
13418,10,2005,0,0,a,c,0,,959,store
221,10,2006,21,2011,d,c,1,"Mar,Jun,Sept,Dec",960,store
20326,3,2009,0,0,a,a,0,,961,store
436,8,2009,25,2010,c,a,1,"Jan,Apr,Jul,Oct",962,store
3940,1,0,2,2011,c,c,1,"Jan,Apr,Jul,Oct",963,store
190,0,0,17,2013,a,c,1,"Feb,May,Aug,Nov",964,store
4211,9,2010,41,2012,a,a,1,"Jan,Apr,Jul,Oct",965,store
3519,12,2007,35,2011,a,a,1,"Jan,Apr,Jul,Oct",966,store
1979,0,0,38,2012,d,c,1,"Jan,Apr,Jul,Oct",967,store
9365,4,2003,0,0,a,c,0,,968,store
1820,0,0,15,2011,a,a,1,"Jan,Apr,Jul,Oct",969,store
825,5,2005,2,2012,c,c,1,"Jan,Apr,Jul,Oct",970,store
1153,11,2007,13,2011,a,a,1,"Jan,Apr,Jul,Oct",971,store
1958,0,0,40,2012,d,a,1,"Mar,Jun,Sept,Dec",972,store
2905,12,2012,12,2011,c,a,1,"Feb,May,Aug,Nov",973,store
3703,11,2009,14,2013,a,a,1,"Feb,May,Aug,Nov",974,store
109,7,2011,20,2014,a,a,1,"Feb,May,Aug,Nov",975,store
6272,9,2013,41,2013,a,a,1,"Mar,Jun,Sept,Dec",976,store
1192,11,2007,29,2012,c,a,1,"Mar,Jun,Sept,Dec",977,store
324,9,2009,0,0,c,c,0,,978,store
1215,11,2010,0,0,c,a,0,,979,store
1880,11,2007,0,2013,d,c,1,"Feb,May,Aug,Nov",980,store
36,4,2010,11,2013,a,a,1,"Feb,May,Aug,Nov",981,store
77,10,2014,28,2014,a,a,1,"Jan,Apr,Jul,Oct",982,store
3354,0,0,0,0,d,c,0,,983,store
3038,0,0,40,2009,a,c,1,"Feb,May,Aug,Nov",984,store
1675,3,2010,0,0,a,a,0,,985,store
1674,0,0,13,2011,a,c,1,"Feb,May,Aug,Nov",986,store
1210,0,0,40,2014,d,a,1,"Feb,May,Aug,Nov",987,store
14830,3,2013,0,0,d,c,0,,988,store
14299,2,2009,0,0,a,a,0,,989,store
308,5,2012,22,2014,a,c,1,"Mar,Jun,Sept,Dec",990,store
1440,3,2011,40,2014,a,a,1,"Jan,Apr,Jul,Oct",991,store
4865,11,2005,0,0,a,c,0,,992,store
942,0,0,0,0,a,a,0,,993,store
19383,9,2009,0,0,d,c,0,,994,store
442,0,0,0,0,a,a,0,,995,store
2936,9,2009,0,0,a,a,0,,996,store
16697,9,2013,0,0,d,c,0,,997,store
867,3,2013,14,2012,a,a,1,"Jan,Apr,Jul,Oct",998,store
3504,2,2011,35,2014,a,a,1,"Jan,Apr,Jul,Oct",999,store
8555,0,0,0,0,a,a,0,,1000,store
1540,11,2003,14,2010,a,a,1,"Jan,Apr,Jul,Oct",1001,store
2705,7,2013,19,2010,d,c,1,"Jan,Apr,Jul,Oct",1002,store
3331,2,2009,14,2010,a,a,1,"Feb,May,Aug,Nov",1003,store
4998,5,2013,40,2014,a,a,1,"Jan,Apr,Jul,Oct",1004,store
5018,9,2006,0,0,c,a,0,,1005,store
7051,10,2013,0,2013,a,c,1,"Feb,May,Aug,Nov",1006,store
2993,0,0,36,2012,a,c,1,"Mar,Jun,Sept,Dec",1007,store
1239,0,0,12,2015,b,b,1,"Mar,Jun,Sept,Dec",1008,store
3662,2,2008,46,2014,a,c,1,"Jan,Apr,Jul,Oct",1009,store
9853,10,2003,14,2011,d,c,1,"Jan,Apr,Jul,Oct",1010,store
26,0,0,40,2009,a,c,1,"Jan,Apr,Jul,Oct",1011,store
1106,0,0,26,2011,d,c,1,"Mar,Jun,Sept,Dec",1012,store
24160,10,1999,0,0,d,c,0,,1013,store
2312,0,0,29,2013,a,c,1,"Feb,May,Aug,Nov",1014,store
385,11,2005,0,0,a,a,0,,1015,store
533,4,2010,0,0,c,a,0,,1016,store
5313,10,2010,0,0,a,c,0,,1017,store
1655,10,2011,0,0,d,c,0,,1018,store
2205,5,2014,0,0,d,a,0,,1019,store
9271,2,2005,0,0,a,a,0,,1020,store
12485,12,2005,0,0,a,c,0,,1021,store
17498,0,0,0,0,a,c,0,,1022,store
14009,8,0,14,2014,d,c,1,"Mar,Jun,Sept,Dec",1023,store
218,0,0,0,0,c,c,0,,1024,store
3306,11,2008,0,0,a,c,0,,1025,store
4780,0,0,0,0,a,a,0,,1026,store
102,11,2009,14,2012,a,a,1,"Jan,Apr,Jul,Oct",1027,store
871,12,2010,0,0,d,a,0,,1028,store
3426,10,612,0,0,d,c,0,,1029,store
2074,0,0,0,0,a,a,0,,1030,store
1109,0,0,0,0,a,c,0,,1031,store
2066,7,2013,0,0,d,c,0,,1032,store
82,8,2005,0,0,c,c,0,,1033,store
65594,0,0,0,0,a,c,0,,1034,store
4525,0,0,39,2014,d,c,1,"Feb,May,Aug,Nov",1035,store
829,10,2011,0,0,a,c,0,,1036,store
1238,4,2012,25,2011,d,c,1,"Jan,Apr,Jul,Oct",1037,store
1529,10,128,36,2011,c,a,1,"Jan,Apr,Jul,Oct",1038,store
353,11,2009,0,0,a,a,0,,1039,store
125,12,2005,13,2013,a,a,1,"Jan,Apr,Jul,Oct",1040,store
11011,0,0,25,2012,d,c,1,"Feb,May,Aug,Nov",1041,store
6444,3,2009,0,0,a,a,0,,1042,store
3845,0,0,0,0,a,a,0,,1043,store
725,0,0,0,0,a,a,0,,1044,store
24770,4,2013,0,0,c,a,0,,1045,store
1903,9,2009,0,0,a,a,0,,1046,store
18622,0,0,27,2013,d,c,1,"Jan,Apr,Jul,Oct",1047,store
6365,3,2014,41,2014,a,a,1,"Jan,Apr,Jul,Oct",1048,store
447,11,2007,16,2010,c,a,1,"Mar,Jun,Sept,Dec",1049,store
1273,5,2013,0,0,d,a,0,,1050,store
4961,9,2010,0,0,a,c,0,,1051,store
223,0,0,0,0,a,c,0,,1052,store
156,0,0,0,0,a,c,0,,1053,store
413,0,0,31,2012,a,a,1,"Jan,Apr,Jul,Oct",1054,store
1177,9,2007,0,0,a,a,0,,1055,store
83,10,0,30,2013,a,c,1,"Jan,Apr,Jul,Oct",1056,store
21040,7,2012,27,2013,a,a,1,"Jan,Apr,Jul,Oct",1057,store
381,4,2014,40,2012,a,a,1,"Jan,Apr,Jul,Oct",1058,store
12749,7,2008,0,0,d,a,0,,1059,store
8795,0,0,0,0,d,c,0,,1060,store
1252,6,2003,0,0,a,c,0,,1061,store
1918,4,0,0,0,a,a,0,,1062,store
1099,4,2013,14,2012,d,a,1,"Jan,Apr,Jul,Oct",1063,store
7989,9,2011,0,0,d,c,0,,1064,store
622,9,2004,0,0,c,c,0,,1065,store
4630,7,2014,0,0,a,a,0,,1066,store
2070,0,0,0,0,a,c,0,,1067,store
1801,7,2013,0,0,c,a,0,,1068,store
1104,0,0,0,0,d,c,0,,1069,store
4580,9,2012,0,0,d,c,0,,1070,store
3215,0,0,40,2012,c,c,1,"Feb,May,Aug,Nov",1071,store
4111,1,2015,0,0,c,c,0,,1072,store
172,4,2010,0,0,a,c,0,,1073,store
4587,7,2013,21,2010,d,a,1,"Jan,Apr,Jul,Oct",1074,store
28790,0,0,39,2014,a,a,1,"Jan,Apr,Jul,Oct",1075,store
4901,4,2014,14,2011,a,a,1,"Jan,Apr,Jul,Oct",1076,store
8688,0,0,13,2011,a,c,1,"Mar,Jun,Sept,Dec",1077,store
11808,5,2006,0,0,d,c,0,,1078,store
13374,9,2009,35,2010,d,c,1,"Jan,Apr,Jul,Oct",1079,store
13371,3,2010,19,2012,d,a,1,"Jan,Apr,Jul,Oct",1080,store
921,11,2007,0,0,d,c,0,,1081,store
7761,4,2007,12,2015,a,c,1,"Feb,May,Aug,Nov",1082,store
4387,5,2010,36,2013,d,b,1,"Feb,May,Aug,Nov",1083,store
8188,0,0,14,2011,d,a,1,"Jan,Apr,Jul,Oct",1084,store
1114,12,2010,0,0,a,a,0,,1085,store
204,10,2006,14,2013,a,c,1,"Feb,May,Aug,Nov",1086,store
7166,4,2012,40,2009,d,c,1,"Mar,Jun,Sept,Dec",1087,store
2227,0,0,15,2011,a,a,1,"Mar,Jun,Sept,Dec",1088,store
605,7,2009,9,2011,a,a,1,"Jan,Apr,Jul,Oct",1089,store
2124,10,2014,47,2013,d,c,1,"Mar,Jun,Sept,Dec",1090,store
1693,7,2013,0,0,d,a,0,,1091,store
12520,11,2008,9,2015,a,c,1,"Jan,Apr,Jul,Oct",1092,store
2743,0,0,0,0,d,c,0,,1093,store
14071,10,2010,0,0,a,c,0,,1094,store
71399,4,2015,0,0,d,a,0,,1095,store
4729,0,0,36,2011,d,c,1,"Jan,Apr,Jul,Oct",1096,store
59,11,2013,0,0,a,a,0,,1097,store
836,4,2001,0,0,c,c,0,,1098,store
519,0,0,0,0,d,c,0,,1099,store
2059,5,2012,0,0,a,a,0,,1100,store
16423,4,2008,0,0,a,c,0,,1101,store
2690,0,0,14,2011,d,c,1,"Jan,Apr,Jul,Oct",1102,store
322,5,0,0,0,a,a,0,,1103,store
1094,0,0,21,2013,a,c,1,"Feb,May,Aug,Nov",1104,store
70,0,0,0,0,d,a,0,,1105,store
2291,8,2014,6,2015,d,c,1,"Feb,May,Aug,Nov",1106,store
10771,0,0,0,0,a,a,0,,1107,store
1585,12,2008,0,0,a,a,0,,1108,store
19636,2,2014,0,0,a,c,0,,1109,store
2317,5,2010,40,2010,c,c,1,"Feb,May,Aug,Nov",1110,store
3955,8,2010,0,0,a,a,0,,1111,store
55,12,2011,0,0,a,a,0,,1112,store
2330,4,2012,40,2014,a,a,1,"Jan,Apr,Jul,Oct",1113,store
563,12,2015,26,2011,a,c,1,"Feb,May,Aug,Nov",1114,store
